Freq_COPD	Freq_Control	p-value	FDR
MI0003646_MIMAT0003301	7.32547066149e-05	0	1	1
MI0000462_MIMAT0000438	0.0003662735330745	0	1	1
MI0000085_MIMAT0000084	0.0006592923595341	0	1	1
MI0003186_MIMAT0004775	0.0004395282396894	0	1	1
MI0016011_MIMAT0018001	0.0001465094132298	0	1	1
MI0000289_MIMAT0000256	0.0009523111859937	0	1	1
MI0000269_MIMAT0000256	0.0009523111859937	0	1	1
MI0014167_MIMAT0015012	7.32547066149e-05	0	1	1
MI0003205_MIMAT0004780	0.0001465094132298	0	1	1
MI0001446_MIMAT0004749	0.0019046223719874	0	1	1
MI0000289_MIMAT0000270	0.0005860376529192	0	1	1
MI0000750_MIMAT0004681	7.32547066149e-05	0	1	1
MI0016053_MIMAT0018073	7.32547066149e-05	0	1	1
MI0000433_MIMAT0004584	7.32547066149e-05	0	1	1
MI0000484_MIMAT0004613	0.000732547066149	0	1	1
MI0000091_MIMAT0000091	7.32547066149e-05	0	1	1
MI0010633_MIMAT0011157	0.0002930188264596	0	1	1
MI0003513_MIMAT0003150	7.32547066149e-05	0	1	1
MI0000072_MIMAT0000072	0.0002930188264596	0	1	1
MI0016004_MIMAT0017993	7.32547066149e-05	0	1	1
MI0003686_MIMAT0003389	0.0004395282396894	0	1	1
MI0005543_MIMAT0004927	0.000732547066149	0	1	1
MI0003185_MIMAT0002872	0.0002930188264596	0	1	1
MI0005769_MIMAT0004987	0.0001465094132298	0	1	1
MI0001519_MIMAT0001413	0.0001465094132298	0	1	1
MI0003129_MIMAT0004766	0.0003662735330745	0	1	1
MI0000737_MIMAT0000682	0.0004395282396894	0	1	1
MI0005416_MIMAT0006790	0.0003662735330745	0	1	1
MI0014249_MIMAT0015085	0.0005127829463043	0	1	1
MI0000252_MIMAT0000242	0.0001465094132298	0	1	1
MI0000473_MIMAT0000242	0.0001465094132298	0	1	1
MI0000461_MIMAT0000437	7.32547066149e-05	0	1	1
MI0016089_MIMAT0018116	7.32547066149e-05	0	1	1
MI0017447_MIMAT0018116	0.0001465094132298	0	1	1
MI0006350_MIMAT0005879	7.32547066149e-05	0	1	1
MI0006351_MIMAT0005879	7.32547066149e-05	0	1	1
MI0000270_MIMAT0022692	0.0002930188264596	0	1	1
MI0001729_MIMAT0001631	7.32547066149e-05	0	1	1
MI0000460_MIMAT0004600	0.0002930188264596	0	1	1
MI0005564_MIMAT0004953	7.32547066149e-05	0	1	1
MI0000270_MIMAT0000257	0.0002197641198447	0	1	1
MI0000683_MIMAT0000257	0.0002197641198447	0	1	1
MI0000266_MIMAT0004555	0.0002197641198447	0	1	1
MI0016077_MIMAT0018100	7.32547066149e-05	0	1	1
MI0000072_MIMAT0002891	7.32547066149e-05	0	1	1
MI0000489_MIMAT0004615	7.32547066149e-05	0	1	1
MI0005543_MIMAT0004926	7.32547066149e-05	0	1	1
MI0017980_MIMAT0021083	0.0002197641198447	0	1	1
MI0000735_MIMAT0004673	7.32547066149e-05	0	1	1
MI0003575_MIMAT0003233	0.000732547066149	0	1	1
MI0016851_MIMAT0019024	7.32547066149e-05	0	1	1
MI0000095_MIMAT0004509	0.0002197641198447	0	1	1
MI0000732_MIMAT0000460	7.32547066149e-05	0	1	1
MI0003188_MIMAT0002874	0.0001465094132298	0	1	1
MI0017336_MIMAT0019802	7.32547066149e-05	0	1	1
MI0000075_MIMAT0000074	7.32547066149e-05	0	1	1
MI0000074_MIMAT0000074	7.32547066149e-05	0	1	1
MI0016746_MIMAT0005919	0.0005860376529192	0	1	1
MI0006402_MIMAT0005919	0.0005860376529192	0	1	1
MI0003184_MIMAT0004773	7.32547066149e-05	0	1	1
MI0000105_MIMAT0004514	0.000732547066149	0	1	1
MI0003820_MIMAT0003884	0.0002930188264596	0	1	1
MI0000267_MIMAT0004556	0.0002197641198447	0	1	1
MI0016786_MIMAT0018961	0.0001465094132298	0	1	1
MI0000769_MIMAT0022833	7.32547066149e-05	0	1	1
MI0003134_MIMAT0002816	0.0004395282396894	0	1	1
MI0000076_MIMAT0004493	7.32547066149e-05	0	1	1
MI0006344_MIMAT0005874	0.0003662735330745	0	1	1
MI0000437_MIMAT0000416	0.0001465094132298	0	1	1
MI0000093_MIMAT0004507	0.0003662735330745	0	1	1
MI0016872_MIMAT0019045	0.0002930188264596	0	1	1
MI0017438_MIMAT0019963	0.0001465094132298	0	1	1
MI0000484_MIMAT0000457	0.0002197641198447	0	1	1
MI0000783_MIMAT0000728	7.32547066149e-05	0	1	1
MI0000266_MIMAT0000253	7.32547066149e-05	0	1	1
MI0000459_MIMAT0004599	0.0001465094132298	0	1	1
MI0016007_MIMAT0017997	0.0008058017727639	0	1	1
MI0003172_MIMAT0002859	0.0001465094132298	0	1	1
MI0000475_MIMAT0000448	7.32547066149e-05	0	1	1
MI0000090_MIMAT0000090	7.32547066149e-05	0	1	1
MI0003516_MIMAT0004785	7.32547066149e-05	0	1	1
MI0015903_MIMAT0016925	7.32547066149e-05	0	1	1
MI0000100_MIMAT0000096	0.0002197641198447	0	1	1
MI0003656_MIMAT0003311	7.32547066149e-05	0	1	1
MI0000084_MIMAT0004500	0.0001465094132298	0	1	1
MI0017867_MIMAT0021022	7.32547066149e-05	0	1	1
MI0014235_MIMAT0022839	7.32547066149e-05	0	1	1
MI0000296_MIMAT0004567	0.0002197641198447	0	1	1
MI0016597_MIMAT0018356	7.32547066149e-05	0	1	1
MI0008190_MIMAT0006764	0.0002930188264596	0	1	1
MI0000267_MIMAT0000254	7.32547066149e-05	0	1	1
MI0003124_MIMAT0002805	0.0001465094132298	0	1	1
MI0002470_MIMAT0002177	0.0002197641198447	0	1	1
MI0000782_MIMAT0000727	0.0002197641198447	0	1	1
MI0000064_MIMAT0000064	7.32547066149e-05	0	1	1
MI0003610_MIMAT0003266	0.0002197641198447	0	1	1
MI0015995_MIMAT0017981	0.0001465094132298	0	1	1
MI0000438_MIMAT0000417	7.32547066149e-05	0	1	1
MI0017426_MIMAT0019943	7.32547066149e-05	0	1	1
MI0000439_MIMAT0000418	7.32547066149e-05	0	1	1
MI0000481_MIMAT0000454	7.32547066149e-05	0	1	1
MI0000069_MIMAT0000068	7.32547066149e-05	0	1	1
MI0000813_MIMAT0000761	0.0001465094132298	0	1	1
MI0000747_MIMAT0004679	7.32547066149e-05	0	1	1
MI0000468_MIMAT0000441	0.0002930188264596	0	1	1
MI0000467_MIMAT0000441	0.0002930188264596	0	1	1
MI0000466_MIMAT0000441	0.0002930188264596	0	1	1
MI0016887_MIMAT0019058	7.32547066149e-05	0	1	1
MI0003583_MIMAT0003241	7.32547066149e-05	0	1	1
MI0000261_MIMAT0000250	7.32547066149e-05	0	1	1
MI0000745_MIMAT0000688	7.32547066149e-05	0	1	1
MI0003187_MIMAT0001545	0.0001465094132298	0	1	1
MI0001652_MIMAT0001545	0.0001465094132298	0	1	1
MI0000301_MIMAT0000281	7.32547066149e-05	0	1	1
MI0003679_MIMAT0003333	7.32547066149e-05	0	1	1
MI0015873_MIMAT0017950	7.32547066149e-05	0	1	1
MI0000734_MIMAT0000680	7.32547066149e-05	0	1	1
MI0000441_MIMAT0004589	0.0002197641198447	0	1	1
MI0019302_MIMAT0022488	7.32547066149e-05	0	1	1
MI0000651_MIMAT0000416	0.0001465094132298	0	1	1
MI0000456_MIMAT0004597	7.32547066149e-05	0	1	1
MI0000076_MIMAT0000075	7.32547066149e-05	0	1	1
MI0014185_MIMAT0019210	0.0001465094132298	0	1	1
MI0014130_MIMAT0014979	7.32547066149e-05	0	1	1
MI0003589_MIMAT0004797	0.0001465094132298	0	1	1
MI0005566_MIMAT0004956	7.32547066149e-05	0	1	1
MI0019134_MIMAT0022271	7.32547066149e-05	0	1	1
MI0016684_MIMAT0018443	0.0001465094132298	0	1	1
MI0016438_MIMAT0018205	0.0001465094132298	0	1	1
MI0017365_MIMAT0019850	0.0001465094132298	0	1	1
MI0006394_MIMAT0005911	7.32547066149e-05	0	1	1
MI0003130_MIMAT0002810	0.0001465094132298	0	1	1
MI0003674_MIMAT0003328	7.32547066149e-05	0	1	1
