Freq_COPD	Freq_Control	p-value	FDR
MI0000474_MIMAT0000447	0.004395282396894	0	0.412602740212897	1
MI0003132_MIMAT0002813	0.0018313676653725	0	1	1
MI0000242_MIMAT0000231	0.0024906600249066	0	1	1
MI0000281_MIMAT0000231	0.0024906600249066	0	1	1
MI0003676_MIMAT0004814	0.0079847630210241	0	0.124214048683751	0.775215388170877
MI0000472_MIMAT0000446	0.0038824994505897	0	0.405568301943283	1
MI0001735_MIMAT0001639	0.0055673577027324	0	0.273121374833265	1
MI0000472_MIMAT0004604	0.0006592923595341	0	1	1
MI0003133_MIMAT0002814	0.0019778770786023	0	1	1
MI0003135_MIMAT0002817	0.0023441506116768	0	1	1
MI0000290_MIMAT0000271	0.0017581129587576	0	1	1
MI0000806_MIMAT0000754	0.0002930188264596	0	1	1
MI0001721_MIMAT0001625	0.0078382536077943	0	0.122077430795942	0.775215388170877
MI0000790_MIMAT0000737	0.0013185847190682	0	1	1
MI0002471_MIMAT0002178	0.0057138671159622	0	0.276538700948165	1
MI0000787_MIMAT0004690	0.000732547066149	0	1	1
MI0002465_MIMAT0002171	0.0062266500622665	0	0.176628995036142	0.95546947392845
MI0003675_MIMAT0003329	0.002197641198447	0	1	1
MI0000789_MIMAT0000736	0.0019046223719874	0	1	1
MI0000785_MIMAT0000730	0.0018313676653725	0	1	1
MI0003676_MIMAT0003330	0.0113544795253095	0	0.0234449762054685	0.24001996007984
MI0000776_MIMAT0000720	0.0006592923595341	0	1	1
MI0000744_MIMAT0002890	0.0027836788513662	0	0.626794524143486	1
MI0000812_MIMAT0004700	0.006592923595341	0	0.180286660995243	0.95546947392845
MI0003646_MIMAT0004811	0.0030034429712109	0	0.628935172559728	1
MI0006444_MIMAT0005951	0.0039557541572046	0	0.405889364749773	1
MI0000748_MIMAT0004680	0.0016848582521427	0	1	1
MI0000542_MIMAT0000510	0.0016848582521427	0	1	1
MI0000825_MIMAT0000772	0.0027836788513662	0	0.626794524143486	1
MI0006313_MIMAT0005577	0.0011720753058384	0	1	1
MI0000748_MIMAT0000691	0.0030766976778258	0	0.630103107268316	1
MI0000288_MIMAT0000269	0.0062999047688814	0	0.177092855723534	0.95546947392845
MI0005762_MIMAT0004983	0.0002930188264596	0	1	1
MI0003581_MIMAT0003239	0.0013918394256831	0	1	1
MI0000469_MIMAT0004602	0.0018313676653725	0	1	1
MI0000078_MIMAT0000077	0.0026371694381364	0	1	1
MI0000447_MIMAT0000424	0.0017581129587576	0	1	1
MI0003760_MIMAT0004819	0.0044685371035089	0	0.414443011107537	1
MI0001445_MIMAT0004748	0.0010255658926086	0	1	1
MI0000727_MIMAT0000424	0.0022708959050619	0	1	1
MI0001445_MIMAT0001340	0.0003662735330745	0	1	1
MI0000483_MIMAT0000456	0.0005127829463043	0	1	1
MI0002468_MIMAT0002174	0.0019778770786023	0	1	1
MI0000441_MIMAT0000420	0.0010255658926086	0	1	1
MI0001735_MIMAT0001638	0.0087173100871731	0	0.0800445202521517	0.567987143707049
MI0000785_MIMAT0004689	0.0027836788513662	0	0.626794524143486	1
MI0000098_MIMAT0000095	0.0043220276902791	0	0.410955333567627	1
MI0000089_MIMAT0004504	0.0008790564793788	0	1	1
MI0003844_MIMAT0022838	0.0122335360046883	0	0.0251472239166329	0.24001996007984
MI0002469_MIMAT0002175	0.0112079701120797	0	0.0376050779651522	0.324657173099147
MI0005540_MIMAT0004921	0.0018313676653725	0	1	1
MI0000790_MIMAT0022697	0.0013185847190682	0	1	1
MI0000744_MIMAT0000687	0.0001465094132298	0	1	1
MI0003530_MIMAT0003180	0.0010988205992235	0	1	1
MI0003757_MIMAT0003879	0.0012453300124533	0	1	1
MI0005563_MIMAT0004952	0.0072522159548751	0	0.117278600645174	0.759378939177504
MI0003675_MIMAT0004813	0.0032232070910556	0	0.633045334399214	1
MI0002469_MIMAT0002176	0.0030766976778258	0	0.630103107268316	1
MI0003677_MIMAT0003331	0.0003662735330745	0	1	1
MI0003628_MIMAT0003283	0.0064464141821112	0	0.178426868645964	0.95546947392845
MI0000475_MIMAT0004606	0.0002197641198447	0	1	1
MI0000777_MIMAT0001621	0.0038092447439748	0	0.405498017115607	1
MI0000778_MIMAT0000722	0.0060801406490367	0	0.176119629278656	0.95546947392845
MI0001721_MIMAT0004757	0.003662735330745	0	0.645925884919015	1
MI0001726_MIMAT0001629	0.0009523111859937	0	1	1
MI0001725_MIMAT0001629	0.0009523111859937	0	1	1
MI0000806_MIMAT0004695	0.002197641198447	0	1	1
MI0005545_MIMAT0004929	0.0282763167533514	0	4.00898623275956e-05	0.0010929762466155
MI0003673_MIMAT0003327	0.0245403267159915	0	0.000205679896023947	0.00443925775585018
MI0016760_MIMAT0019232	0.022708959050619	0	0.000474951487281805	0.00911203223748056
MI0010629_MIMAT0010133	0.0089370742070178	0	0.0819142045870975	0.573399432109683
MI0000742_MIMAT0004676	0.0125998095377628	0	0.0157867597292204	0.173990245526301
MI0000089_MIMAT0000089	0.0035162259175152	0	0.641038917315406	1
MI0003186_MIMAT0002873	0.0005127829463043	0	1	1
MI0003560_MIMAT0004792	0.0053475935828877	0	0.269203349084828	1
MI0000650_MIMAT0000617	0.0009523111859937	0	1	1
MI0000342_MIMAT0004571	0.001465094132298	0	1	1
MI0000811_MIMAT0000759	0.0002197641198447	0	1	1
MI0000060_MIMAT0004481	0.0001465094132298	0	1	1
MI0000062_MIMAT0004481	0.0001465094132298	0	1	1
MI0000272_MIMAT0000259	0.0066661783019559	0	0.181407789962776	0.95546947392845
MI0000071_MIMAT0000071	0.0004395282396894	0	1	1
MI0000082_MIMAT0000081	0.0006592923595341	0	1	1
MI0000489_MIMAT0000461	0.0013185847190682	0	1	1
MI0000095_MIMAT0000093	0.0003662735330745	0	1	1
MI0000273_MIMAT0004560	0.0047615559299685	0	0.423582855657302	1
MI0000079_MIMAT0004496	0.0155299978023588	0	0.00476949356817933	0.0617649417079223
MI0000482_MIMAT0000455	0.0004395282396894	0	1	1
MI0000734_MIMAT0004672	0.0002930188264596	0	1	1
MI0017369_MIMAT0019856	0.0003662735330745	0	1	1
MI0003591_MIMAT0003249	0.0004395282396894	0	1	1
MI0003198_MIMAT0002883	0.0037359900373599	0	0.648559276320061	1
MI0003200_MIMAT0002883	0.0037359900373599	0	0.648559276320061	1
MI0003199_MIMAT0002883	0.0037359900373599	0	0.648559276320061	1
MI0000810_MIMAT0004698	0.0039557541572046	0	0.405889364749773	1
MI0000810_MIMAT0000758	0.0041022635704344	0	0.407248934691367	1
MI0000457_MIMAT0004598	0.0008790564793788	0	1	1
MI0000238_MIMAT0000226	0.0027104241447513	0	0.626580282833921	1
MI0000279_MIMAT0000226	0.0016848582521427	0	1	1
MI0003185_MIMAT0004774	0.0009523111859937	0	1	1
MI0000298_MIMAT0004568	7.32547066149e-05	0	1	1
MI0000438_MIMAT0004586	0.0005127829463043	0	1	1
MI0017421_MIMAT0019935	7.32547066149e-05	0	1	1
MI0000448_MIMAT0000425	0.0006592923595341	0	1	1
MI0000449_MIMAT0004594	0.0079115083144092	0	0.123100647002308	0.775215388170877
MI0000288_MIMAT0022695	0.0082045271408688	0	0.0780943693234598	0.564638352922673
MI0000268_MIMAT0004557	0.0002930188264596	0	1	1
MI0000067_MIMAT0004486	0.0003662735330745	0	1	1
MI0003195_MIMAT0002880	0.0068859424218006	0	0.185507894781723	0.960930894969327
MI0000253_MIMAT0000243	0.0025639147315215	0	1	1
MI0000480_MIMAT0000452	0.0019046223719874	0	1	1
MI0000812_MIMAT0000760	0.0008790564793788	0	1	1
MI0000115_MIMAT0004518	0.0002930188264596	0	1	1
MI0006371_MIMAT0022720	0.0005127829463043	0	1	1
MI0003205_MIMAT0002888	0.0005127829463043	0	1	1
MI0016004_MIMAT0017992	0.0024174053182917	0	1	1
MI0002470_MIMAT0004762	7.32547066149e-05	0	1	1
MI0000114_MIMAT0000104	0.0002197641198447	0	1	1
MI0000071_MIMAT0000070	0.0001465094132298	0	1	1
MI0005531_MIMAT0004909	0.0010255658926086	0	1	1
MI0003137_MIMAT0002819	0.0022708959050619	0	1	1
MI0014228_MIMAT0015066	0.0008058017727639	0	1	1
MI0006382_MIMAT0022721	0.0008058017727639	0	1	1
MI0011284_MIMAT0017352	0.0032232070910556	0	0.633045334399214	1
MI0003639_MIMAT0004808	0.0081312724342539	0	0.078099589196124	0.564638352922673
MI0003657_MIMAT0003312	7.32547066149e-05	0	1	1
MI0017418_MIMAT0019931	0.0013185847190682	0	1	1
MI0000078_MIMAT0004495	0.0013918394256831	0	1	1
MI0000077_MIMAT0004494	0.0032232070910556	0	0.633045334399214	1
MI0003639_MIMAT0003294	0.0004395282396894	0	1	1
MI0000465_MIMAT0001618	0.0001465094132298	0	1	1
MI0006430_MIMAT0005799	0.0002197641198447	0	1	1
MI0003832_MIMAT0005799	0.0002197641198447	0	1	1
MI0016899_MIMAT0019071	0.0001465094132298	0	1	1
MI0003167_MIMAT0002859	7.32547066149e-05	0	1	1
MI0005561_MIMAT0004949	0.0028569335579811	0	0.627267682585093	1
MI0000061_MIMAT0010195	0.0002197641198447	0	1	1
MI0000102_MIMAT0004512	0.0026371694381364	0	1	1
MI0005560_MIMAT0004947	0.0002930188264596	0	1	1
MI0000107_MIMAT0000100	0.0008058017727639	0	1	1
MI0000105_MIMAT0000100	0.0008058017727639	0	1	1
MI0000269_MIMAT0004558	0.0010255658926086	0	1	1
MI0000292_MIMAT0000273	0.0002930188264596	0	1	1
MI0000283_MIMAT0000264	0.0004395282396894	0	1	1
MI0000737_MIMAT0001620	0.0008058017727639	0	1	1
MI0000342_MIMAT0000318	0.0003662735330745	0	1	1
MI0000807_MIMAT0000755	0.0018313676653725	0	1	1
MI0006443_MIMAT0022726	0.0001465094132298	0	1	1
MI0000255_MIMAT0000245	0.0032232070910556	0	0.633045334399214	1
MI0000814_MIMAT0004701	0.0020511317852172	0	1	1
MI0000808_MIMAT0000756	0.0005860376529192	0	1	1
MI0014228_MIMAT0015378	0.0019778770786023	0	1	1
MI0000294_MIMAT0000275	0.0010988205992235	0	1	1
MI0000295_MIMAT0000275	0.0011720753058384	0	1	1
MI0000739_MIMAT0000099	0.0005860376529192	0	1	1
MI0000103_MIMAT0000099	0.0005127829463043	0	1	1
MI0000470_MIMAT0004603	0.0008058017727639	0	1	1
MI0000284_MIMAT0000265	0.000732547066149	0	1	1
MI0000440_MIMAT0004588	0.0010988205992235	0	1	1
MI0006444_MIMAT0022727	0.0002930188264596	0	1	1
MI0000434_MIMAT0004585	0.0010988205992235	0	1	1
MI0003139_MIMAT0002821	0.0013185847190682	0	1	1
MI0003780_MIMAT0005794	7.32547066149e-05	0	1	1
MI0000264_MIMAT0000252	0.0016848582521427	0	1	1
MI0000265_MIMAT0000252	0.0015383488389129	0	1	1
MI0014187_MIMAT0015032	0.0004395282396894	0	1	1
MI0014186_MIMAT0015032	0.0004395282396894	0	1	1
MI0003820_MIMAT0003885	7.32547066149e-05	0	1	1
MI0016005_MIMAT0017994	0.0002930188264596	0	1	1
MI0000115_MIMAT0000069	0.0001465094132298	0	1	1
MI0000070_MIMAT0000069	0.0001465094132298	0	1	1
MI0000094_MIMAT0000092	0.0016848582521427	0	1	1
MI0000093_MIMAT0000092	0.0015383488389129	0	1	1
MI0005559_MIMAT0004945	0.0009523111859937	0	1	1
MI0000086_MIMAT0004502	7.32547066149e-05	0	1	1
MI0000470_MIMAT0000423	0.000732547066149	0	1	1
MI0000446_MIMAT0000423	0.000732547066149	0	1	1
MI0000760_MIMAT0004682	0.0009523111859937	0	1	1
MI0006415_MIMAT0005929	0.005860376529192	0	0.280559554188064	1
MI0000809_MIMAT0000757	0.0002930188264596	0	1	1
MI0000478_MIMAT0000450	0.0012453300124533	0	1	1
MI0000777_MIMAT0000721	7.32547066149e-05	0	1	1
MI0006388_MIMAT0005905	0.0004395282396894	0	1	1
MI0016747_MIMAT0005905	0.0004395282396894	0	1	1
MI0000451_MIMAT0000427	0.0009523111859937	0	1	1
MI0000450_MIMAT0000427	0.0010255658926086	0	1	1
MI0000263_MIMAT0000252	0.0015383488389129	0	1	1
MI0003601_MIMAT0003257	0.0004395282396894	0	1	1
MI0003762_MIMAT0003257	0.0004395282396894	0	1	1
MI0003600_MIMAT0003257	0.0004395282396894	0	1	1
MI0000087_MIMAT0000086	0.0004395282396894	0	1	1
MI0019134_MIMAT0022272	0.0010988205992235	0	1	1
MI0000300_MIMAT0000280	0.0009523111859937	0	1	1
MI0005756_MIMAT0004977	0.0002930188264596	0	1	1
MI0003643_MIMAT0004810	0.0012453300124533	0	1	1
MI0003178_MIMAT0002869	0.0028569335579811	0	0.627267682585093	1
MI0003182_MIMAT0002869	0.0028569335579811	0	0.627267682585093	1
MI0001641_MIMAT0001536	0.0003662735330745	0	1	1
MI0001723_MIMAT0001627	0.0023441506116768	0	1	1
MI0000433_MIMAT0000414	0.0002197641198447	0	1	1
MI0000809_MIMAT0004697	0.0008790564793788	0	1	1
MI0019280_MIMAT0022468	0.0024906600249066	0	1	1
MI0014248_MIMAT0015084	0.0002930188264596	0	1	1
MI0005532_MIMAT0004911	0.002197641198447	0	1	1
MI0014208_MIMAT0015051	0.0005127829463043	0	1	1
MI0006356_MIMAT0005884	0.000732547066149	0	1	1
MI0003666_MIMAT0003321	7.32547066149e-05	0	1	1
MI0016003_MIMAT0017990	0.0002197641198447	0	1	1
MI0000271_MIMAT0004559	0.0015383488389129	0	1	1
MI0006273_MIMAT0005825	0.0052743388762728	0	0.268237284949666	1
MI0003584_MIMAT0003242	0.0081312724342539	0	0.078099589196124	0.564638352922673
MI0006403_MIMAT0005920	0.0005860376529192	0	1	1
MI0000253_MIMAT0004549	0.0026371694381364	0	1	1
MI0003778_MIMAT0005793	0.0002197641198447	0	1	1
MI0008191_MIMAT0005793	0.0002197641198447	0	1	1
MI0003821_MIMAT0005798	0.0002930188264596	0	1	1
MI0003844_MIMAT0005798	0.0002930188264596	0	1	1
MI0003180_MIMAT0004770	0.0016848582521427	0	1	1
MI0003181_MIMAT0004770	0.0016848582521427	0	1	1
MI0000066_MIMAT0000066	7.32547066149e-05	0	1	1
MI0000762_MIMAT0000705	0.0016848582521427	0	1	1
MI0016413_MIMAT0018183	0.0002197641198447	0	1	1
MI0005767_MIMAT0004985	0.0001465094132298	0	1	1
MI0003839_MIMAT0005792	0.0030766976778258	0	0.630103107268316	1
MI0003776_MIMAT0005792	0.0026371694381364	0	1	1
MI0008192_MIMAT0006764	0.0002197641198447	0	1	1
MI0000822_MIMAT0000770	0.0035894806241301	0	0.643416157198946	1
MI0000464_MIMAT0000439	0.0005860376529192	0	1	1
MI0000463_MIMAT0000439	0.0005860376529192	0	1	1
MI0000090_MIMAT0004505	0.0005127829463043	0	1	1
MI0003760_MIMAT0003880	0.0002197641198447	0	1	1
MI0017393_MIMAT0019892	0.001465094132298	0	1	1
MI0000084_MIMAT0000083	0.0001465094132298	0	1	1
MI0001733_MIMAT0001636	0.0016116035455278	0	1	1
MI0003599_MIMAT0004799	0.0023441506116768	0	1	1
MI0000234_MIMAT0000222	0.0003662735330745	0	1	1
MI0000816_MIMAT0000765	0.0010255658926086	0	1	1
MI0019137_MIMAT0022277	7.32547066149e-05	0	1	1
MI0001518_MIMAT0001412	0.0005127829463043	0	1	1
MI0000294_MIMAT0004565	0.0001465094132298	0	1	1
MI0003127_MIMAT0002808	0.0008058017727639	0	1	1
MI0003128_MIMAT0002808	0.0008058017727639	0	1	1
MI0003667_MIMAT0022709	0.0002197641198447	0	1	1
MI0003177_MIMAT0002868	0.0004395282396894	0	1	1
MI0000471_MIMAT0000444	0.0002197641198447	0	1	1
MI0000299_MIMAT0004569	0.0024906600249066	0	1	1
MI0000070_MIMAT0004489	0.0005127829463043	0	1	1
MI0003190_MIMAT0002876	0.0003662735330745	0	1	1
MI0014141_MIMAT0014987	7.32547066149e-05	0	1	1
MI0016429_MIMAT0018197	0.0066661783019559	0	0.181407789962776	0.95546947392845
MI0010635_MIMAT0011161	0.0002197641198447	0	1	1
MI0014206_MIMAT0015050	0.0001465094132298	0	1	1
MI0000802_MIMAT0000750	0.0008790564793788	0	1	1
MI0000802_MIMAT0004692	0.0002930188264596	0	1	1
MI0000650_MIMAT0004657	0.0013185847190682	0	1	1
MI0000736_MIMAT0004674	0.0002930188264596	0	1	1
MI0015873_MIMAT0016895	7.32547066149e-05	0	1	1
MI0006442_MIMAT0005949	7.32547066149e-05	0	1	1
MI0000261_MIMAT0004552	0.0001465094132298	0	1	1
MI0001446_MIMAT0001341	7.32547066149e-05	0	1	1
MI0000488_MIMAT0000460	0.0002930188264596	0	1	1
MI0003125_MIMAT0002806	0.0003662735330745	0	1	1
MI0000452_MIMAT0000428	0.0002197641198447	0	1	1
MI0000453_MIMAT0000428	0.0002197641198447	0	1	1
MI0006437_MIMAT0005946	0.0028569335579811	0	0.627267682585093	1
MI0006382_MIMAT0005899	0.0025639147315215	0	1	1
MI0019116_MIMAT0022259	0.0002930188264596	0	1	1
MI0006654_MIMAT0005954	0.0019778770786023	0	1	1
MI0003138_MIMAT0004768	0.0003662735330745	0	1	1
MI0016436_MIMAT0018204	0.0001465094132298	0	1	1
MI0002466_MIMAT0002172	0.0002197641198447	0	1	1
MI0000460_MIMAT0000436	0.0002930188264596	0	1	1
