Freq_COPD	Freq_Control	p-value	FDR
MI0000077_MIMAT0000076	0.00339180153115612	0.0795755968169761	8.09595790417671e-27	2.1899566130798e-24
MI0000459_MIMAT0004599	0.00339180153115612	0	0.63533997445046	1
MI0000300_MIMAT0004570	0.00329489291598023	0.0159151193633952	0.00256259778137542	0.0407754529330618
MI0003815_MIMAT0005797	0.00329489291598023	0.0026525198938992	1	1
MI0003187_MIMAT0001545	0.00319798430080434	0	0.630582996561838	1
MI0000446_MIMAT0004592	0.00310107568562845	0.0026525198938992	1	1
MI0000115_MIMAT0004518	0.00310107568562845	0	0.62868533628686	1
MI0000806_MIMAT0000754	0.00310107568562845	0	0.62868533628686	1
MI0001652_MIMAT0001545	0.00310107568562845	0	0.62868533628686	1
MI0000808_MIMAT0000756	0.00310107568562845	0	0.62868533628686	1
MI0000285_MIMAT0000266	0.00300416707045256	0.00530503978779841	0.325125821546296	1
MI0000486_MIMAT0000458	0.00300416707045256	0	0.627143680315386	1
MI0000082_MIMAT0000081	0.00300416707045256	0	0.627143680315386	1
MI0000288_MIMAT0000269	0.00300416707045256	0	0.627143680315386	1
MI0000814_MIMAT0000763	0.00300416707045256	0.0026525198938992	1	1
MI0003685_MIMAT0003339	0.00300416707045256	0.0291777188328912	1.44403641148209e-07	9.58789585707503e-06
MI0005544_MIMAT0004928	0.00300416707045256	0.00530503978779841	0.325125821546296	1
MI0000458_MIMAT0000433	0.00281034984010079	0.00795755968169761	0.101709879221523	0.707922357819464
MI0000255_MIMAT0004551	0.00281034984010079	0.0026525198938992	1	1
MI0000749_MIMAT0000692	0.0027134412249249	0.00530503978779841	0.285703667615937	1
MI0009986_MIMAT0009451	0.0027134412249249	0.0026525198938992	1	1
MI0003675_MIMAT0003329	0.0027134412249249	0	0.62494755848665	1
MI0000254_MIMAT0004550	0.0027134412249249	0.00795755968169761	0.0945240706141015	0.672862134239854
MI0000300_MIMAT0000280	0.0027134412249249	0	0.62494755848665	1
MI0003135_MIMAT0002817	0.0027134412249249	0	0.62494755848665	1
MI0000290_MIMAT0004564	0.00261653260974901	0	1	1
MI0000289_MIMAT0000270	0.00261653260974901	0	1	1
MI0014141_MIMAT0014987	0.00261653260974901	0	1	1
MI0000115_MIMAT0000069	0.00251962399457312	0	1	1
MI0000070_MIMAT0000069	0.00251962399457312	0	1	1
MI0000294_MIMAT0004565	0.00251962399457312	0	1	1
MI0000342_MIMAT0004571	0.00251962399457312	0	1	1
MI0000113_MIMAT0000103	0.00242271537939723	0	1	1
MI0003529_MIMAT0000729	0.00242271537939723	0	1	1
MI0000748_MIMAT0000691	0.00242271537939723	0	1	1
MI0016003_MIMAT0017990	0.00232580676422134	0	1	1
MI0000458_MIMAT0000434	0.00232580676422134	0.0318302387267905	1.79991388795571e-09	1.62292235564006e-07
MI0000438_MIMAT0004586	0.00232580676422134	0	1	1
MI0000462_MIMAT0000438	0.00232580676422134	0	1	1
MI0000784_MIMAT0000729	0.00232580676422134	0	1	1
MI0000806_MIMAT0004695	0.00232580676422134	0	1	1
MI0000776_MIMAT0000720	0.00222889814904545	0	1	1
MI0000470_MIMAT0004603	0.00222889814904545	0	1	1
MI0000077_MIMAT0004494	0.00222889814904545	0	1	1
MI0000457_MIMAT0004598	0.00213198953386956	0	1	1
MI0006444_MIMAT0022727	0.00213198953386956	0	1	1
MI0005524_MIMAT0004902	0.00213198953386956	0	1	1
MI0000805_MIMAT0000753	0.00213198953386956	0.00795755968169761	0.0563144966402258	0.461608222460032
MI0000745_MIMAT0000688	0.00203508091869367	0	1	1
MI0000071_MIMAT0000070	0.00203508091869367	0	1	1
MI0000267_MIMAT0000254	0.00203508091869367	0	1	1
MI0000479_MIMAT0000451	0.00203508091869367	0.00530503978779841	0.193678941024189	1
MI0000790_MIMAT0000737	0.00203508091869367	0	1	1
MI0000078_MIMAT0004495	0.00203508091869367	0	1	1
MI0003686_MIMAT0003389	0.00193817230351778	0	1	1
MI0000782_MIMAT0004688	0.00193817230351778	0	1	1
MI0003757_MIMAT0003879	0.00193817230351778	0	1	1
MI0003184_MIMAT0002871	0.00193817230351778	0.00530503978779841	0.180805772637071	1
MI0000271_MIMAT0000258	0.00193817230351778	0.0026525198938992	0.529641868701631	1
MI0003628_MIMAT0003283	0.00193817230351778	0	1	1
MI0005568_MIMAT0004958	0.00193817230351778	0.013262599469496	0.00157102987334124	0.0274170052089551
MI0000461_MIMAT0000437	0.00184126368834189	0	1	1
MI0000433_MIMAT0000414	0.00184126368834189	0	1	1
MI0006382_MIMAT0005899	0.00184126368834189	0	1	1
MI0000069_MIMAT0000068	0.001744355073166	0	1	1
MI0003583_MIMAT0003241	0.001744355073166	0	1	1
MI0000438_MIMAT0000417	0.001744355073166	0	1	1
MI0000114_MIMAT0000104	0.001744355073166	0	1	1
MI0000091_MIMAT0004506	0.001744355073166	0.0026525198938992	0.494577954256953	1
MI0000787_MIMAT0004690	0.001744355073166	0	1	1
MI0000650_MIMAT0000617	0.001744355073166	0	1	1
MI0006444_MIMAT0005951	0.001744355073166	0	1	1
MI0000081_MIMAT0004497	0.001744355073166	0.0026525198938992	0.494577954256953	1
MI0003610_MIMAT0003266	0.00164744645799012	0	1	1
MI0000282_MIMAT0000263	0.00164744645799012	0.0106100795755968	0.00564725840598409	0.0825720756118214
MI0001519_MIMAT0001413	0.00164744645799012	0	1	1
MI0000449_MIMAT0000426	0.00164744645799012	0.0026525198938992	0.476080321867366	1
MI0003675_MIMAT0004813	0.00164744645799012	0	1	1
MI0000786_MIMAT0000732	0.00164744645799012	0.0212201591511936	1.41306495109768e-06	6.37056782119869e-05
MI0003177_MIMAT0002868	0.00164744645799012	0	1	1
MI0001735_MIMAT0001639	0.00155053784281423	0	1	1
MI0000734_MIMAT0004672	0.00155053784281423	0	1	1
MI0000095_MIMAT0000093	0.00155053784281423	0	1	1
MI0003205_MIMAT0002888	0.00155053784281423	0	1	1
MI0016089_MIMAT0018116	0.00155053784281423	0	1	1
MI0016749_MIMAT0018926	0.00155053784281423	0.00530503978779841	0.130970737727583	0.851117893921494
MI0016786_MIMAT0018961	0.00155053784281423	0	1	1
MI0000481_MIMAT0000454	0.00155053784281423	0	1	1
MI0000073_MIMAT0004490	0.00155053784281423	0	1	1
MI0003676_MIMAT0004814	0.00145362922763834	0	1	1
MI0016004_MIMAT0017992	0.00145362922763834	0	1	1
MI0003676_MIMAT0003330	0.00145362922763834	0	1	1
MI0001723_MIMAT0001627	0.00145362922763834	0	1	1
MI0017447_MIMAT0018116	0.00145362922763834	0	1	1
MI0000777_MIMAT0001621	0.00145362922763834	0	1	1
MI0000440_MIMAT0000419	0.00145362922763834	0	1	1
MI0000749_MIMAT0000693	0.00145362922763834	0	1	1
MI0005532_MIMAT0004911	0.00145362922763834	0	1	1
MI0000459_MIMAT0000435	0.00145362922763834	0.0026525198938992	0.437035117695869	1
MI0016760_MIMAT0019232	0.00135672061246245	0	1	1
MI0000109_MIMAT0000101	0.00135672061246245	0.00795755968169761	0.0204542664375118	0.235441662610508
MI0000108_MIMAT0000101	0.00135672061246245	0.00795755968169761	0.0204542664375118	0.235441662610508
MI0000076_MIMAT0000075	0.00135672061246245	0	1	1
MI0003599_MIMAT0004799	0.00135672061246245	0	1	1
MI0003180_MIMAT0004770	0.00135672061246245	0	1	1
MI0003181_MIMAT0004770	0.00135672061246245	0	1	1
MI0000734_MIMAT0000680	0.00135672061246245	0	1	1
MI0014228_MIMAT0015066	0.00135672061246245	0	1	1
MI0000785_MIMAT0000730	0.00125981199728656	0	1	1
MI0000290_MIMAT0000271	0.00125981199728656	0	1	1
MI0000255_MIMAT0000245	0.00125981199728656	0	1	1
MI0000764_MIMAT0000707	0.00125981199728656	0.0026525198938992	0.395088352303599	1
MI0003139_MIMAT0002821	0.00125981199728656	0	1	1
MI0003178_MIMAT0002869	0.00125981199728656	0	1	1
MI0003182_MIMAT0002869	0.00125981199728656	0	1	1
MI0006348_MIMAT0005877	0.00125981199728656	0	1	1
MI0003589_MIMAT0004797	0.00125981199728656	0	1	1
MI0000811_MIMAT0000759	0.00125981199728656	0	1	1
MI0000064_MIMAT0000064	0.00125981199728656	0	1	1
MI0000802_MIMAT0004692	0.00116290338211067	0	1	1
MI0000090_MIMAT0004505	0.00116290338211067	0	1	1
MI0000439_MIMAT0000418	0.00116290338211067	0	1	1
MI0003530_MIMAT0003180	0.00116290338211067	0	1	1
MI0001448_MIMAT0003393	0.00116290338211067	0.0185676392572944	2.23243461404696e-06	9.29036250922618e-05
MI0000814_MIMAT0004701	0.00116290338211067	0	1	1
MI0000072_MIMAT0000072	0.00116290338211067	0	1	1
MI0017289_MIMAT0019729	0.00116290338211067	0	1	1
MI0000105_MIMAT0004514	0.00116290338211067	0	1	1
MI0001721_MIMAT0004757	0.00116290338211067	0	1	1
MI0016004_MIMAT0017993	0.00116290338211067	0	1	1
MI0019295_MIMAT0022482	0.00116290338211067	0.0026525198938992	0.372960301538847	1
MI0014206_MIMAT0015050	0.00116290338211067	0	1	1
MI0016854_MIMAT0019027	0.00116290338211067	0	1	1
MI0005566_MIMAT0004956	0.00106599476693478	0	1	1
MI0017369_MIMAT0019856	0.00106599476693478	0	1	1
MI0000271_MIMAT0004559	0.00106599476693478	0	1	1
MI0000479_MIMAT0004610	0.00106599476693478	0.0026525198938992	0.350025018108183	1
MI0000281_MIMAT0000232	0.00106599476693478	0	1	1
MI0000282_MIMAT0004563	0.00106599476693478	0	1	1
MI0000242_MIMAT0000232	0.00106599476693478	0	1	1
MI0003639_MIMAT0004808	0.00106599476693478	0	1	1
MI0000778_MIMAT0000722	0.00106599476693478	0	1	1
MI0000060_MIMAT0004481	0.000969086151758891	0	1	1
MI0003780_MIMAT0005794	0.000969086151758891	0	1	1
MI0000103_MIMAT0004513	0.000969086151758891	0	1	1
MI0005530_MIMAT0002881	0.000969086151758891	0.013262599469496	0.000118758263834661	0.00338148530181851
MI0005717_MIMAT0002881	0.000969086151758891	0.013262599469496	0.000118758263834661	0.00338148530181851
MI0003196_MIMAT0002881	0.000969086151758891	0.013262599469496	0.000118758263834661	0.00338148530181851
MI0014228_MIMAT0015378	0.000969086151758891	0	1	1
MI0000234_MIMAT0000222	0.000969086151758891	0	1	1
MI0000097_MIMAT0000094	0.000969086151758891	0	1	1
MI0003200_MIMAT0002883	0.000969086151758891	0	1	1
MI0003199_MIMAT0002883	0.000969086151758891	0	1	1
MI0003198_MIMAT0002883	0.000969086151758891	0	1	1
MI0016056_MIMAT0018076	0.000969086151758891	0	1	1
MI0000279_MIMAT0000226	0.000969086151758891	0	1	1
MI0000062_MIMAT0004481	0.000872177536583002	0	1	1
MI0003820_MIMAT0003885	0.000872177536583002	0	1	1
MI0002470_MIMAT0002177	0.000872177536583002	0	1	1
MI0001729_MIMAT0001631	0.000872177536583002	0	1	1
MI0000744_MIMAT0002890	0.000872177536583002	0	1	1
MI0001446_MIMAT0001341	0.000872177536583002	0	1	1
MI0000288_MIMAT0022695	0.000872177536583002	0	1	1
MI0000471_MIMAT0000444	0.000872177536583002	0	1	1
MI0017315_MIMAT0019768	0.000872177536583002	0	1	1
MI0003138_MIMAT0002820	0.000872177536583002	0	1	1
MI0000457_MIMAT0000432	0.000872177536583002	0.0026525198938992	0.301614220935347	1
MI0003130_MIMAT0002810	0.000872177536583002	0	1	1
MI0017308_MIMAT0019761	0.000872177536583002	0.00795755968169761	0.00753834385371815	0.101956100621538
MI0000267_MIMAT0004556	0.000872177536583002	0	1	1
MI0003137_MIMAT0002819	0.000775268921407113	0	1	1
MI0000735_MIMAT0000681	0.000775268921407113	0	1	1
MI0000777_MIMAT0000721	0.000775268921407113	0	1	1
MI0003639_MIMAT0003294	0.000775268921407113	0	1	1
MI0000065_MIMAT0004484	0.000775268921407113	0	1	1
MI0006437_MIMAT0005946	0.000775268921407113	0	1	1
MI0000471_MIMAT0000445	0.000775268921407113	0.0026525198938992	0.276076739004467	1
MI0016091_MIMAT0018119	0.000775268921407113	0	1	1
MI0000238_MIMAT0000226	0.000775268921407113	0	1	1
MI0000448_MIMAT0000425	0.000775268921407113	0	1	1
MI0000460_MIMAT0004600	0.000775268921407113	0	1	1
MI0000065_MIMAT0000065	0.000775268921407113	0	1	1
MI0000786_MIMAT0000731	0.000775268921407113	0.026525198938992	8.94689693024497e-11	9.68054247852506e-09
MI0001721_MIMAT0001625	0.000775268921407113	0	1	1
MI0003657_MIMAT0003312	0.000775268921407113	0	1	1
MI0000810_MIMAT0000758	0.000775268921407113	0	1	1
MI0003679_MIMAT0003333	0.000775268921407113	0	1	1
MI0003190_MIMAT0002876	0.000775268921407113	0	1	1
MI0003844_MIMAT0022838	0.000775268921407113	0	1	1
MI0000441_MIMAT0004589	0.000775268921407113	0	1	1
MI0003646_MIMAT0003301	0.000775268921407113	0	1	1
MI0000785_MIMAT0004689	0.000678360306231224	0	1	1
MI0000782_MIMAT0000727	0.000678360306231224	0	1	1
MI0000475_MIMAT0004606	0.000678360306231224	0	1	1
MI0017432_MIMAT0019952	0.000678360306231224	0.0026525198938992	0.24960800955094	1
MI0000085_MIMAT0004501	0.000678360306231224	0.0026525198938992	0.24960800955094	1
MI0000727_MIMAT0000424	0.000678360306231224	0	1	1
MI0003840_MIMAT0018926	0.000678360306231224	0.00530503978779841	0.0378581739227245	0.320019876440531
MI0003186_MIMAT0002873	0.000678360306231224	0	1	1
MI0000750_MIMAT0000082	0.000678360306231224	0.0185676392572944	1.7722543173891e-07	9.58789585707503e-06
MI0000083_MIMAT0000082	0.000678360306231224	0.0185676392572944	1.7722543173891e-07	9.58789585707503e-06
MI0000254_MIMAT0000244	0.000678360306231224	0	1	1
MI0000736_MIMAT0000244	0.000678360306231224	0	1	1
MI0000078_MIMAT0000077	0.000678360306231224	0	1	1
MI0019137_MIMAT0022277	0.000678360306231224	0	1	1
MI0000263_MIMAT0004553	0.000678360306231224	0.00795755968169761	0.00433326310744052	0.0651193150312589
MI0017393_MIMAT0019892	0.000678360306231224	0	1	1
MI0006394_MIMAT0005911	0.000678360306231224	0	1	1
MI0000105_MIMAT0000100	0.000581451691055335	0	1	1
MI0000100_MIMAT0000096	0.000581451691055335	0	1	1
MI0003514_MIMAT0022705	0.000581451691055335	0	1	1
MI0003604_MIMAT0003260	0.000581451691055335	0	1	1
MI0003138_MIMAT0004768	0.000581451691055335	0	1	1
MI0010633_MIMAT0011157	0.000581451691055335	0	1	1
MI0003183_MIMAT0002870	0.000581451691055335	0	1	1
MI0003195_MIMAT0002880	0.000581451691055335	0	1	1
MI0000268_MIMAT0000255	0.000581451691055335	0.0106100795755968	0.000269440520250344	0.0072883660727718
MI0000465_MIMAT0001618	0.000581451691055335	0	1	1
MI0000242_MIMAT0000231	0.000581451691055335	0	1	1
MI0000281_MIMAT0000231	0.000581451691055335	0	1	1
MI0017414_MIMAT0019926	0.000581451691055335	0	1	1
MI0003678_MIMAT0003332	0.000581451691055335	0.0026525198938992	0.22217416738654	1
MI0000447_MIMAT0000424	0.000581451691055335	0	1	1
MI0000483_MIMAT0000456	0.000581451691055335	0	1	1
MI0019284_MIMAT0022472	0.000581451691055335	0	1	1
MI0016078_MIMAT0018101	0.000581451691055335	0.0026525198938992	0.22217416738654	1
MI0000787_MIMAT0000733	0.000581451691055335	0	1	1
MI0003821_MIMAT0005798	0.000581451691055335	0	1	1
MI0003844_MIMAT0005798	0.000581451691055335	0	1	1
MI0000482_MIMAT0004611	0.000581451691055335	0.00530503978779841	0.0301372722357376	0.302675083995204
MI0000489_MIMAT0000461	0.000581451691055335	0	1	1
MI0003596_MIMAT0003254	0.000581451691055335	0	1	1
MI0006382_MIMAT0022721	0.000581451691055335	0	1	1
MI0003684_MIMAT0003338	0.000484543075879446	0.00795755968169761	0.00213150375839775	0.0354649182997411
MI0016416_MIMAT0018186	0.000484543075879446	0	1	1
MI0000460_MIMAT0000436	0.000484543075879446	0	1	1
MI0000068_MIMAT0004487	0.000484543075879446	0	1	1
MI0000087_MIMAT0000086	0.000484543075879446	0	1	1
MI0000815_MIMAT0000764	0.000484543075879446	0	1	1
MI0003684_MIMAT0022711	0.000484543075879446	0.00530503978779841	0.0231358301164027	0.260760085270289
MI0000813_MIMAT0000761	0.000484543075879446	0	1	1
MI0000803_MIMAT0004693	0.000484543075879446	0.0212201591511936	2.44097738316908e-09	1.88652680613496e-07
MI0006354_MIMAT0005882	0.000484543075879446	0	1	1
MI0000760_MIMAT0004682	0.000484543075879446	0	1	1
MI0000284_MIMAT0000265	0.000484543075879446	0	1	1
MI0000292_MIMAT0000273	0.000484543075879446	0	1	1
MI0016872_MIMAT0019045	0.000484543075879446	0	1	1
MI0000095_MIMAT0004509	0.000484543075879446	0	1	1
MI0014167_MIMAT0015012	0.000484543075879446	0	1	1
MI0000452_MIMAT0000428	0.000484543075879446	0	1	1
MI0000453_MIMAT0000428	0.000484543075879446	0	1	1
MI0016088_MIMAT0018115	0.000484543075879446	0	1	1
MI0000079_MIMAT0004496	0.000484543075879446	0	1	1
MI0003760_MIMAT0003880	0.000484543075879446	0	1	1
MI0016013_MIMAT0018003	0.000484543075879446	0	1	1
MI0000086_MIMAT0004502	0.000484543075879446	0	1	1
MI0001445_MIMAT0004748	0.000484543075879446	0	1	1
MI0000475_MIMAT0000448	0.000387634460703557	0	1	1
MI0000066_MIMAT0000066	0.000387634460703557	0	1	1
MI0019280_MIMAT0022468	0.000387634460703557	0	1	1
MI0017418_MIMAT0019931	0.000387634460703557	0	1	1
MI0000067_MIMAT0004486	0.000387634460703557	0	1	1
MI0000465_MIMAT0000440	0.000387634460703557	0.0159151193633952	3.43374359681174e-07	1.68877753261377e-05
MI0015995_MIMAT0017981	0.000387634460703557	0	1	1
MI0006384_MIMAT0005901	0.000387634460703557	0.0026525198938992	0.164269499168279	1
MI0003592_MIMAT0003250	0.000387634460703557	0	1	1
MI0000489_MIMAT0004615	0.000387634460703557	0	1	1
MI0000272_MIMAT0000259	0.000387634460703557	0	1	1
MI0000086_MIMAT0000085	0.000387634460703557	0	1	1
MI0000266_MIMAT0000253	0.000387634460703557	0	1	1
MI0001733_MIMAT0001636	0.000387634460703557	0	1	1
MI0006371_MIMAT0022720	0.000387634460703557	0	1	1
MI0003137_MIMAT0004767	0.000387634460703557	0	1	1
MI0014240_MIMAT0015079	0.000387634460703557	0	1	1
MI0003836_MIMAT0003888	0.000387634460703557	0.013262599469496	5.93956277500328e-06	0.000229521675805484
MI0000071_MIMAT0000071	0.000387634460703557	0	1	1
MI0005769_MIMAT0004987	0.000387634460703557	0	1	1
MI0017438_MIMAT0019963	0.000387634460703557	0	1	1
MI0005564_MIMAT0004953	0.000387634460703557	0	1	1
MI0000762_MIMAT0004683	0.000290725845527667	0.0026525198938992	0.133724622889699	0.851117893921494
MI0000107_MIMAT0000100	0.000290725845527667	0	1	1
MI0000750_MIMAT0004681	0.000290725845527667	0	1	1
MI0000807_MIMAT0000755	0.000290725845527667	0	1	1
MI0000790_MIMAT0022697	0.000290725845527667	0	1	1
MI0016413_MIMAT0018183	0.000290725845527667	0	1	1
MI0002466_MIMAT0002172	0.000290725845527667	0	1	1
MI0000085_MIMAT0000084	0.000290725845527667	0	1	1
MI0014130_MIMAT0014979	0.000290725845527667	0	1	1
MI0006419_MIMAT0005933	0.000290725845527667	0	1	1
MI0008329_MIMAT0007881	0.000290725845527667	0	1	1
MI0001518_MIMAT0001412	0.000290725845527667	0	1	1
MI0000815_MIMAT0004702	0.000290725845527667	0	1	1
MI0000295_MIMAT0000275	0.000290725845527667	0	1	1
MI0000294_MIMAT0000275	0.000290725845527667	0	1	1
MI0003513_MIMAT0003150	0.000290725845527667	0	1	1
MI0000802_MIMAT0000750	0.000290725845527667	0	1	1
MI0000298_MIMAT0000278	0.000290725845527667	0	1	1
MI0000239_MIMAT0000227	0.000290725845527667	0	1	1
MI0000487_MIMAT0004614	0.000290725845527667	0	1	1
MI0006389_MIMAT0005906	0.000290725845527667	0	1	1
MI0001445_MIMAT0001340	0.000290725845527667	0	1	1
MI0000484_MIMAT0004613	0.000290725845527667	0	1	1
MI0006654_MIMAT0005954	0.000290725845527667	0	1	1
MI0016899_MIMAT0019071	0.000290725845527667	0	1	1
MI0003642_MIMAT0004809	0.000290725845527667	0.0026525198938992	0.133724622889699	0.851117893921494
MI0016429_MIMAT0018197	0.000290725845527667	0	1	1
MI0016876_MIMAT0019047	0.000290725845527667	0	1	1
MI0003820_MIMAT0003884	0.000290725845527667	0	1	1
MI0006419_MIMAT0022724	0.000193817230351778	0	1	1
MI0017272_MIMAT0019706	0.000193817230351778	0	1	1
MI0002470_MIMAT0004762	0.000193817230351778	0	1	1
MI0003587_MIMAT0003245	0.000193817230351778	0	1	1
MI0000073_MIMAT0000073	0.000193817230351778	0	1	1
MI0016597_MIMAT0018356	0.000193817230351778	0	1	1
MI0000825_MIMAT0000772	0.000193817230351778	0	1	1
MI0000091_MIMAT0000091	0.000193817230351778	0	1	1
MI0000084_MIMAT0004500	0.000193817230351778	0	1	1
MI0006273_MIMAT0005825	0.000193817230351778	0	1	1
