1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
LT205707LL	6376	1665	1889	3553	11935	23991	25111	38414	47074	52154	46676	43357	50329	55168	55762	64120	175172	581897	148810	1568840	995658	3111183	754115	714385	38899	33105	49018	51752	57910	50299	37820	11005	706	0	863350
LT028264RL	4929	1359	1853	1905	6799	10446	8076	14942	21900	18688	19147	16564	22147	31224	28818	46889	259627	1030375	106299	966082	595157	1898386	615573	578813	32049	25419	33019	30986	33981	24499	29808	12409	153	0	1319849
LT157177RU	5950	886	2183	2630	7365	14999	14503	28709	37452	36582	36777	21803	23486	41516	33294	47311	182737	759056	114353	874264	635937	2600403	800092	543370	35132	30003	44466	45689	51700	49586	43987	8429	825	0	2242094
LT059224RL	7837	2143	2479	3324	9268	18026	23982	46149	59400	69598	59733	56358	67061	73164	78420	89454	178541	559862	156173	1119799	814809	2619648	679898	581569	45221	52113	57733	59778	59254	67812	49705	12905	1134	0	1251108
LT223106RU	2856	497	1204	1252	3113	6677	10312	22196	41379	31298	31726	25980	25416	31525	32316	48890	271238	1156111	131437	916217	646757	2242427	659156	399239	23615	26385	34668	31689	38620	29049	30750	13166	650	0	1240311
LT251693LL	4610	990	1824	2486	8482	16007	18395	39271	46462	47965	39844	34268	38138	51295	49947	67165	106906	327806	148926	1622885	1110370	3449226	973195	706211	35038	30229	46252	45601	47328	43667	40574	9333	827	0	709853
LT197821RL	5885	1846	2282	4529	12443	20225	20857	48183	53029	57057	53058	44540	48846	70857	60757	78155	128098	387028	180971	1208040	1138205	3393399	966372	543474	40169	35424	46843	51579	52451	45878	35703	8997	938	0	558350
LT277036RU	3649	694	1481	25223	12264	22524	20167	32538	41893	36024	38291	30447	30939	39174	39464	62812	450174	1760551	155502	839184	717270	1735935	492203	335376	23747	35903	32020	30813	44019	35069	51740	29200	719	0	1502126
LT130603LL	1038	203	467	635	1641	3187	2634	5023	7589	5936	5257	4425	5629	9617	7801	15488	81637	339137	52571	157694	167842	491706	155194	97791	5581	9046	8885	7616	11086	9744	12389	5272	37	0	426959
LT013743LL	3038	683	1687	2571	6736	13557	14785	27271	33365	31019	30569	26869	32962	45239	40918	55428	111793	372379	145183	1251253	1022321	2595590	947187	581765	27167	24989	34225	29947	29486	33190	81513	5581	353	0	394088
LT243794RL	4217	1043	1777	2692	7148	12292	11757	22896	28138	24604	24912	17639	21017	48744	28831	51903	181361	718155	168700	738045	745819	1976122	671652	458687	26380	30324	36320	34732	41452	38117	35826	12909	175	0	1096889
LT184772RL	9938	2317	5662	10623	36460	60501	33936	66634	67121	63008	53925	34430	47980	120682	64344	88434	226136	820472	214345	438174	557371	1979886	883382	524682	40714	42529	54967	55461	53687	52620	58350	12143	784	0	1371634
LT91552LL	4950	871	2080	3097	8617	15995	15818	32818	39408	41115	34844	28349	35184	58393	44081	60080	66534	147686	140830	1308278	1056988	2675159	835403	701481	34867	23883	44433	45330	39365	48225	26896	3897	574	0	378770
LT122336LU	4394	950	2082	5071	11508	21132	26869	58362	73207	73249	59597	50923	49220	70308	57721	78301	163564	545452	187000	1060713	1157914	3019720	1022471	760940	38908	38181	49569	47634	51243	50353	36053	8271	668	0	686616
LT220968RU	5412	1096	2191	5225	14684	29019	46349	97629	103196	102634	76225	65427	66168	90716	72711	81016	86054	185261	176536	1368575	1307346	3664551	1223566	828476	49977	42002	66734	72369	73643	59994	31928	6879	1438	0	450870
LT141870LU	2544	597	1022	2152	7193	14017	15068	26450	32225	36996	27980	25323	27317	34626	31478	36875	70807	220671	75336	532131	456844	1218777	381690	315691	19530	16791	24794	27552	26394	31234	20442	5282	647	1	364321
LT069585RL	2666	566	1237	2592	7540	11944	13062	19276	19843	19980	18907	14104	15319	24557	19792	34543	404742	1842143	113963	215987	190956	655775	162469	101455	10006	16111	19282	17900	20774	31685	32555	15655	387	0	1316820
LT168204LL	6343	1218	3112	7658	20195	30308	27373	53587	62650	52068	42029	31905	32839	61491	37787	54028	119859	436341	135578	765172	845211	2476342	889329	712329	33498	27384	41471	40891	47402	39426	31295	12156	548	0	843964
LT028044RU	9339	1892	3072	4331	11278	18095	22386	43608	53463	59608	46810	40166	43094	63023	51206	60260	144508	521902	184712	1088633	881829	2785856	698684	492107	38311	38062	48600	49524	48264	42978	32533	9109	963	0	770743
LT077800RU	6007	1420	2334	5573	14840	23960	28291	55009	56124	48561	41731	35424	34483	45131	38829	53318	237548	933426	144388	701561	615646	2002094	589750	415880	25102	28715	32047	33830	37216	36997	37225	11867	430	0	982361
LT123313RM	3807	741	1773	4404	16791	31268	32820	46330	46806	56774	42867	36380	35454	43423	40121	48960	311789	1441269	149068	718322	577595	1755759	396245	266027	18143	22552	29226	29499	33816	34886	32068	14677	1014	0	1201991
LT296771LL	8930	1698	3253	4755	14516	23006	23975	42210	51628	54160	41879	37734	45823	58468	47724	55618	84695	213378	109702	825077	775414	2149343	654834	467488	32009	27237	40729	39976	42306	36654	26056	5913	597	0	475758
LT234205RL	16951	5051	5305	12191	34048	50627	40259	52918	60580	54012	57897	50080	63956	93560	71939	103913	508297	1876406	257147	1301411	1042250	3192119	739697	512532	55247	62653	67543	67179	81636	74492	72093	30861	359	0	2454854
LT066309LL	4330	964	1696	5439	13657	25247	29439	45863	47924	54794	41679	37222	36187	41019	40336	50321	306468	1212102	131568	864930	600575	1727749	373932	187624	18006	21618	26468	27168	35168	30015	31391	14969	622	0	952042
LT111643RU	3063	581	1494	2531	6694	11025	13142	23728	28010	26469	20956	19626	19284	30027	20784	31034	91133	324090	66878	497339	418196	1095060	344800	255343	14715	12412	18611	16461	17210	19931	17457	5638	288	0	379267
LT184901RU	2636	358	1244	1925	7363	12606	7017	10683	12183	13035	10909	9256	12239	15775	11952	23302	151032	634149	74011	234557	214414	586390	188958	131085	7373	9865	12419	10243	15743	14068	18112	13294	102	0	921753
LT072387LU	3614	941	1740	3542	12224	21641	27243	46406	47371	40982	36003	35406	41963	48811	47626	57605	60063	200088	118478	1259657	1070190	3169654	1017199	708323	34205	24887	41289	42202	41722	35427	25690	3850	383	0	272345
LT258372RL	5445	921	2586	4384	16808	29633	22292	40436	46897	37332	37755	32504	38021	47333	47148	74614	354808	1821704	173647	966688	921487	2735695	1012923	880020	40933	45472	53187	44715	58048	40536	42510	28174	327	0	1546207
LT230415RU	2124	540	910	2008	7110	11683	12207	24335	24806	21224	19870	20856	21846	27914	29346	30808	38415	142435	65278	632210	558281	1841901	521036	381648	17811	12255	23938	25150	33656	28517	15034	3058	191	0	174399
LT203446LL	3081	902	1333	3667	11726	20092	24114	44606	49678	45207	36688	33185	38256	45249	48215	60540	140310	612984	121805	1127091	892959	2772300	910906	567775	29444	27036	36572	33956	37731	33902	26561	8161	440	0	539668
LT044225RL	3677	1076	1833	4509	21102	31977	23228	37826	36587	35821	36465	32017	39369	46508	46017	54574	213510	1303665	143518	1224492	991861	3173634	885811	607970	30858	25082	38016	42288	49657	37114	29162	11586	329	0	655236
LT253371RL	5252	1202	1867	3862	17914	33287	32201	45912	50433	48627	50409	48710	57331	65665	60107	84560	463626	2995381	240530	1816209	1479905	5089803	1408898	986379	44361	38034	55676	58724	71150	54040	57746	21408	405	1	1424903
LT095342LU	2776	948	1653	4962	17436	29970	32398	56733	51687	55838	43683	43882	44392	48119	50012	51654	78726	295790	143741	1816323	1302057	3803576	838194	529439	26069	19187	31046	36756	39227	30645	21576	4079	459	0	243965
LT067200LU	3371	971	1742	9138	30081	43068	45165	46922	44444	44669	40275	38141	44279	49458	44441	46170	94029	498906	98508	783853	718892	2161085	650969	449958	25566	23227	37499	39920	52812	46523	33078	6580	235	0	510907
LT041389RL	3027	724	1054	1625	5671	8075	5514	11886	14689	12381	10352	9219	12687	19800	16814	23094	39737	156300	45161	414452	359303	1146901	378935	300330	16896	11968	18619	20160	22299	19595	14224	3091	166	0	263815
LT121014LL	2430	662	1435	4302	11554	20063	17338	22858	30262	22286	21751	21561	28229	38325	34135	48519	74055	328660	85107	747597	865496	2391637	837307	601042	28040	23497	31444	26967	28627	22138	19339	5879	103	0	309869
LT213735RU	3747	708	1135	2630	8045	14558	19765	40141	39988	38797	30364	30426	31279	33187	40473	42982	169097	1217238	107561	1017353	753791	2714185	709851	436820	20600	18303	28199	28956	35196	28190	17496	8078	224	0	491842
LT024967LU	8467	2278	3385	4665	17136	27049	19575	32213	45653	31065	32724	30383	44245	49480	50165	78685	414316	2748164	170782	814917	830786	3084634	846276	919698	45602	47060	49932	41078	49489	41013	44604	22201	171	0	1367985
LT271100LU	5606	936	1907	5104	19641	30622	30434	56833	60764	55218	46460	47991	49942	53437	56963	57805	116765	581346	115030	1067801	887849	2711587	799133	558093	27411	25522	41103	41854	47184	44851	26344	9139	261	0	560048
LT021461RM	3707	688	1237	2868	9813	15187	11870	20893	32754	23038	20050	17373	19974	26651	28396	48103	344248	2173378	120074	622604	637631	1851063	510765	348495	18694	21559	27899	21491	33959	24608	28079	15715	152	0	996076
LT063974LL	5799	1186	1883	3628	12686	20443	18564	37933	42772	38371	34278	29679	36030	38779	45228	55406	156456	826270	133834	1557744	1051244	3110971	926291	588269	28113	35160	38456	36890	38565	33816	24819	10091	330	0	530467
LT286644RL	6815	1510	2503	4160	13902	22829	21465	41581	46056	40884	33711	33097	39225	48472	52177	63425	151874	707039	135404	1156493	985964	3316676	914439	657643	33635	26244	43372	41897	45561	45481	31078	7998	356	0	571055
LT056024RL	7778	1577	2382	3618	14009	23306	25479	49159	62122	56580	40295	37130	47611	57296	63455	72240	105382	439548	147822	1615271	1311779	4077581	1162460	790589	40989	32514	56469	55979	58498	52846	31377	7014	720	0	594164
LT102131RL	5030	1578	2169	2988	9970	14180	12270	23262	26068	23664	20935	21465	26584	35338	32333	40489	141565	800673	94933	363626	345668	1016647	342142	354830	24153	32513	26908	25075	26808	33167	26728	10938	286	0	960371
LT028427LU	4548	992	1819	2917	8596	14529	22554	47889	52165	57130	44989	42109	43657	49246	56824	59101	139349	845325	115783	896962	819959	2796438	859817	651335	30790	30487	39025	37747	43772	39712	26453	10571	646	0	547865
LT205601LL	1032	231	302	1042	3348	5710	6454	8942	9537	12201	9150	8470	9309	10009	11771	14879	90617	594866	30874	167064	146626	539704	123727	77376	5335	6318	8597	8899	10041	10468	8089	3652	172	0	258994
LT221782LL	3229	1691	2423	8147	22452	36407	47232	65126	65074	74288	53217	47798	46285	46529	46991	46971	81755	318458	99589	688494	594574	1793502	515328	351023	22855	20250	29677	33862	37829	38928	25102	7285	601	0	337515
LT139051LU	7109	3073	5963	17068	74375	111014	79818	88925	101361	80554	65299	51109	63988	86830	78374	101685	153217	433604	201375	2023184	1345201	3628559	1073158	635096	48637	41372	74971	67512	77451	105176	68436	8315	1067	1	1147190
LT131887LL	3980	2036	2841	4175	11399	17680	21833	38986	39211	34616	39165	26889	28260	37479	33847	39820	71054	270866	113980	943713	700214	2070232	565561	608594	26364	19679	26138	28458	34720	37283	26407	6026	596	0	303965
LT043798LU	1762	768	895	9656	16420	26680	19849	25853	24767	26308	23713	19850	18353	20289	22936	36490	278943	1046880	84445	472761	289776	1008766	216611	188538	11663	14459	19285	16749	25649	27244	33725	10309	328	0	990173
LT100654RL	1702	676	1139	2303	8073	14324	11326	16669	18795	16269	17019	13313	14885	20878	19773	33029	93965	382294	65472	585750	357789	1126622	344021	272954	12675	11169	18971	15107	23787	20556	24161	6956	180	0	681409
LT230142RL	4113	1873	3364	6795	18024	28096	36491	74982	81098	79532	56536	50841	47568	57768	59518	79525	106252	326579	143013	1478594	925729	2808478	1025415	562668	34334	36371	53597	45826	57276	51640	34898	7903	737	0	686358
LT216500LU	2917	1319	2083	4301	14020	22679	25437	41704	41715	37310	33231	27679	29112	38892	36719	58626	216995	814259	128246	877595	579828	2183230	566805	334281	19933	25520	32592	28905	35976	38265	48403	10238	484	0	972855
LT001098RU	2655	1588	1930	4296	10315	15172	19095	32238	37550	35439	33116	25311	26439	38182	30267	41915	64103	185728	103029	890260	621495	2313170	540955	282289	18855	19550	29153	29722	32349	33801	33511	4114	383	0	363481
LT021748RL	1916	1058	1435	3390	9067	20048	29370	46677	43241	44562	37254	32535	31367	30710	31794	33539	80807	362555	79892	612233	471804	1498707	360684	268610	15306	17317	20219	21739	30228	29525	21748	11296	371	0	327706
LT243058RU	4569	2278	2861	7167	21293	32136	31119	47119	71794	61340	49138	42458	46771	57478	53968	70630	81643	208979	130222	1152245	866280	2788657	817915	479122	35699	35584	50466	43257	42957	48259	39712	7372	794	0	420285
LT196677RU	2039	700	2087	3639	12230	17863	18645	34047	35044	30273	21308	17439	21020	28928	24446	40560	45784	129741	94986	1175827	646580	1994036	682420	368712	21883	14356	31419	28228	28232	25985	21752	4569	367	0	329258
LT269381RU	2315	841	2548	2931	12759	19999	18170	31785	30157	26496	24415	19524	22010	31196	26484	45004	171550	738432	103941	692527	383021	1209378	404911	350313	18057	17536	25391	19228	29466	26258	35653	14908	371	0	1523977
LT222702LL	3669	1553	2688	3460	11727	20452	26247	47207	52590	50331	45741	43167	44549	62558	65005	83517	236982	931445	188577	1101976	738415	2131602	720814	562768	30468	36257	44947	41386	51538	105263	378599	12078	659	1	832823
LT178967RL	2054	953	2002	6834	35747	56666	36064	46738	44168	51656	40373	35494	36778	42930	42062	54672	202975	809218	108729	684874	411481	1349782	405486	371828	19813	27483	28797	25800	31566	36425	34248	11435	687	0	1149066
LT022251RL	2960	1040	2235	3767	15382	23117	22047	37239	31718	30191	31594	24165	30066	36495	31746	34968	29332	97361	87935	1093285	788612	2484970	855206	753322	32623	18543	28049	28719	26853	22240	13622	2476	237	0	194894
LT282601LL	2631	937	1918	2446	11315	18219	16542	25630	28534	26292	23908	21767	27896	32392	26135	34006	38381	99579	63205	637296	455132	1412244	431231	285287	15494	12864	27092	28781	29732	26663	17887	2836	266	0	236541
LT270821RU	1668	796	1802	3718	10228	16363	24310	45717	46267	40330	31229	28000	27846	33069	32001	43690	92744	326239	95697	770720	469247	1678133	413724	249635	16893	20605	25705	23127	27944	29130	27196	6182	462	0	587603
LT152653LU	1467	646	1142	2059	5865	9182	9033	17519	20585	17163	14682	12192	13320	20409	17110	29039	99386	405882	71930	479327	293593	1071356	292871	205458	11940	10133	17701	14781	17830	21032	23311	4999	246	0	651778
LT249811RU	4050	1808	2517	3983	12441	22038	31128	58242	63836	66657	50297	48036	47789	57694	55763	73611	102148	309857	124257	911713	648490	2417566	617705	459380	34504	31345	38354	35200	45300	42103	33353	6822	1250	0	458006
LT090666LI	1879	758	1066	3262	8751	15599	23792	41426	39218	38001	26870	27841	28564	30167	31924	29511	39908	106884	54775	507445	302377	940137	266991	166538	14458	15332	21808	22987	24783	29676	17732	2835	355	0	276918
LT274443LU	5055	2830	3478	8129	19731	28642	29751	65608	80855	65609	61307	45254	42236	55057	49174	56788	64472	194325	102068	676443	875701	2582686	910741	477923	42263	41486	57218	47926	49216	56954	31202	5496	420	0	341436
LT059721LU	2382	1554	2128	6425	20009	34451	46376	68737	61562	67080	49378	42084	41869	41544	42338	43234	62535	212911	96738	1087912	656766	1634501	488329	336313	20558	18186	26975	31852	33877	32404	19129	7062	488	0	304246
LT228772LL	4286	1674	2593	5772	21213	37028	27424	38654	42495	39661	42811	33886	37201	43429	42957	61637	165611	729544	153301	1087602	969482	2218135	643756	505895	26448	23818	37767	34236	42646	38666	32751	26881	258	0	700405
LT160089RU	2038	1310	1614	4683	10991	14275	15500	29374	29224	25584	23801	17881	16368	19556	16787	19547	54832	204340	51073	408872	299213	985213	258539	133554	11409	11487	17570	18909	20603	27231	17491	3357	256	0	299462
LT084038RM	4492	2506	3651	7978	27281	42471	48113	70931	70931	69600	60506	50750	52950	53170	52516	64403	148928	664594	153843	1030409	820236	2745904	751003	594343	33059	31265	40404	42529	44413	37612	28006	14787	455	0	467786
LT217339RL	2554	1216	1895	4734	11851	19098	25744	49594	50671	51493	38830	30989	29385	31983	31398	38167	42027	115945	72231	719758	623754	1585578	561730	449051	23423	15971	28881	31383	34794	26811	14038	3634	312	0	215861
LT253131RU	3725	1820	2245	4123	12073	18386	18350	28239	30753	27884	30348	26789	30699	34363	31711	38816	70410	276015	92130	640383	557964	1593996	442153	449278	26151	17457	23142	24961	23809	19471	14876	8822	213	0	279089
LT236557RL	2398	956	1683	4757	13783	23735	23247	31714	34451	36345	36073	30744	32716	37034	33884	47106	228454	1121423	118850	618835	545744	1568027	426931	282108	19863	25384	30113	30635	46711	29759	34667	28974	182	0	836384
LT118519RL	3319	1364	1896	6154	23464	30623	28102	28004	29432	33562	25876	21902	27226	32675	26664	28898	27514	54963	66007	653358	523953	1435615	457265	398452	20943	14271	25547	34265	32708	31451	18168	1736	342	0	167673
LT123131RL	3550	2435	2779	7176	25804	41258	51544	67707	66108	71202	56333	45430	44704	48923	42692	44114	44382	88701	77525	676966	527836	1479338	436194	364923	25303	20656	28240	30145	30688	31875	23204	3442	773	1	199087
LT134776LL	1842	647	1239	2925	7279	14133	20308	38753	42721	45015	35535	32348	32545	31782	33356	35429	59333	215880	74627	636954	472034	1336809	436688	304680	18419	16619	22610	27104	27871	25425	16111	6683	305	0	312132
LT147658RU	1313	445	892	1441	3800	6974	9813	20549	25763	26544	22621	19490	20227	22489	23944	29351	35374	119264	69433	781433	502543	1592579	430504	291700	15351	12678	22004	25065	23805	23604	13474	3201	381	0	170803
LT199987LU	2696	1198	1465	2908	5926	9281	13202	30981	39211	41579	37221	31986	31392	41129	37919	49648	120717	537593	106747	484310	479697	1551783	435944	306584	24408	24100	26391	27767	30108	24543	27512	15736	658	0	417079
LT168094RL	5112	2805	3847	5975	16194	25629	21885	40748	40204	32743	39840	27438	29481	59908	34893	52619	223987	938118	119158	393747	453582	1755503	588602	506918	34703	33661	41614	45063	63435	47729	59674	18132	347	0	897457
LT050246RU	3594	1416	1936	3429	8470	11969	15264	28911	34600	31385	31497	25623	30005	43041	38461	48389	50127	106201	91287	613407	573190	1434432	479411	346861	29184	24277	34326	38560	34240	36114	31136	4072	254	0	279424
LT046103LU	1536	535	1077	1745	5835	10500	9055	13110	14692	15722	18103	14841	17458	18615	18745	29661	197172	1006754	79797	341805	295839	852391	247139	223769	15765	22031	21798	21319	34862	20476	20625	24198	146	0	873830
LT022562LL	4886	2615	4874	10050	27756	45627	59327	113335	110383	112203	106154	72363	84816	150265	102804	130393	103148	208195	225405	2226998	1327353	3483246	1013309	545693	58886	50296	78792	79888	80873	200101	113982	8357	2373	1	846926
LT112597RU	4695	1787	2555	8209	10959	17289	22360	46086	58304	58658	50836	43554	45919	50491	56832	65739	84203	264648	133511	1300812	970894	2667732	846337	605146	40150	35947	45247	50626	51726	51958	29809	10703	494	0	406526
LT290677RU	963	319	702	1336	4212	9533	16572	28235	30661	33159	25291	23914	23865	22780	25930	26967	37933	131288	64390	720452	433480	1250473	328427	208113	11715	10245	15955	17282	17240	17032	10130	3678	359	0	138015
LT264690LU	1445	552	864	3253	8587	17370	27202	42197	43771	49050	40188	40769	41458	35197	38951	37809	41852	104846	74005	734476	520100	1519524	406261	312107	18045	17891	26368	30666	32025	34386	20861	3724	524	0	158444
LT100821RL	3579	755	1486	2914	8852	16585	21465	43617	55111	49416	43279	39800	37985	50517	40971	56898	149166	653715	106073	556394	507387	2475438	767508	395249	28982	29881	41728	39680	43239	44588	30797	6844	1116	0	890177
LT184423LL	2544	682	1105	1456	4096	6211	6932	14322	21174	18776	16157	15106	17334	30906	21503	30665	31424	63453	71713	756749	544056	1514031	454297	281572	18995	13756	24048	25865	24929	22364	13978	2407	326	0	185597
LT188161LL	2498	800	1349	1927	6195	13205	21327	36656	44410	55181	44493	50682	49518	62821	58153	58919	115070	356933	98026	635669	563477	1601012	452049	367867	26491	29572	34773	37972	48420	41305	44827	7839	1188	1	416343
LT148377LU	1416	398	968	1832	4922	8844	7849	14539	20880	18031	16155	14731	16720	27126	22470	35384	70599	241149	65660	563981	453648	1340569	429591	305059	14874	15459	24971	22037	23600	23090	18721	6000	231	0	411072
LT089451RU	1214	257	341	925	4118	8198	9905	12313	15881	14570	13402	13423	12904	16372	19112	49624	500181	2199988	120946	278740	201587	758426	194765	120084	11795	25417	28720	18079	38499	33385	61685	20298	92	0	1299654
LT070403LL	1680	440	791	1301	5725	10636	9119	15388	26506	19787	17499	18210	17773	25824	21945	33472	141274	560798	71245	438208	400836	1286675	415965	271393	14579	18590	21860	21363	27316	25512	30479	9260	367	0	453336
LT244824RU	1016	329	597	1282	4965	9686	10656	14249	17553	17763	17488	16681	17639	25823	20463	31171	230049	905534	76436	524688	353938	1252377	242177	156201	9687	10922	17063	18413	23979	33235	34132	9409	354	0	916017
LT158647RU	1418	500	854	1520	4669	8739	12703	23486	31000	28934	24823	24241	23935	33824	26953	38373	93137	310592	89706	732584	569130	1809201	481540	237712	17344	16675	22959	20687	23494	20203	17834	5125	571	0	302143
LT195522RU	1408	444	1079	3790	4992	8691	8529	11478	22075	14216	15319	13717	16193	27910	19824	33107	106176	378979	89601	875045	648130	2209271	718755	470818	19803	23263	25907	23937	24242	20828	26048	6185	247	0	388098
LT111916LL	2199	380	1014	1203	3992	7327	4652	7859	11209	9285	9731	7702	8282	18805	12055	23380	136760	610371	66533	138163	138302	545530	208663	175915	10471	13562	14520	16601	23193	19607	23901	5009	208	1	973646
LT059865RU	3089	1115	1724	3325	9203	17045	23794	45081	60059	56240	46947	45078	43032	62241	53518	65173	167745	623114	128346	654266	585597	1937389	544697	341469	22894	27709	34997	32894	33900	39261	32792	8101	863	0	604907
LT265662LU	3755	1100	1780	2788	5811	9409	9559	15563	24423	18224	17895	15964	19658	36751	25540	43681	61333	181340	93211	963907	742130	2320146	710003	486623	23215	16806	27958	26577	26614	25384	19126	3739	282	0	322667
LT102695LL	2547	828	1401	3306	10516	17064	17957	34991	37632	36535	29017	27807	27407	38598	30495	36621	49333	113460	69403	677097	484944	1511531	478737	487281	22783	17970	24465	25509	26354	32449	16958	3327	509	0	284333
LT083491LU	3832	1323	2266	4396	17066	28359	20738	29630	36773	32616	32565	28824	35021	51524	34108	46577	97970	324374	100577	893394	710365	2083679	669219	538905	24623	22584	32573	32361	30394	26917	24856	7390	291	0	533181
LT229669RU	5156	1675	1732	6934	7441	10751	11191	20805	29070	26235	23160	20744	22554	38196	30697	50550	167192	630027	106242	791427	606238	2129822	485408	316127	23491	21192	30004	31545	34928	32533	32319	8112	484	1	584210
LT234774LU	2546	745	1326	7360	7195	14145	21220	34926	41646	44581	38288	40655	39763	49473	49132	57462	249498	989350	121293	777429	581547	1857734	506462	326735	21431	27836	31490	31400	39864	47797	79749	10908	689	0	605432
LT128262RU	1261	390	436	1267	6301	13747	11395	14398	16394	18020	15941	14614	13901	18147	18740	48448	724654	3026628	138690	214621	190855	720492	136281	90910	7394	11709	12669	10717	16655	23949	37811	12681	273	0	2045901
LT107185RU	3250	806	1355	2845	7801	13306	9974	15868	21215	16564	18415	15011	15825	31524	25925	62601	274808	1213143	100094	613087	505898	1546631	451337	351729	14906	14786	23763	20239	30961	33022	62914	14068	147	0	1036821
LT144769RL	2811	847	1522	3449	10865	18885	27356	55029	58446	56299	42880	43790	36673	45159	41678	44633	89442	318903	105403	993888	617364	1928546	595311	362747	18306	18237	26993	26265	30690	31999	19464	5097	387	0	389821
LT019699RL	1809	481	733	1796	6254	13345	14580	21621	25455	25735	20984	20487	20121	26622	23199	37489	273367	1148789	100335	363868	327712	1165916	266398	189254	11647	15308	19213	17520	24088	22967	33179	11170	440	0	1019587
LT125521LL-2	1139	332	533	467	1547	4516	7037	8196	10871	12636	13706	13698	15546	17899	22183	31539	219909	941348	97244	521644	484326	2189484	359816	431418	14528	30657	17727	17554	30678	46283	129374	8952	282	0	351151
LT159988RL	1911	445	1043	923	2438	6820	12284	22289	33659	33681	29176	30939	32521	45561	42893	69652	429284	1894308	189203	645994	653560	2457319	652609	385412	22737	32109	36739	35050	42196	47202	75101	16329	706	0	1017369
LT119300LU	1327	412	585	649	2015	5395	8505	16506	22273	22485	22737	22803	23500	35207	30353	56473	290267	1141029	114428	551974	450424	1425894	409101	280756	15647	23660	25771	24644	37631	37714	52996	15839	299	0	1027793
LT126327LU	1921	469	1022	1572	5107	12100	17892	24433	33887	40275	35751	37354	41249	54604	45218	52396	143118	479394	132947	1196568	868688	2682396	626742	352975	26294	26047	37239	41947	46237	43042	35721	9529	762	0	661796
LT228897LL	1544	518	615	608	2093	4423	5285	8493	12245	11049	12692	12837	15456	24078	16862	24016	75621	288950	59185	416195	337699	1109921	284339	309265	13680	15027	16723	18245	19982	22137	21589	5636	150	0	295941
LT112491RM	14916	5567	4134	5430	16242	17777	17990	37949	63641	50913	48031	53543	63306	88097	84007	110515	163227	459234	171484	986817	886288	2835100	904225	636040	80137	75408	67212	62443	74568	61459	52732	17136	870	0	727067
LT134719RU	9776	3546	1817	3157	8732	7255	8677	15935	25862	20660	20874	22627	27764	38269	37326	62027	376177	1483811	139097	358860	338350	1657856	320576	220048	42181	50647	34940	31999	41816	36365	57257	15844	436	0	1236226
LT238765RL	880	181	412	408	1107	3225	4945	9360	14896	16993	14393	14593	15842	21957	18756	25735	86194	348082	65045	323563	263275	886274	229692	161856	10507	12807	17535	17157	21418	23209	20980	6310	420	0	589996
LT128191LL	4144	1106	2171	1367	4145	7955	9150	18092	27194	23695	22773	23338	28022	60888	35566	56859	80022	233344	118939	1137452	795517	1946946	721729	628548	34091	25455	35305	33415	37241	37245	24928	6469	593	0	719248
LT221983RM	1279	305	1006	695	2369	6198	6088	9709	14228	14498	14137	13558	16452	26438	20910	36416	141141	564058	88431	406192	391565	1400150	417984	338755	13376	16397	19845	18986	23302	23208	34444	10103	116	0	604159
LT211455LU	2067	583	1295	2517	7105	17830	31396	61633	71912	76631	62166	63939	59004	74530	69443	73084	162511	516884	133261	769559	651501	2166666	509291	298120	25225	31755	37339	39855	47431	62351	61442	11382	1293	1	561802
LT174536LU	1106	170	295	686	3698	8460	7286	13693	17474	17097	14375	14498	13132	17041	18902	41286	534015	2155289	98368	310198	219638	573258	165583	81950	7139	9068	14216	12019	16922	21243	31148	15457	215	0	1782985
LT203541RU	2423	685	1070	2356	8713	19216	23022	51311	61056	62410	48476	52035	47060	60676	53216	54466	128392	429277	107786	764900	579971	1748910	549812	450344	26374	27551	36703	38144	45145	49367	34790	15766	603	0	875875
LT195192RL	1730	430	1051	1373	6169	14268	14169	23179	27335	27921	25462	25440	27231	33204	28894	44135	245507	964059	115490	727023	495491	1734833	406907	241114	14077	13675	24261	23848	25620	26423	29932	7952	434	0	719128
LT056464LL	1970	619	931	1066	3577	6840	10547	21319	26236	33741	24198	24258	24144	32145	28875	32169	51895	131598	90574	995495	683877	1571851	399107	194698	18551	14294	19880	22307	23121	23712	15242	3223	776	0	203848
LT271679LU	1448	536	544	1823	4586	8452	9859	11813	14013	12035	12183	11217	13138	21427	16850	24071	78505	269009	59237	628347	366072	1321402	237935	146126	10560	10645	16177	15086	15212	16085	13600	3455	223	0	218156
LT212777RU	1611	379	743	1165	3389	7450	6877	13889	18377	16298	14614	12409	14016	22691	17499	29340	89652	319931	75354	690615	532153	1486429	421246	252056	16378	11869	18979	18292	20261	16883	15231	4907	300	0	418349
LT299181LU	2674	887	1820	8103	13984	26318	21911	36829	46451	41304	37136	36982	40953	85191	45094	59861	100094	312461	107862	618661	568856	1847837	584972	664779	27864	22403	38204	39712	44920	66291	44691	7076	503	0	606912
LT145196LU	680	133	260	354	1223	3266	2770	3147	4669	4148	4369	3637	3924	6636	7148	21277	190546	823254	57208	68929	127581	282180	79148	50993	3133	5689	8392	5533	11642	15003	35923	7061	35	0	713611
