1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
LT013011LU	6240	1042	1802	1411	3376	7713	10947	26813	45526	45776	33065	31386	35256	44524	47043	57939	106868	325011	156676	1577825	1164586	3675567	1274320	806425	41421	30060	52340	50623	67279	53324	28798	9113	568	0	685119
LT113005RU	5094	1177	2397	3440	12761	23631	20713	33509	40522	39398	35288	32056	39561	61848	49212	66167	357700	1517688	167622	928736	823438	2818483	687693	521991	27057	28779	42519	41849	46813	39016	37027	17751	477	1	1409952
LT181845RU	5422	2034	3062	5939	14972	23925	26211	63310	75564	65270	57491	51619	53100	103862	68997	68576	121270	385571	124386	620806	565769	1425768	522330	391118	33487	34388	43047	39240	46459	42766	22908	8671	439	0	975097
LT166240RM	4604	1098	1829	4500	16458	29743	29773	48233	54474	56598	42908	42390	49560	51509	59141	76996	307537	1494647	232774	2636082	1421246	6374288	1279828	940358	36536	30926	51133	46640	56693	41545	43441	13588	445	0	861845
LT099879RL	6382	1577	2599	4486	15825	26714	21881	31159	30995	28702	31381	24469	34534	54313	41846	61824	291455	1455279	147579	949867	842723	2630422	670151	517456	26588	35135	37350	38808	49323	40371	36054	20046	224	0	1123110
LT017495RL	6893	1418	2627	4223	14403	27523	27042	47652	71327	55254	51678	47871	56199	71482	67032	84484	287206	1269432	191459	1331402	1282265	3511872	1247023	927217	43357	40392	52559	48660	56536	48462	51724	24201	556	0	792081
LT231101RL	9326	4078	5200	7344	19449	34747	29831	41546	51160	47852	42335	37442	45618	78950	52229	92391	549538	2481700	256175	799754	725980	2336639	827422	803386	35886	71909	49127	40297	60785	44902	64879	38282	473	1	3514791
LT178929RL	2880	717	1378	3898	11231	23738	35705	57332	57542	69052	44437	45539	48184	46466	53185	50138	51254	100548	111760	1275756	708164	2235367	588425	474858	22099	18418	29331	29739	34219	27054	12135	2868	595	0	178726
LT038075LL	5046	1132	2295	2919	7608	13340	15480	31529	43531	41433	30129	24370	27317	50630	34441	45979	58241	118466	87704	676491	597011	2254594	829872	430394	29671	22443	44785	37819	38450	47767	26228	3155	587	0	461799
LT080750LL	4974	1076	1767	3190	8975	16997	23537	46302	53483	60461	49551	46230	46972	53573	55231	57944	117091	600889	107911	525178	541504	2030147	636258	441644	30129	43881	44540	46044	51152	43962	25833	6602	984	0	621491
LT221510LU	9068	2881	3211	5689	16174	21888	19520	40823	76292	45169	38716	36385	40706	65112	46944	64548	134465	490689	130841	605361	928048	2664430	1414597	457719	52762	54127	56671	45748	48651	50231	39040	10733	422	1	653977
LT002410RM	3201	1201	2619	9437	25837	37078	24660	32535	37161	34695	38679	32875	43554	48084	35946	47564	108657	373779	97582	811369	624684	1922528	603940	703395	26588	21282	30640	32112	34259	26873	29109	9959	236	0	805152
LT175949LL	2127	812	1308	5747	18043	26575	27679	52717	57151	49216	38859	34149	31924	37445	37928	37316	32925	74601	74485	821394	560649	1519219	533883	358773	18162	17968	28740	26029	31509	38492	15673	2198	200	0	186329
LT190870RU	2729	967	1785	7800	28314	43837	33571	53919	55109	49162	39178	34194	33123	43278	34923	39591	58742	162961	87395	778482	577942	1672658	549314	389425	18062	14537	22636	22514	23945	23816	18247	5937	339	0	287317
LT150340LU	2580	1027	2362	15836	38538	55595	47232	41603	43574	42195	37681	33088	31798	40250	31548	36330	90961	269908	78524	583009	465424	1547612	530925	640823	24627	18237	27864	32834	33486	25639	26448	13199	386	0	451693
LT121928RL	2765	1011	1494	4810	11756	20347	26012	42410	45556	46684	36557	34162	37028	48412	35838	33994	29189	47991	75154	663608	470510	1152709	347875	280193	16119	14383	23786	27106	28837	39411	20821	1921	438	0	157691
LT060406RL	5111	3558	4239	7447	24218	40760	31211	46961	49631	45751	42390	37095	36500	43778	40832	48433	182021	696633	93335	511295	383471	1103652	305819	300087	16728	18958	26204	22860	29456	35525	34136	11572	792	0	1281899
LT077264RU	3855	1624	1651	8745	29994	53910	66016	94546	91589	94647	71180	68510	59747	58004	61492	63437	319126	1121108	130335	845100	577750	2021327	465107	332573	25746	32450	33717	36435	44858	40648	32325	13879	684	1	836949
LT136415RU	2373	1011	1627	5488	18711	29585	26244	45183	59305	45122	39414	33776	30881	39851	32345	42222	93682	296780	90414	533655	551261	1836430	644474	362859	20141	23181	27891	25436	30865	30531	23130	7256	521	1	469141
LT026534RL	2654	979	1579	7170	19709	33859	38212	59313	61739	63990	56172	53611	51844	50855	51770	53528	129815	415953	102027	981681	571887	1771634	528910	487700	25148	25813	31178	31369	39524	35755	32714	11306	618	1	709987
LT282562RM	3855	1458	2080	5504	9374	12804	11594	19285	27344	20833	22118	15568	16818	37629	23915	39031	67529	200733	83882	754048	567622	2016955	614763	485461	24817	18275	26052	23684	24071	30165	21432	3530	269	0	342143
LT286300LU	4238	1394	2056	4104	12843	20003	23030	47700	40054	34915	31219	24122	26141	36636	27874	36385	39084	96939	94254	1049323	673128	2098812	622638	384437	19184	13183	23345	22184	21812	19754	13030	2693	402	0	221349
LT284144LU	6150	2331	2998	5490	16052	21788	22071	36090	64683	39489	32135	26854	27823	47822	30439	41556	36983	64293	74943	451940	510436	1571210	534016	412416	28938	25089	35954	29834	29533	24661	18151	3311	456	0	284414
LT055841LL	5198	2006	2320	6224	23364	40876	39793	55444	55452	59294	47072	42537	45690	61446	49867	55300	105362	306475	114974	885844	658943	2228318	522267	327151	21699	24892	31320	32945	36439	62339	40539	7398	689	0	574280
LT053283RU	4274	1526	1972	7728	24181	34097	30670	46282	52171	43266	33242	27065	26581	33868	29073	34037	56938	171550	88602	913818	654083	2048385	630659	387102	18349	16807	24383	23216	25169	21689	17418	7362	328	0	282641
LT142159RU	3261	1309	1791	9378	22823	29358	23745	42441	39754	33635	30924	27047	25526	29795	29685	30325	76687	322956	68107	664380	482333	1630094	482509	373854	14863	13072	21703	23677	27116	29422	15346	7497	129	0	380905
LT154455RU	6732	4376	4582	7724	18664	27359	27918	45755	51951	47335	42739	37722	36743	43444	37638	44578	177119	668324	120645	683328	538010	1707357	489535	320672	20141	24825	29592	29029	37777	31566	30869	18138	891	1	1236251
LT167891LU	7131	2153	3292	5117	19439	31648	29270	34295	39813	43565	37634	34991	40618	58325	46561	63108	274986	1008121	136418	573751	452753	1325856	416548	365616	19687	53941	39394	35344	51596	62149	180158	18110	338	0	1184180
LT043343LU	4077	1680	2170	6910	20362	31485	34307	49307	48236	47153	42786	36639	37940	41050	38927	45798	119998	471093	85655	728154	573153	2099889	529781	494032	20050	17251	26922	27429	30447	28040	20077	8317	318	1	563092
LT048637LL	3907	1801	1868	4585	15376	23389	23731	30530	33645	36322	32121	28975	31507	40676	36349	39332	102994	325053	103127	853693	551036	1522332	368026	196683	16038	21285	22964	25270	24807	57875	39944	6038	451	0	493679
LT166565RU	4106	1227	1865	5452	15011	21574	16856	24929	54899	27617	24253	17275	19279	35860	23036	36465	67034	180651	79438	589188	630791	1907827	722560	266748	19387	25931	31606	25273	25849	28822	24385	3089	263	1	439952
LT127070RL	6535	790	1622	3421	8814	15331	15528	31654	39519	37300	33966	31041	35936	47691	38537	40890	46414	113324	109877	1005378	833472	2132359	760504	792780	36292	21934	39382	36778	33818	39303	20329	3494	229	1	426391
LT184347RU	3107	332	859	1336	5083	9723	8114	14314	19772	16862	17232	14156	15293	21147	18803	32404	205017	868721	100640	483483	513919	1372038	403451	272994	13107	17714	19425	15225	19443	15043	18817	10460	144	0	546651
LT253677RL	9469	1316	2121	4285	14526	29950	39419	71303	81706	87142	63913	61604	65916	73801	79291	74469	127382	442947	140273	879560	795320	2427505	720130	549438	38458	40809	53311	54941	58268	75032	43566	10641	817	1	771716
LT036383LL	6650	739	1813	4496	13662	32287	45591	81498	86461	90654	75322	72545	70340	70261	71894	68445	176688	773336	143992	874767	830130	2353501	747547	538450	32053	36007	46676	45755	57174	56047	31133	11714	597	1	800614
LT295133LL	7869	740	1917	2532	11074	22527	21226	37211	44512	48210	44835	39405	42992	55416	50731	57393	208094	935747	153468	853549	679045	1948497	566193	378573	25153	28877	43653	44416	50219	62279	42468	14139	720	1	1077771
LT106561LL	13255	3664	4923	7171	15829	30533	48061	86567	95778	101923	74103	67194	71564	82795	80733	69521	67108	113904	153555	1236455	1072182	2889638	854124	630506	40415	38419	57169	60527	63186	63691	30955	6610	1302	1	1018203
LT256221LL	7819	679	1731	2381	7748	14865	14495	29859	35575	36545	27672	24248	30905	41843	34201	39530	40750	85840	102899	1044608	778163	2066888	652869	591877	27817	20793	38461	37963	36210	39614	18551	2478	300	0	458641
LT172093RL	3395	357	862	1328	3992	6316	6335	12619	16152	13367	12178	11212	13275	22784	14860	19751	36694	134926	61121	440608	420416	1122129	384909	298187	13323	10191	15320	14982	16615	15188	10287	2902	93	0	243097
LT180102RL	6741	638	1712	2774	6787	12226	15204	32791	45412	43083	35909	30890	32846	43779	40232	44187	74537	241170	133009	1096265	957207	2670564	855870	583287	28796	25247	39102	37512	36754	35071	21163	5913	334	0	498904
LT196199RU	6912	1073	1975	3393	12905	23753	26443	43003	89895	51758	45002	42735	48727	64601	56715	79657	159082	495065	173220	1218273	1210590	2601252	863374	553585	31337	30813	46818	37128	34929	42042	36393	11247	576	1	544270
LT000379LU	12825	1126	2065	3409	12523	24109	25633	43655	55407	59208	52082	46385	49077	74691	55271	59049	105126	392878	158708	1076951	1014079	3442597	951070	883266	41345	36452	52064	51772	56194	50381	34495	10183	532	0	894034
LT058691LU	3894	371	940	1742	5282	9729	11733	17221	33481	21730	18738	15988	18146	35380	19471	32266	78615	311426	75983	352430	587464	1224759	452010	210891	15774	24113	30531	17945	18748	15768	13201	4475	228	0	419789
LT130546RU	21628	1328	2831	5061	15890	23554	26874	68147	84417	93148	60254	42407	44092	68940	47793	60248	119562	703163	224494	480796	538829	2241404	958152	540457	39200	37322	67677	57379	54902	62761	42153	10460	672	0	2413960
LT206871LU	4213	614	826	2917	10132	18011	20182	36379	38404	37270	30389	31026	28587	30768	29720	32314	137409	537005	109493	831686	576029	1702318	508574	267316	15670	18253	20552	20703	26316	22077	17387	7839	149	0	543373
LT096430LU	1932	344	389	1081	4020	7302	7371	11326	13088	12812	10460	9787	10501	11760	10966	15918	79763	302604	40304	199266	177245	535545	167105	121300	7079	6897	9464	7780	9686	9067	8557	4603	108	0	341243
LT144462RU	10740	3318	5093	8577	23345	39367	49143	85652	93489	97249	68440	65348	66593	65145	67166	69644	106573	362385	147824	1248688	1035056	2978871	999337	665515	35144	28845	51721	50413	51911	46557	29487	14307	929	0	1117543
LT047152LL	19550	1670	3352	8508	31657	51279	49758	84379	100584	111631	80774	67018	78471	111732	96818	104772	101349	155067	216039	1604711	1593659	4208306	1314602	819869	56172	43538	91923	89533	88453	150684	91178	5697	1045	0	1331137
LT109231RU	8252	696	1529	3612	9816	18572	21053	41024	52569	54267	41788	37332	37612	49420	46524	56465	143756	512691	137490	938141	845253	2624404	807773	686532	31778	27634	42985	38323	38790	42359	24980	9102	468	1	863248
LT173597LL	18026	4484	3819	6355	20936	33998	38786	59921	70887	67309	60895	65096	77528	85210	82850	96430	283069	1238718	191059	899033	745459	2118309	742725	664578	71662	68718	59838	51889	66256	45781	35263	21514	466	0	1267963
LT285906LL	2547	264	611	2006	6355	12322	17736	31121	32526	29019	22992	22749	20308	21456	22314	20648	23175	65062	49942	463492	352570	1126998	335935	201349	10549	8863	15813	14047	16554	18173	6465	1293	164	0	153198
LT075462RU	2999	520	1474	2002	9412	19591	16996	33362	40556	34544	28603	25961	29328	38119	40650	48661	78583	452015	105566	1371438	958151	2834323	752602	610407	24051	21491	32316	28417	30838	29342	21009	10968	228	0	404563
LT016556LU	2735	413	1007	2206	10204	20426	23669	37610	38796	40966	34480	33157	37770	41966	39556	43768	154052	988852	95662	820290	625643	2185656	517626	436814	20368	18715	28238	32403	41137	35941	26366	21207	210	0	668236
LT171097RL	2736	365	1211	1516	5450	11914	17939	37499	38499	35901	26499	24168	28631	34472	35569	40325	39968	151024	92120	1198096	775412	2236168	732805	450314	20255	14971	26672	25965	25934	28119	15573	4673	261	0	234605
LT297451LU	2011	339	758	1497	7160	15370	22223	40974	42389	52476	36010	33954	33697	37966	40888	43840	80097	529316	88129	871633	665711	2170894	574643	390091	20138	19435	26201	26841	28545	27131	21163	9219	545	0	323936
LT120371LL	4634	874	1744	2620	9432	17014	18758	41923	43312	40462	31469	29521	35737	52006	43101	48597	44077	100552	97303	1186119	873605	2674089	754698	762061	34129	22401	39045	45570	46313	50320	26429	3941	427	0	333432
LT076421LL	4814	3105	3370	4622	13302	26902	32391	51039	50481	48763	44686	44321	44467	43396	46746	48227	160293	1175413	95488	791438	616308	1895225	512484	390131	22655	25538	30267	28459	33451	30893	22350	18802	646	0	990311
LT285671LU	2702	413	934	1990	7304	16094	25160	47097	45634	52515	39319	37385	39102	42483	46212	46871	74124	449532	92085	950107	774443	2579632	629695	472806	22232	20939	28691	30785	34226	32342	26935	8533	341	0	336376
LT076617LL	2449	562	924	1397	5879	12379	14712	26447	28620	29250	25521	24715	27324	32986	30432	39974	126167	778825	103310	857013	593740	2046262	489757	310395	16391	17608	20181	18813	21929	21396	19854	13421	260	0	626571
LT236519LL	3844	987	1436	1725	9032	19638	20898	28529	31928	29270	28545	28681	32578	41918	37866	50635	251666	1866403	175415	548758	498157	1576960	406101	356642	23542	40685	36500	30419	51434	36551	38809	38898	262	0	1694208
LT012861RU	3402	439	876	1921	8532	15540	17660	31945	34232	31014	26362	24977	29912	38122	35779	39788	43596	191366	81092	947233	798747	2581636	623831	464136	21995	16732	32639	37078	33376	35961	18562	3796	177	0	254644
LT196309RL	1867	252	661	921	3428	10308	17929	39161	43284	49445	41486	46207	45450	44648	53146	45976	98349	655805	101134	964494	671978	2642517	554718	530417	22753	23662	28796	33368	41000	38114	17045	10568	298	0	326244
LT006946RM	2414	436	1369	1280	2500	5941	7082	18865	27356	22195	20294	19598	22929	34803	30056	36465	56410	206900	83287	995791	635951	2057547	620471	438546	19852	15962	25434	26423	26779	30567	16900	3926	243	0	361127
LT007392RU	4173	475	2409	901	3979	8738	6327	19716	32460	23139	18588	15442	21117	31136	24842	33303	89769	406194	113494	1280083	901573	2844647	700023	411380	21480	19372	33430	40334	36783	30312	26375	23911	325	0	422237
LT005419RU	2245	284	1042	991	3554	8440	11210	20819	25991	27865	24327	23553	28414	32242	32218	40501	169282	1226232	105970	836708	658866	2122533	564056	504000	21669	20539	27281	27943	42776	26356	23733	23270	224	0	829889
LT206010LU	3711	706	1399	1112	2763	4491	3636	12721	19781	12350	11568	9131	12682	24475	20256	30543	39766	185491	72770	860382	784626	2576158	788196	549548	26432	22075	32340	32346	30662	29374	21120	5947	136	0	315180
LT078347LL	4896	2861	3092	3011	4462	7617	9556	13867	17515	16731	18142	16491	18120	22353	23586	35831	177644	1371781	102998	664736	518856	1995971	480731	355792	19528	22941	25233	23092	32482	26270	25754	20802	552	0	972968
LT213352LU	3113	614	1348	1187	2763	5207	7205	20671	29042	22814	20632	21195	24678	34551	34211	41578	68187	337590	86847	992531	794849	2627073	692935	538138	23411	20348	28351	29705	32941	28838	18833	9680	189	0	420315
LT277811RL	3572	1005	1076	11829	3207	6619	12717	25521	32262	39318	33943	38259	42349	43485	53771	58335	221440	1917595	117932	504533	409311	1638843	367593	440676	30312	40403	34728	34415	48199	37964	25385	22432	566	0	752386
LT071706RL	5105	871	1898	1266	5525	11575	15191	39189	45163	41881	33120	32571	42647	60712	55065	49557	48990	84292	122571	1557617	1042981	2674291	728694	639424	33562	30158	45855	61592	60846	100799	63244	3529	547	2	409260
LT141224LL	4064	383	1753	593	1380	3251	3188	12705	18426	12280	11662	10351	17011	29424	23777	33424	24402	49192	78550	1092508	813615	2320129	670192	598689	23256	13625	26256	29647	32321	26186	14936	2183	182	0	208132
LT248906LL	3722	1677	2410	6755	17229	31189	49842	86218	79649	97878	67701	55025	51923	69052	51456	53147	73442	206607	146421	1241308	805571	2033834	517232	353132	28360	24481	33739	38441	35961	46072	30456	7354	1430	1	429546
LT197511LU	5858	2562	3616	9560	22457	33196	43712	85469	88732	84506	75017	64957	64636	80619	70324	82815	168864	532536	145947	935503	840658	2326742	621037	470711	38617	40270	46538	45882	43879	38006	32480	18115	680	0	744283
LT242161RL	3961	1739	2670	9019	23923	45284	72578	129092	114894	120495	82439	71054	63648	69811	64631	65180	126141	423577	158070	1147119	824918	2446977	650515	547001	32914	32129	36581	39697	39563	39538	29357	12639	879	0	721997
LT106519RL	6633	2721	4297	20668	24431	39305	60334	107717	96154	91492	71475	60774	58521	83920	63813	77681	151118	505749	200642	1382413	1107188	2662003	897109	611935	35135	51831	43841	42942	50246	41193	50143	13961	663	1	593301
LT0249481LU	1694	610	903	2996	6830	10634	16305	30711	28908	26880	22044	17906	16859	23750	17879	20102	30501	92168	48835	441594	314481	794235	240938	193888	10425	9510	13785	14539	14165	12379	8198	2836	163	0	217646
LT150981RU	5436	3459	3785	7121	18251	25998	24320	37964	35915	31097	30223	24368	22043	31384	27788	52769	414618	1753931	145349	650120	468418	1408268	341471	232921	15088	21268	27560	21401	33615	32791	44046	27192	471	0	2325653
LT180758RM	4678	1993	2804	12818	31458	41727	42487	61361	57761	66858	58040	45960	48532	68475	48794	52843	119064	434380	149048	1162595	821953	2618915	527182	345804	23843	22079	35362	42154	43427	54847	40589	11112	650	0	612129
LT076181LI	7831	3110	5057	13793	35412	53253	47306	73993	67704	65050	71042	61637	65174	90096	52931	63868	78332	187757	133841	1005097	1039061	3131823	876833	898760	38740	28001	39392	49593	46002	29322	24373	9122	323	0	476244
LT062121LL	3051	1377	1815	4711	15681	29207	31057	43268	38193	39926	41302	34694	34411	43257	33635	41926	245458	1074978	161738	690173	539016	1699302	396342	382100	20213	32378	24911	27371	40729	29163	44348	27838	418	0	1211312
LT037710RU	2713	1067	1803	6140	15776	25961	35197	57666	53340	58111	42638	35959	34020	40516	31789	39931	60028	182276	92609	614570	530566	1552403	410141	299832	19825	17263	23539	25182	27822	19620	16953	8121	802	0	322407
LT246994RU	3514	903	2364	4119	11085	20257	25736	44325	44481	40912	42953	34298	36962	49442	41551	62960	253923	1101303	167420	834525	658645	1774214	508347	380505	21601	30339	37194	29729	51572	38595	53610	38096	321	0	1446642
LT165114RU	9177	2575	6757	10174	35505	53031	49743	102844	90585	78541	75287	56661	63241	108456	60741	70240	78593	180535	133061	927130	857261	2643982	830091	949947	45800	36647	42903	48889	52755	41905	29020	7821	914	0	730873
LT288719RL	7203	2217	3492	5928	17076	27396	32682	64171	63410	62283	56866	49662	57425	74166	56954	67557	93773	271898	176088	1750951	1086827	2676401	786383	624954	45652	39818	44947	46639	49007	37746	31021	14056	1004	0	746665
LT280646RU	1660	516	1389	2110	5381	7422	11241	27226	24924	21701	15665	12689	12696	17689	13098	16430	14590	31093	35860	353687	241108	745541	198366	218032	10655	7222	9483	10182	10806	11156	6168	1258	209	0	79754
LT012933RL	4826	1361	3023	8340	23352	51708	92462	161965	143396	146216	115733	102821	105876	97178	89647	90304	140992	419035	156158	1174191	874114	2446375	682139	768984	46044	41277	50419	57041	54108	47317	35590	21947	1633	0	930990
LT176510LU	3829	2792	3076	4091	8416	13637	16685	24292	22842	22682	19310	17095	16498	19256	17373	28303	233964	1172522	85912	157796	129535	391565	96859	85294	9237	13024	17252	13283	21029	19372	21841	17235	662	0	1659173
LT032411RU	2845	794	1780	3832	12748	24008	28785	49489	49879	47800	46870	38237	37445	41862	39007	58787	349549	1292022	124855	757633	680785	2258416	472955	337403	17407	20979	24918	24722	30740	24507	37902	26067	620	0	962563
LT087826LL	7550	2143	3928	10272	22301	36796	66550	154736	138811	140331	121489	96169	89120	85481	82968	88698	146204	582885	226379	874418	731167	3005887	824810	501478	45259	62394	64469	63713	65871	78782	47934	12246	1858	0	1325880
LT118064RL	3148	843	1726	2831	7982	12993	15585	29948	34204	32870	29715	23608	25567	39627	28667	46740	198589	792605	139185	594583	526737	1488109	452379	347277	19005	44793	28881	26601	44330	26120	34872	26931	177	0	1405449
LT125521LL	3742	953	2168	3662	11010	20518	26946	47110	40934	44145	41168	34060	36441	49632	40131	44378	63743	192379	117019	870525	672784	1797979	499119	495520	23754	31196	27021	29288	33994	46303	92801	7571	686	1	389865
LT062141RL	586	158	230	278	778	1365	1928	4326	7804	6317	5875	5310	5568	8170	7083	12181	33637	117845	24675	239744	181408	644543	182212	112209	6426	7267	8373	8162	9997	6830	6425	1994	179	0	97123
LT030151RU	488	119	256	290	813	1841	1793	3517	5379	4085	5087	4975	6058	8295	7941	13963	43488	165509	24256	225524	167371	663856	164046	126265	5111	4480	7245	7192	8558	6591	7537	2231	46	0	104764
LT119682RL	533	136	305	312	815	1775	2500	5779	9434	8447	7384	7074	8042	10872	9315	13888	16288	43294	33372	347627	232781	696094	200482	144489	7545	6472	9850	9653	8553	8066	5577	1323	128	0	68319
LT273284LL	380	107	175	200	797	2158	2344	3238	4217	4817	4654	4652	5057	6078	6889	11349	116113	491988	27533	151452	123973	513626	106295	90269	4818	7520	6986	6277	8135	6904	9403	3649	141	0	316337
LT233821RL	751	226	450	276	1040	2122	2513	7190	5942	5678	4699	4238	5352	8466	7109	9289	13423	37225	22459	248612	176820	599093	144005	169780	6129	4613	6978	7689	8848	7025	4999	909	140	0	56265
LT017811RM	366	98	170	269	871	2312	3754	7188	9391	10447	9004	9145	10029	11873	12277	13614	47905	176694	24596	196015	151144	445681	120582	64236	5116	6583	8995	9691	11926	17108	10636	2269	198	0	163122
LT108067RU	641	154	260	280	806	1884	2009	4119	5524	5578	5215	5694	7589	10453	8191	11243	16470	44219	23849	283354	195210	690553	174397	172004	7202	5756	8408	9146	9994	7651	5698	1199	95	0	82815
LT089958RL	467	174	221	384	948	2262	3737	7453	9173	10232	9091	8852	9248	9500	11737	13167	60234	229427	23012	201083	133445	450218	127065	93813	5801	8941	8985	8539	11367	9885	7439	2703	113	0	125686
LT259072LU	415	120	234	270	695	1649	2976	6995	9112	9476	7589	7844	8246	9697	10200	11333	13081	31364	20767	212850	148463	446480	128538	99377	5948	5840	8352	8343	9591	9943	4795	1139	147	0	48745
LT166111RU	2491	793	1182	1065	3768	7309	10429	17764	22914	22745	20834	21359	26516	36189	34626	44696	111181	364743	99409	1117502	733710	2156093	634278	586174	27489	23859	32032	34921	35747	39157	65494	5314	680	0	260300
LT139691RU	4727	1123	1888	2492	6607	13357	17725	39750	64306	49886	41320	38432	47395	57843	54404	71773	135880	434978	138648	1177171	1060882	4003145	941904	653589	35602	39157	57146	57635	65578	49081	36884	8116	868	0	662958
LT096554LU	2467	675	1111	1608	4075	8058	11337	21175	23833	21820	18576	19819	24181	28357	23516	26572	37133	105744	61537	738658	448836	1523771	424075	414993	20276	13970	21761	24996	25454	17155	9923	2626	414	0	202919
LT017275LL	3431	685	1051	1650	6978	16741	17055	29083	33354	36581	30199	27758	31264	33511	40882	75432	837854	3356655	165296	1076181	703356	3040177	606153	410492	21775	31745	37939	32555	45398	38510	76904	24372	531	0	1418181
LT079487LL	4482	1203	1898	4014	10118	17181	14554	20353	24145	21593	20791	17414	22670	34663	30721	47958	236490	864800	123818	1204603	816592	3208772	679720	420267	22377	22141	38882	44410	48650	39372	38519	7932	373	0	835818
LT142933RU	5714	1306	2561	4860	5928	12882	11139	24345	36230	24984	23704	18504	23410	42243	30402	60604	143798	512619	116154	1420976	801427	2534848	809905	717055	32102	29204	43453	38085	41641	39623	31582	6369	550	0	988930
LT024857LU	3342	936	1276	2732	8848	20501	30204	57039	66362	77237	59467	59046	61730	60941	73491	77455	350999	1343273	146666	836268	663931	2974898	658252	489821	31428	48122	49933	51896	70222	58010	43783	9441	681	0	954345
LT222755RL	3422	859	1771	3430	5934	12141	16970	39430	51470	38491	32703	28238	31411	52439	40250	58762	71252	213053	101860	1091018	812813	2536849	841540	625236	29005	26435	41070	38859	44874	38131	22140	4245	528	0	429816
LT072789RU	3667	971	1549	2143	6788	13028	12069	22958	26172	24728	25076	22003	25741	40141	33203	51560	252057	1034168	98090	699785	556476	1959939	457756	619018	24862	23507	26210	24144	36331	28441	39473	13392	340	0	907714
LT197381LI	2098	466	872	1198	4318	9309	9164	17418	21681	20691	17674	16778	19029	22733	23862	44184	392722	1593744	99879	464376	419000	1524006	354876	216189	12573	17525	19850	17390	22642	18934	21978	6836	316	0	1399261
LT262371RM	5957	2096	1983	2912	8414	15075	18021	34784	45359	41335	35204	34968	41013	50535	50750	64978	243500	898428	126429	1156706	784098	2666145	714138	705614	39724	38855	40851	39580	54474	42415	35508	9722	729	0	872652
LT264283RL	4610	1153	1718	2253	5545	14799	20804	50627	62756	65847	61533	59978	68533	69613	81387	78604	136243	403068	182837	2117890	1333864	3989339	1028309	771516	45816	47879	66050	79010	87275	84293	50489	9749	832	0	800466
LT190004RU	2180	461	904	11845	3485	9319	8673	14805	19098	18780	21234	18324	22419	29167	26357	47557	359041	1615840	123813	892555	549773	1753667	453384	478343	20450	22339	27977	25859	36371	27928	39593	19534	245	0	2340534
LT045399RL	3628	943	1336	1470	3822	9059	13722	29690	43370	42501	41877	40184	45934	49937	59820	65400	153350	496352	129358	1083939	894368	2725478	782223	565081	35431	41809	54452	57863	64031	50174	47982	12885	752	0	700748
LT177521RU	1959	486	922	718	2172	4441	5199	14146	21218	17937	15923	13613	14199	19813	18511	26198	41603	126522	56521	601016	448608	1467144	525219	336251	19804	15922	24949	27667	29397	22829	15159	3141	306	0	258287
LT158795LL	15940	3524	4521	4739	11006	19011	30991	85019	115709	110374	86870	69928	70320	95958	74563	89525	148724	427441	180966	958515	810169	3219813	1342527	697627	88008	86568	116322	101583	86031	97181	61542	12609	1436	0	2945801
LT083759RL	14162	4166	5329	3829	11128	16883	24668	69401	96510	108161	84839	74650	81977	115380	105482	113680	123415	220574	249732	2357132	1661505	4524429	1581255	1236706	110969	91052	112049	132569	140095	110480	69413	11850	3209	0	707017
LT280851LL	2722	732	1071	1105	3101	6954	11178	20211	33730	30506	29324	28388	32217	38688	41471	58323	271398	1074717	137639	876929	704236	2369986	621433	482683	28578	33176	36520	34648	39266	40102	54649	18935	582	0	1620893
LT235441RL	3098	488	1172	1022	2756	7378	9848	23227	31833	29515	28811	23118	26186	38741	36477	53645	122525	401804	134359	1686872	1076855	3224511	1015362	778893	34285	26763	42193	46533	53404	41012	35533	8187	532	0	987123
LT169564RU	3029	399	1264	916	3421	8091	11709	26435	35083	35028	32550	31773	33330	34694	42642	49598	233526	903874	114221	1120919	732756	2180247	594468	434655	20775	20685	34877	36756	42828	32063	32530	13543	236	0	753248
LT126293RU	2874	530	1053	796	1992	4212	4616	12375	22675	17083	15946	12501	15703	25130	22257	36959	34829	91199	118375	1615156	1031322	2371274	782611	389516	25762	17844	29641	30644	37803	27087	17486	3168	320	1	241623
LT084808LU	4869	853	2086	2215	6677	12868	11423	24969	38709	38291	35376	25728	35216	49470	39682	61165	79987	240629	142998	1777695	1163605	3198914	1188422	689077	35873	25744	45934	47968	47931	33756	30143	7905	325	0	817750
LT191618LU	5000	1003	1892	2307	4247	7184	9598	25073	34191	31939	25503	22178	25539	36614	37459	46252	49340	121055	105747	1315132	800702	2456319	682493	525947	28894	21855	38782	41565	40750	40082	20722	3335	484	0	340316
LT157856LU	8759	1109	2736	6502	10019	21033	31286	78983	93010	109493	92789	70777	67848	72300	74685	79348	90481	187986	130954	1144025	870347	3274235	1327722	853273	59821	54694	85898	92277	92453	96657	48388	7606	1525	1	1008916
LT055396LU	3399	705	1110	2195	7369	17421	31124	61563	71553	77850	58854	56267	54178	53939	65184	65474	139736	426938	145754	1676243	961289	3148177	846105	538636	33102	44970	47205	49301	54807	44158	27963	7569	627	0	557675
