1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
LT136415RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21513	29639	87579	58362	65729	521663	538102	1801845	595734	336305	10951	12998	21840	20346	22584	23592	19381	5711	35	1	115157
LT026534RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33221	38268	122578	65911	84053	965989	555090	1735389	469990	461033	13814	11737	20874	21503	26719	24086	27412	9461	26	0	105719
LT282562RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14270	26583	62860	43380	69989	745364	554717	1981787	556555	450068	14363	9129	21215	20521	18297	25718	18565	2619	34	0	119495
LT286300LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17158	28296	34379	41545	85976	1037989	659401	2050482	543687	352883	11073	6376	18752	18446	16210	16507	11020	1728	15	0	118396
LT284144LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19931	30932	29459	39657	64232	437146	494796	1546476	489818	378106	13491	10843	28615	23296	20857	19142	13703	997	40	0	164705
LT055841LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33009	40294	98670	60429	93037	871502	644373	2193472	456226	301545	11682	14725	24627	26861	26244	53988	36068	5702	38	0	192169
LT053283RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18902	25831	52522	43031	78770	904133	642987	2010356	569219	362331	10888	9327	19821	19104	18106	17200	14951	6456	42	0	114541
LT142159RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18960	22879	73002	42616	56572	657555	474545	1597334	443082	353639	10112	7860	18427	21326	22030	26039	13343	6847	28	0	109282
LT154455RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25308	28130	169630	101184	76524	670308	523988	1680480	435753	296521	10063	13658	20796	21203	22087	19495	23535	14215	63	0	133612
LT167891LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32585	40826	266925	112558	73848	567703	445010	1300594	376399	344288	12507	45320	33332	31300	39550	49336	174001	16827	82	0	253145
LT043343LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22449	33725	113891	63480	68652	718669	561561	2051717	481528	467703	12305	9341	21073	22703	23117	22542	17461	7412	28	0	127075
LT048637LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23264	27772	96970	51824	80306	844013	540197	1491956	289740	175531	8145	13655	18222	20728	18953	51921	36362	4896	28	0	151601
LT166565RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15538	27773	62747	46141	69184	581939	620874	1878221	676983	240283	9669	16671	27267	21338	19022	24766	22062	2225	45	0	156376
LT127070RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22351	32272	40636	49288	100944	989300	811679	2078019	680184	750005	25110	11090	32432	30865	26395	35518	18022	2459	36	0	295076
LT184347RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11698	19738	200759	78405	61867	476794	504613	1339125	370017	255067	8416	12835	16248	12911	14783	10221	17332	9921	20	0	115373
LT253677RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52445	55677	116402	84521	106417	851809	767669	2369472	638456	503453	20877	20011	40870	44061	44023	63029	37796	8140	54	0	401768
LT036383LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49422	46975	166256	109927	99472	849890	803574	2303780	654787	496601	17993	17733	33713	35462	42997	44937	26525	9851	44	0	332476
LT295133LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32176	38846	199994	125008	92706	837765	660085	1911100	499554	347123	14464	16770	35331	37071	38127	52591	38301	12287	50	0	364371
LT106561LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55034	52294	55190	76753	134949	1205350	1036531	2830553	741132	576249	21647	17716	42817	48862	46356	51093	22333	1755	127	0	436597
LT256221LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21494	31593	35937	45243	95222	1031514	760636	2015574	582591	553010	18010	11584	32895	33364	28252	35960	16175	1473	61	0	337197
LT172093RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8760	15413	34127	34007	46050	434039	410420	1096519	346046	279862	8952	6565	13124	13502	12350	13061	9297	2510	19	0	127780
LT180102RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24667	34515	68843	67422	116626	1079613	937038	2616336	770338	540829	17608	13723	32017	32087	29508	29440	18110	4605	27	0	279222
LT196199RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33230	58073	147751	101069	142107	1198879	1185669	2518766	791424	513021	17860	16668	38510	30001	25985	33730	32427	9556	46	0	241934
LT000379LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34927	45008	96685	98116	113421	1057133	990243	3388754	873133	835013	25889	21816	43349	44953	44322	42197	30522	8537	77	0	540697
LT058691LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12980	22657	73904	51711	56397	343602	575891	1200537	422309	191446	8953	15535	26010	14162	13489	12292	11628	3765	28	0	161484
LT130546RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35210	36621	109965	143484	80598	454105	510106	2208950	907344	464847	22114	24391	59643	50825	43539	49502	36757	7991	65	0	1025749
LT206871LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20474	20018	132779	68391	75740	820965	563348	1669900	449403	241915	9173	11674	16347	17648	20081	16391	15246	6972	8	0	184170
LT096430LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6665	9140	77223	32016	24014	195264	172247	521323	147921	111666	4025	4016	7516	6344	7043	6266	7398	4001	11	0	67654
LT144462RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43472	50392	95917	80533	125944	1224512	1005430	2889437	891894	613384	19671	14463	40931	41406	38688	36575	21493	9623	56	0	384331
LT047152LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65841	78912	88144	102257	195509	1563900	1545975	4118667	1139736	735060	35017	25658	80313	80039	72429	140628	84060	2706	118	0	1046964
LT109231RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29936	39212	136740	84668	100511	919434	823193	2566123	733514	639562	20042	16209	34938	31894	29889	35012	21665	7590	36	0	349429
LT173597LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48816	61271	259747	136684	109939	867350	707316	2050883	641363	589327	33947	32931	44606	39083	44571	32831	27780	17635	81	0	450236
LT285906LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14762	15687	19994	23983	43095	454895	341274	1097487	299700	185230	6184	3600	12463	11566	13361	16088	5203	789	23	0	99290
LT075462RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23469	37612	73072	62770	92206	1360705	944798	2779191	692730	581549	15710	11797	26551	24636	24013	25378	18444	10134	51	0	129326
LT016556LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22497	30896	148511	87189	71734	810743	615096	2147040	472905	410524	12853	10391	22460	28285	33292	30344	23458	20374	20	0	128923
LT171097RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20178	33062	35624	42436	82795	1186243	763031	2196138	669418	417999	12108	7106	22080	22562	20564	25140	13392	3830	27	0	108795
LT297451LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25252	32964	74300	62580	66705	856380	651795	2130582	531039	365530	10913	9328	18712	19559	20077	20839	17729	7661	26	0	87367
LT120371LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25847	39576	38318	45878	89398	1171999	858690	2629891	687739	722450	22268	11226	33223	40955	36959	45944	22810	2417	86	0	206654
LT076421LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29939	30984	152445	95956	69431	778490	601902	1863438	467223	367073	11963	13870	20608	19148	21655	21041	15625	15028	24	0	96965
LT285671LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28123	36362	68563	66076	71604	936987	761624	2538930	585370	445002	13546	11709	22098	25487	27098	27078	24374	7647	60	0	112093
LT076617LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17276	27110	120557	82382	68356	847907	582740	2001509	441299	286578	9379	11593	16161	15672	16518	15931	16965	12336	17	0	106203
LT236519LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22294	31819	243715	234682	67765	540985	489421	1553425	373296	334174	15320	30836	30444	25821	41842	26175	34243	37199	94	0	203646
LT012861RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20663	33709	39759	44827	69986	937936	787134	2537091	576034	432135	13852	9764	28597	34025	30801	32806	16313	2884	44	0	140156
LT196309RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37710	32854	92246	92818	73610	950366	658113	2613548	500573	507356	14208	11618	20987	26646	31894	31083	13710	9330	32	0	93926
LT006946RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18848	28246	52054	41984	71661	983775	622903	2016686	556301	411450	11858	7973	20091	21559	21258	25644	12967	2961	12	0	113485
LT007392RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17156	23661	85098	59690	100752	1268239	887406	2803459	604983	378048	12627	10955	28249	35690	32081	24656	23165	22954	69	0	217424
LT005419RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19668	26659	163698	94935	71263	827274	648258	2088748	512160	479290	14241	11818	20763	23017	34696	19744	20888	22250	19	0	110043
LT206010LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12854	24068	35792	36698	64287	852298	771997	2539134	728800	513498	16002	12085	26931	29059	24923	26380	18794	5188	55	0	156646
LT078347LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12890	21948	172427	129197	57266	657885	509782	1964535	442516	335404	11670	11024	17352	18825	23871	17199	19526	17413	25	0	81592
LT213352LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19949	32136	63011	49910	73321	981621	782186	2582662	636719	506029	14619	11483	23053	25738	26559	24784	16137	8743	34	0	120060
LT277811RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34348	38616	211260	161745	56780	488530	394354	1610331	326561	414763	16161	21518	23185	24343	34543	26696	20969	20281	44	0	134871
LT071706RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38807	41511	43943	58887	113987	1540852	1025904	2632699	633781	601265	22337	19612	38608	55217	49143	93567	58544	2205	190	2	287086
LT141224LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12639	29154	21364	32131	75527	1086096	804696	2280076	612919	564641	15503	7446	23101	27531	22565	24428	13253	1694	62	0	147595
LT248906LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32862	37717	65165	74191	119923	1215581	779382	1992482	430883	314156	12110	10212	21778	26343	22902	36187	24854	4190	37	1	156620
LT197511LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43756	57129	155618	98289	115236	909966	811720	2267489	556196	422981	19693	19823	33098	34997	31621	27088	26337	15654	75	0	158660
LT242161RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40438	46511	116778	85324	118025	1121391	799900	2397320	577772	499768	16848	15778	25476	29295	26440	28390	23614	10096	37	0	143880
LT106519RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43735	55856	140248	116432	144225	1360276	1081850	2604822	807607	559304	20858	38499	35063	35906	31062	32206	44234	11401	62	1	226226
LT0249481LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11740	14745	28068	26255	40310	434514	306941	778091	215004	179811	5919	4369	10368	12091	10229	9862	6822	2302	12	0	51672
LT150981RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17847	25496	407421	156224	79743	641850	456476	1376178	306636	212290	8162	13608	21327	16189	22161	16814	35901	23601	27	0	113507
LT180758RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30119	38504	112547	80807	117119	1147837	805398	2582343	456456	313566	13027	12248	27536	34993	31159	45862	36343	9553	53	0	168247
LT076181LI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31488	46786	68378	73339	112835	990041	1021688	3093766	801958	849164	23074	16225	31041	42133	32279	23159	20782	7442	47	0	207486
LT062121LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21302	25658	239867	165599	76607	681446	529241	1676090	357665	359409	12504	23146	18233	22425	31268	17964	40369	26736	49	0	145346
LT037710RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19968	28764	54035	51977	71778	601110	515515	1520204	370818	270534	9414	8877	16644	18661	16213	13346	13302	6111	14	0	107118
LT246994RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25297	39617	246085	131587	95858	823884	645636	1738631	458945	352744	12795	18446	27939	23534	38870	23291	47177	36685	43	0	153789
LT165114RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41320	49302	67921	85583	109916	906769	835283	2606649	764334	899529	28612	20730	31468	39780	38513	33210	23731	5546	200	0	227972
LT288719RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33301	47926	81680	89905	148378	1724097	1055877	2614733	668455	567445	22262	19055	32123	35155	33547	27537	24715	11046	72	0	197392
LT280646RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8746	12566	12263	18362	31824	347287	233533	731080	176579	204591	6388	3163	7028	8104	7648	9096	4584	477	23	0	40205
LT012933RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58763	60223	125909	100088	121494	1133918	834224	2393788	605808	718140	23242	18002	29951	35538	35877	31491	27674	18226	43	0	187968
LT176510LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11162	12576	229055	186785	29589	151254	122345	381450	84032	76189	3609	6724	11273	7731	12279	8186	15069	13620	11	0	58445
LT032411RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23182	34318	342204	122632	86708	745175	665421	2220408	434548	312487	9063	12385	18002	18924	20975	13689	32960	24435	32	0	95749
LT087826LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54306	59878	130142	154939	108047	834107	699559	2968227	741497	432358	20193	29603	41181	41660	40567	58799	39280	7759	99	0	368236
LT118064RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17850	29696	193189	122029	71471	586997	515832	1460056	414107	320613	11654	36532	22978	21980	34139	15605	30260	25785	23	0	227958
LT125521LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25379	33971	57802	65657	82910	858373	658985	1768493	449829	465229	14573	22558	20904	24293	24668	39742	89009	6002	61	0	147934
LT062141RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4541	7812	31256	15883	20358	235683	176154	632777	166414	103959	3414	4098	6238	6571	7095	4911	5276	1471	4	0	20258
LT030151RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4437	9174	41294	18250	19697	222711	163182	650829	151078	119417	3234	2611	5905	6192	6570	4960	6636	2022	9	0	18525
LT119682RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5785	10120	14163	15154	30449	342423	226475	679469	178649	134107	3992	2780	7572	7513	6899	6341	4540	863	5	0	23414
LT273284LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4149	5456	113345	36200	16160	148859	120797	506288	95019	85426	2779	5311	5450	5034	5687	4507	8348	3296	3	0	23976
LT233821RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4473	6579	11737	12045	20155	246055	173512	591642	128527	163788	3900	2465	5583	6573	6027	5805	4261	611	19	0	20275
LT017811RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8011	8888	45564	16547	19852	191329	146276	435477	106638	58062	2685	3343	6712	7561	9143	14616	9320	1807	11	0	25258
LT108067RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4712	7877	13898	10995	20833	279731	190408	679171	156975	163534	4577	3271	6790	7829	7168	6437	4936	957	12	0	26456
LT089958RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7982	8059	57637	21987	17411	196472	128604	439074	112715	87776	3075	3930	6175	6350	8378	7215	6240	2286	2	0	16088
LT259072LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6606	8167	11174	10408	18010	207808	143203	434681	115934	92497	3076	2319	5990	6158	6714	8201	3805	729	4	0	18223
LT166111RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22385	29164	101018	71461	81379	1102995	714560	2118129	569218	558609	16220	13133	23510	25825	24681	32283	61944	3909	141	0	77303
LT139691RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34780	53980	125830	81718	117693	1154829	1034752	3934203	859633	605491	19515	20045	45691	48584	48064	38951	31794	5965	51	0	215448
LT096554LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15978	19391	32301	32158	54820	728055	433941	1493311	380690	393169	11220	6060	14164	16326	16358	12164	7892	1780	77	0	72373
LT017275LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26420	32663	814933	291972	103130	1062417	685759	2990789	546371	384073	11867	20840	29477	24485	29604	18425	70710	22596	37	0	136751
LT079487LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19658	29469	225793	94052	99646	1191645	798288	3158069	606157	387738	13524	14350	33670	40280	35826	31743	34609	6944	63	0	185163
LT142933RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20394	40689	132707	74614	100083	1403821	777541	2485159	742071	678102	20083	17029	35111	30901	31373	31410	26928	4304	40	0	212060
LT024857LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51891	48138	333473	162774	89376	812087	637849	2925308	586518	454400	15893	23782	33757	39785	51267	41819	37207	7144	43	0	164565
LT222755RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26349	43854	63705	61561	90116	1071528	789571	2483041	774599	588271	17135	11864	32161	32222	33674	31846	18213	2629	50	0	155554
LT072789RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21810	29812	239550	141268	69283	686966	539208	1920166	411488	596433	16557	13086	18962	19129	25829	18288	35595	12181	48	0	116158
LT197381LI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14837	23543	380702	129785	55369	457637	410836	1495371	321461	200644	7304	11679	15935	13930	15541	12235	19103	5959	25	0	92575
LT262371RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31113	41743	228560	101571	99628	1135663	759276	2612453	632732	662554	21636	19845	30082	30225	31764	31689	30210	7660	56	0	169040
LT264283RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54353	59359	124287	105252	151595	2088377	1302669	3919503	902548	719036	27129	25698	50477	66547	65571	70667	43215	7030	54	0	252413
LT190004RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15915	25103	349386	168474	78240	885921	540222	1721158	409285	457655	13953	14192	22777	22001	26892	18284	36011	18407	58	0	121255
LT045399RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39278	48287	133744	88000	102444	1064176	872973	2672776	714502	524954	20230	21269	41075	46743	46406	37379	42105	10633	85	0	153561
LT177521RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11936	19445	37568	30931	49117	590700	436307	1441302	483001	308186	10960	7802	18213	21549	21058	18031	12194	1971	41	0	87990
LT158795LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48373	56209	127476	107002	121473	911545	758900	3161981	1238083	580181	36250	33928	90757	79119	60587	76087	48668	6395	122	0	563833
LT083759RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72216	80834	101769	131077	212890	2295062	1598226	4424554	1391965	1123720	62757	42867	79452	102036	97646	84656	53887	4861	596	0	380795
LT280851LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24807	38257	261042	128489	79317	862426	686749	2319301	570490	449045	16566	21370	28299	27731	28417	25245	49924	17146	35	0	165974
LT235441RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21579	40298	115435	72643	117596	1672316	1055951	3162051	925659	730496	22183	16143	34278	40323	40124	33273	31512	6659	62	0	197703
LT169564RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26128	32991	224922	99411	86174	1107702	717662	2130290	538167	407814	12642	10850	27528	30282	30423	23352	29242	12499	30	0	139087
LT126293RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13332	30645	30832	50171	112094	1602856	1013918	2315290	684597	350968	16172	9643	24716	27047	24776	23625	15032	2279	43	0	110485
LT084808LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24155	49886	73916	77578	129697	1764939	1146514	3142779	1094891	631857	22121	14999	39118	42829	36555	27838	26472	6347	56	0	261245
LT191618LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23972	37954	43959	53209	95916	1300868	781960	2400705	610793	485893	16727	10772	31140	34229	30928	34439	17446	2124	150	0	170301
LT157856LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52565	58157	77092	79373	98227	1105275	837599	3229290	1233462	761277	30167	22682	63535	69286	62891	77188	40097	3338	104	0	609319
LT055396LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44037	46626	129715	82053	124443	1649786	933210	3072778	761745	497762	17431	21975	34584	39598	40337	34933	22576	5482	34	0	193182
LT205707LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34391	46056	164483	88832	122115	1550980	973791	3053235	663513	668732	22713	18074	39763	44092	40361	40746	32455	8608	83	0	235112
LT028264RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16739	28640	250327	116906	74200	956368	581981	1858810	561904	544718	19422	14120	26715	25654	24223	16565	26500	11160	42	0	178273
LT157177RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24335	31883	175686	90875	80708	860893	618809	2570669	737972	492500	21319	18947	36768	39040	35596	40079	38975	6333	74	0	371034
LT059224RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48287	67386	164717	102726	111773	1093210	786729	2548047	604887	530517	23098	28271	43708	48128	47967	51943	41797	9631	62	0	305743
LT223106RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20573	29763	261752	115932	77341	902186	630028	2203493	606108	365215	12332	13826	26183	25172	28245	19465	27237	11533	31	0	154373
LT251693LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31907	52587	98253	79609	126870	1602931	1085151	3371738	882429	659026	20479	15834	36973	38657	35671	34988	35371	7018	67	0	224113
LT197821RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36772	57184	114620	101282	136247	1180051	1095045	3286585	814120	476586	20922	20846	37287	43741	41502	35137	29922	6650	74	0	215637
LT277036RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25363	33235	436167	161106	96649	823573	695146	1693194	419978	311435	13498	24146	23490	23059	31650	20435	46754	27103	34	0	144687
LT130603LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4753	9109	78794	38947	23102	154903	163533	479803	137849	88970	3485	7102	7669	6757	7507	5267	11376	4993	11	0	58494
LT013743LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25797	42412	104432	76991	111654	1238512	1003667	2527138	830048	539925	17140	16282	29228	26424	24550	27460	78670	4785	64	0	140857
LT243794RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17995	33901	173082	107672	92867	725701	725134	1927929	593392	417827	16096	21163	30628	31059	32006	27768	32097	11783	37	0	214626
LT184772RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51469	52779	208143	139739	89498	411669	513801	1932895	811079	471317	24219	27044	42902	45423	35999	33772	52226	10405	314	0	474924
LT91552LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25036	46346	57436	66847	128045	1286852	1022496	2581936	723598	643869	20678	12401	36157	38386	30861	42192	22678	2460	84	0	200349
LT122336LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36765	58690	151998	113288	125602	1032340	1123602	2945385	916275	701719	22136	20442	36818	36380	37112	37181	30512	6030	50	0	195374
LT220968RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48213	60517	73266	90309	151131	1326894	1257537	3561160	1067821	742926	25617	16638	47905	55967	54140	47604	24153	3168	140	0	233052
LT141870LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18620	27124	64878	46764	59040	518961	440527	1184011	336830	290167	9973	8135	18168	21176	18992	24544	16904	3476	32	0	99663
LT069585RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13425	15467	395917	126425	44956	208972	182277	644153	141211	92160	5682	10329	14819	14363	15245	23233	29420	14647	39	0	153624
LT168204LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24723	39657	111898	81344	94966	749549	823888	2425752	815340	666345	21560	16400	34567	35514	33385	30684	27045	10506	46	0	268975
LT028044RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32757	41791	132319	107583	118444	1063498	846690	2716158	582127	438808	18463	19248	36531	39361	34890	31217	26886	6650	70	0	283720
LT077800RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25690	33167	227418	107502	78812	683646	592820	1957753	518785	381496	14259	18273	24417	25725	26170	23197	32390	10328	39	0	213153
LT123313RM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26904	28704	301780	151084	84286	702743	559577	1721276	331490	245191	9485	13392	21191	21928	22738	22779	27114	12431	45	0	166455
LT296771LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27847	41727	74664	58006	93172	808143	751538	2082579	563952	419757	17386	15020	33726	34454	32353	30562	21442	3926	54	0	263779
LT234205RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43982	61564	483099	196121	155475	1271909	1000431	3101956	605615	450144	26654	33795	53602	56690	61515	55162	62838	27939	90	0	457361
LT066309LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26199	29666	295928	97015	87973	849904	582215	1681818	293036	164028	8272	10384	18786	20726	25305	19256	26821	13220	28	0	146440
LT111643RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12983	20810	86247	47894	51228	488448	406332	1059134	302178	236276	8580	6327	14519	13273	12252	15379	14873	4611	20	0	115065
LT184901RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7913	12193	146551	62174	33602	230881	209149	571892	167045	121228	4694	7213	10255	8253	10342	7420	16054	12759	19	0	91112
LT072387LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27154	44109	51472	62843	104366	1238709	1042321	3098105	924680	659407	20399	12843	33065	35028	34725	29579	22105	2511	49	0	115976
LT258372RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28330	43134	338154	202516	105846	948110	892915	2677929	937182	833828	28318	32524	44228	37974	42532	29703	37988	26704	69	0	233294
LT230415RU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15345	23637	33868	33160	58440	622157	543088	1794739	474252	355273	11324	6168	19650	22331	22463	25524	12712	2463	43	0	71057
LT203446LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28221	41458	130530	86691	92651	1106164	866164	2703900	828271	529239	18221	15045	28843	28338	30614	26500	22682	6719	25	0	111481
LT044225RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27388	36114	202961	119128	108285	1209819	972385	3125086	791509	565990	19890	15976	31791	37561	38862	30652	26057	10575	87	0	127611
LT253371RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33175	52214	445380	230558	163230	1795810	1448157	4989437	1264814	925424	30304	26145	47671	53097	57805	43817	53067	20024	105	0	193820
LT095342LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31169	34689	68888	73623	124297	1790945	1268755	3718730	633926	489022	15476	9055	23012	28846	29092	24055	17891	2664	73	0	93435
LT067200LU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28224	32619	86418	77253	76582	769886	701677	2125237	590020	419575	16761	14231	31190	35641	38348	40513	29354	5715	54	0	129463
LT041389RL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9936	16430	35555	26881	38786	406556	347743	1120544	340846	277328	10045	6408	15317	17610	17566	17095	12201	2542	37	0	76596
