ID	LT001098RU	LT002501RL	LT005419RU	LT009099RL	LT010491LL	LT012861RU	LT017275LL	LT020426LU	LT024952RU	LT024967LU	LT025997RU	LT028427LU	LT030041RU	LT030151RU	LT032411RU	LT037710RU	LT038075LL	LT038591LU	LT042988LU	LT043343LU	LT046103LU	LT050246RU	LT051568RU	LT051993RU	LT053283RU	LT058691LU	LT059224RL	LT059865RU	LT059975LU	LT060406RL	LT070403LL	LT072387LU	LT076181LI	LT076617LL	LT081077RU	LT083759RL	LT084406RU	LT084808LU	LT089723LL	LT095342LU	LT100984RL	LT108067RU	LT111643RU	LT113005RU	LT113077LL	LT118064RL	LT125775RL	LT126293RU	LT126327LU	LT126571RU	LT130350RU	LT131432RU	LT132625RU	LT136415RU	LT139051LU	LT139691RU	LT140046RU	LT144462RU	LT144769RL	LT145086RU	LT147658RU	LT148377LU	LT150340LU	LT150981RU	LT151920RL	LT152653LU	LT152979LL	LT155982RU	LT157177RU	LT158647RU	LT159988RL	LT160089RU	LT165114RU	LT166565RU	LT168204LL	LT169564RU	LT172093RL	LT175949LL	LT184772RL	LT185970RL	LT190004RU	LT192758RU	LT196677RU	LT197511LU	LT203541RU	LT211728RU	LT212777RU	LT213735RU	LT220968RU	LT223106RU	LT233620RU	LT233821RL	LT235584LU	LT238531RU	LT238765RL	LT242420LU	LT243058RU	LT244399LU	LT245084RU	LT262371RM	LT263636RU	LT271100LU	LT271679LU	LT273284LL	LT274443LU	LT277036RU	LT282467LL	LT284144LU	LT285906LL	LT286056RU	LT291578RU
MI0000342_MIMAT0004571	-1.21271836293563	0.625688962053615	0.685437303673509	-0.760547077920977	0.0509170004635785	1.19278295918537	-1.84619640145892	0.165175047871781	-0.751723859475793	-0.632917203858468	-2.94295953009899	-0.215065659420802	1.11755758243874	-0.493785092137074	-0.986014180555443	1.55478253463815	0.751537023698725	0.0446406641256327	1.05198716683182	-0.196999061298529	1.89692756390982	0.222460858231254	0.0575551750786278	0.466841319094434	-0.27481877950058	-1.4353266959309	0.0379596617354282	-0.0295486863364071	-1.56129383979274	0.189903694903455	-0.538213007442958	0.698202054777704	0.299343229555285	-0.0293807456404588	-0.948378033349857	2.8007553458092	0.173333799740531	-0.837626587523581	-1.18049040402424	-1.50968011990154	3.34786087174189	-0.659523401140004	0.812025660653636	0.00922091661330706	0.378055564303039	0.888005589428526	-0.659542054579203	1.49533123029312	1.16081818014961	-0.534591264830789	-1.03825125993605	0.145205925353285	0.230410117587175	-0.991327833250276	1.96911785589389	-0.52460423737099	-0.758825965669631	0.841790845807532	-0.196141979000536	-0.869023631054655	-1.37245907963959	0.221879914927748	-0.557450323933119	0.495964241519252	-1.28208882775772	0.34209321238453	-0.507025679820671	-0.229095228353187	3.25319601081636	-0.952308538185897	0.420386744789347	0.91774201411778	0.90338496978149	-0.873288862486737	-0.562774235170611	-0.396274435689406	-0.248246239109588	0.984264899870688	1.90326242243779	-1.91926134875774	-0.530857190792107	-0.630010838069026	1.57599324201681	-0.181767805872085	-0.822367614342582	0.300531469664626	0.357274716616697	0.858375087368394	0.327870189647458	0.298615952821322	-0.051247734622138	-2.94295953009899	-0.0951214803376711	0.370416045359301	-0.202504764937929	0.628112549017148	-0.35166467320465	0.306908849593441	0.00604513254544429	-1.48198498118781	-1.06929292699783	-1.0170568336936	0.121302646231208	-1.46936041385576	-0.272531248788519	-0.846149303346495	-0.234404161078943	-1.0693253033692	-1.68579853138944	0.375092125812916	-0.316090809865691
MI0000342_MIMAT0000318	-2.7536128500198	0.63730681010565	0.156080131896107	-1.38464448866881	1.03726105035176	0.620057510740653	-1.41934104066702	0.339985274655077	-0.530572781266055	-0.414713362055056	-6.26159528643699	-0.303795953101668	1.8497317919207	-0.35941244638243	-1.17692829098363	0.764057648222267	0.886622080477516	-0.458962650082309	0.949325566268935	0.144297921335336	2.10329686544518	0.782040488614085	-0.0476287251661666	-0.249939524945865	-0.290199302559774	-0.590997992445797	-0.625583164409206	0.156501390949417	-1.39451608575995	-0.722476802662906	-1.27997924238658	0.559848393067647	0.242540944170812	0.837162612948514	0.30476348893223	2.8098382602913	-0.146411781664469	-1.00513380114504	-1.82222435453866	-1.97863229764302	2.82420823154997	-0.37378664960322	0.358050540979071	-0.0663395201117431	0.119355591585732	0.48500869758882	-0.337098633053746	1.47385631332313	1.05371234221968	-0.288026850049455	-1.10119327580544	-0.415606847063735	0.216758312981992	-0.857070348397547	1.26373219449771	-1.15566100031019	-0.663655226121332	0.745693302294199	-0.923339284144124	-0.850061308470875	-0.0150610495882467	-0.182752580991896	-0.522920392083674	0.0330315458791999	-1.54892395583038	-0.941580605933923	-0.72187752496794	-0.100474003783617	2.25106942784696	-1.07974931018247	0.0315712597190213	0.321912435694219	1.17050941012695	-1.2135745775842	0.502168103622301	-0.817432049289442	0.973412062205372	0.373797616652613	1.67961879773668	-0.0923871932642531	-1.81801136635277	0.451365056376235	0.581466669518502	-0.284710600633024	-0.479952043168094	-0.793940879196853	0.916168466212672	0.345410455771394	0.564451561249904	0.0248124691865637	0.469654416481868	-1.60256913135241	-0.0680430552934412	0.466716200964108	-0.13757665993916	0.611063266201205	-0.862362415013617	-0.230534569100385	-0.263519610134704	-1.23765267531129	-0.595927494099158	-0.121625707464553	0.275438910513926	-0.601872642008724	-0.0511922050368192	-0.52740067559629	-0.330675729947536	-0.348429792413031	-0.414229736418156	0.0492089366196256	-0.25146998327798
MI0000737_MIMAT0001620	-2.05057622633916	0.0326109725681502	-0.116191832769403	-0.346876021414164	1.06806274165488	0.27700443915579	-0.669858005436083	-0.201855310271887	-0.170481867122585	0.166368244315578	-4.59860056210686	0.065816341390954	1.95902701442919	0.362681103720838	-1.22498615711434	0.0679185466877232	0.502955216580887	-0.540895965070092	0.393700318192332	0.510956211881686	2.05947946868911	0.144118169519734	-0.0719046255329732	0.0680811601377993	-0.927807826983118	-1.12858925782592	-0.571455863962732	0.676502180077637	-1.50273007567424	0.291056760123547	-0.587081161461195	0.772067279216934	-0.550316091238617	0.72529847266351	-0.729054617977256	2.0811319874268	0.494563300836488	-0.419275623631393	-1.87972043464819	-2.31095583099147	2.87089229096247	-0.971985142046596	0.375140250589344	-0.125023077325674	-0.0911338384824856	-0.4670401854622	-0.702999532562773	1.01162363142032	1.3612238557251	-0.36325535999203	-0.532063990647788	0.277559623817062	0.0233582138855717	-0.32044282735004	1.54567547382123	-0.663848665263162	-1.04818139435868	0.341645445633612	-0.166910217482039	-0.990308644322791	-0.314820632241204	0.240742964630914	0.0691566801896827	-0.126581582397485	-1.27035029251507	-0.528164139026324	-0.664494593531681	0.10329818676657	2.2482186562597	-1.46325491753663	1.18209755704655	-0.877483805182323	0.894732463845803	-0.811936973077494	0.838111295524733	-1.4956662062824	0.594455339690135	-0.124259314180131	2.01438213671954	-0.617305505823746	-1.61365839755047	0.108079018363114	1.32589083677441	-0.487093575680916	-0.662321813567324	-0.0532637720460068	1.54972689824523	0.747389249712079	0.242101738016818	-0.575429745736686	-0.356350443085372	-1.03003184356325	-0.203213794283189	0.261212926107087	0.853612759149434	0.40790251913977	-0.0220997541720966	-0.196280535283173	0.0277628787305451	-0.821154640500452	-1.14151376000211	0.0233341452146562	0.287485026115917	-2.25699185563969	-0.902882506965598	-0.327571752061282	-0.414963269434468	-0.862680806493105	-0.720481275194731	0.0999386153966996	-0.0634310005272823
MI0000737_MIMAT0000682	-2.68456129439375	0.556164755220225	-0.135518046917374	0.00459835627011183	1.27245885512785	1.17238911789124	-0.342038769922692	0.252063104365665	-0.491484562732364	0.0181111791559839	-5.74254468157531	0.352787953461167	1.87197317835457	0.719586118461769	-0.802314847533796	0.0437753306114154	-0.0262115094380387	-0.949536982159334	-0.625306094707959	0.354573275862505	1.44717665061131	0.393165622392259	0.0589422331748262	-0.149195499822557	-0.616773353476354	-2.65820447844588	-0.0933243387353299	1.49707461421275	-1.00209897039449	0.824456119409915	-0.976842626318568	0.384779983156611	-0.728166880926509	0.988794616513634	-0.442674300657722	1.61496132269627	0.530185845583303	-0.821374282639286	-1.33837279885749	-2.54826104659059	2.90306525396652	-0.218760497901531	0.220650595201873	-0.120845037484087	0.247981473409112	-0.142908400573185	-0.563545440187146	0.787282867186644	1.29722094155787	0.35801050260068	-0.505290868498243	0.279276972162744	-0.13511454479189	-1.67773307867849	1.67164457259231	-1.20841209444229	-0.862617261343714	0.39333458160913	-0.145324624577885	-1.21548815814029	0.140489304400025	0.944945491587396	-0.223990076613652	-0.423919356422318	-1.22115186438	0.250054859826128	-0.193640635794213	0.688010243890522	0.477575917827318	-1.16111971504826	0.217239509281397	-1.55630456339612	-0.439219056731295	-2.87815042254463	-0.0677297850893768	-0.413647766610815	0.429865322618737	0.3315609218441	-0.388281558257329	-0.238750021117932	-2.02685513749383	0.410379829737894	1.03897579305017	-0.384430433293773	0.0792907038577255	-0.240805101739845	1.52835040921284	0.452420731445781	-0.0156056647280993	-0.137334416413536	0.154669501077909	-1.52780918232883	-0.273573965527763	0.431288853407568	0.554058566009769	0.353341924223188	-0.654854655492426	1.09046041379377	0.459850955887033	-1.19858371865416	-0.393001171236491	0.215673600566358	0.817119714476319	0.328550306666541	-1.28547395535728	-0.547843776542902	0.271838059104182	-1.79591247810314	-0.258488971530282	0.0731869405670421	-0.615721753057251
MI0001641_MIMAT0001536	-3.11864606292404	0.566599947674219	0.632961078992036	-0.954376826868431	1.56836615695193	1.16374051645209	-0.510978452447243	0.118136257195458	-0.304161273110904	0.201299399613598	-5.69197872825962	0.301864296393726	1.94236259506426	0.36086529806928	0.0111373868244957	0.790729268185565	-1.38812158397116	-1.46351670722665	0.805088291659162	0.8792850027588	2.26690970060819	1.33363444190454	0.322607577972526	-0.987997484661136	0.0753817805036763	-0.749424405774162	-0.210790688465151	0.35376789673094	-1.0229118823464	0.414775394880796	-0.949618098230058	0.951184135546128	0.38060864570277	1.81902192954882	-0.0143649188203025	2.45915990266818	0.490840351790833	-0.271463889432212	-1.71879658343549	-2.31992859304239	2.1717150896242	-0.158370578908082	0.732784759104756	-0.626416684805452	0.0725177367068515	1.05176032541171	-0.445957094129107	1.76688423623237	0.781926631340935	-0.571962938282358	-0.538021810937506	-0.312710696095315	0.499623092073402	-0.824803693111541	1.21039416538181	-1.01194791379847	-0.263320781000481	0.492590228485514	-0.852460326642239	-1.12181327398445	-0.0195337140776035	0.294538449750597	-0.323976438495893	0.774101749758949	-1.59878009908884	-0.513175958985577	-0.450616012620917	0.247050563871063	0.653459052477434	-1.07468785726076	0.460455691877966	-1.96004459393903	1.09877808173443	-0.79777882351872	0.0946907922927381	0.0386651940951025	0.87246278341776	0.596731077685059	-0.733422438377595	-1.04814997736477	-1.32133150178096	0.659208144070818	0.632437943749974	0.262220827273636	-0.358600009795895	-1.14775875312325	1.00296195210785	0.855024576901809	0.0961969017198437	0.328941243187192	0.302576009583882	-1.02870142092436	-0.384610829626446	-0.00756943187078681	0.255067387997697	0.387855387027225	-0.811987413868507	-0.308063853785784	0.194894051594127	-0.993100242319744	-1.12992875718036	0.297602850867275	0.138645869885153	-0.063384329316905	-0.673198483792702	-0.525364395113295	0.0554929803460096	-1.0814762906332	-0.475133725553675	-0.0230137834690305	-0.0810715868119933
MI0003556_MIMAT0003214	-1.34631863059886	0.357678047650515	0.75819527369183	-1.03002286564796	-1.20049764717838	-0.273094021731843	0.0727435253024845	-1.34631863059886	-0.938719429553102	-0.421750726773991	2.22463118262794	0.409155184719995	0.260287222160539	0.548315625334566	0.814411247870466	-0.463550023296387	-1.34631863059886	-0.0663785833824936	-1.28253362050978	-0.0681715555763513	3.4240755962784	0.242391583463147	-0.455211172792024	-1.34631863059886	0.355560471816329	-0.317497945838076	0.101561198681288	0.579961406658741	0.901648672063274	0.610019686266518	-1.34631863059886	0.164068832378154	-0.124135834724534	-0.628590122595457	1.1215339802761	0.32512924182951	0.276542077167133	0.0292518663884041	-0.100105397343482	0.287027857761313	1.23073236514377	-1.34631863059886	0.615548673504775	0.447058887186091	-1.96455523378986	0.229229447577501	-0.61999189179464	-1.34631863059886	-1.34631863059886	0.386987858110081	-1.34631863059886	0.182610988240528	0.774018764190894	-0.564507997887643	-0.643806722852389	-0.565591553364072	-0.768059390319859	-0.099305573958637	-0.646566263953058	0.799714458851813	-1.34631863059886	0.964237693347323	0.111513083619597	-1.34631863059886	-0.955275545622643	-1.34631863059886	0.357926754593374	-0.172131821697212	1.48115987855456	-1.34631863059886	-0.142890020863821	0.0112505956303325	0.00209682605470208	-0.606936662865751	0.107066312885963	1.00414966746635	-1.34631863059886	-1.34631863059886	-0.0208175620868631	-1.34631863059886	1.70088968638897	-0.353252753858308	-1.34631863059886	1.30695052632362	0.0423180377989176	0.30718298421043	-1.34631863059886	-0.300796645288267	-0.597702279941583	-0.162751786370344	0.174640892382502	-1.34631863059886	-0.0358250627929247	-0.737994132210674	-1.34631863059886	-0.824217545729005	0.372862331977776	-0.344870291664286	-0.702773456265613	-0.814813562130807	1.22418690423373	0.0459985436200294	2.22345388684823	-1.34631863059886	0.886723714035792	0.541808658884222	1.53049636133646	-1.34631863059886	-0.170548215808539	-0.220278999308799	-0.745750475958621
MI0000268_MIMAT0000255	-0.340803193638717	0.591898124649993	0.834939412789069	-0.108525796863736	0.0427272065928523	-1.01880888240954	0.151547053923714	0.623114207436375	-0.69620156322538	1.69331437135064	1.96873907244442	-0.413132396168883	1.04820830250453	-0.344743488964799	1.50686622014326	0.233716944313939	-1.91948838731322	-0.359455474311136	0.312558390939087	-0.0904328106655802	2.34307544331079	-0.451768061895436	0.125000597732346	-0.664020146983153	-0.926492014923641	-1.89861174251012	0.448098479768949	-0.547340209313885	-0.0705755387727807	0.559366028994562	0.722103878856318	0.409115638555222	2.5064405412393	-1.20757424297946	1.42086046288256	0.346250690478669	1.25649587108829	-1.18736942096129	-0.167714401597885	-0.392317267784769	1.32183262375048	0.487945709919441	-1.29277944605406	0.979821315810399	-0.614797998717145	0.75020730231409	-0.879386411144407	-2.94047344611918	0.595257753897882	-1.34194801940964	-2.14961953043222	0.241673593267064	1.22118172233642	-1.41474010897555	0.719318679848404	-0.892876602269391	-0.356419537723517	-1.11797049213489	-0.955411366729413	-0.113958965757337	-0.776778957080653	0.189523702282131	0.648929966089022	-1.04591307858024	0.678969838344188	-0.430432820257475	1.20147309082479	0.241973208118044	-0.264149472401786	-0.891052388850346	0.39787440162119	-0.0732335163648763	1.1468694285494	-1.10124547667379	-0.192828645779164	0.056817623134094	-0.364818089457778	-1.39441271709115	-0.289772584110867	-0.0902764092996638	-0.382357174210579	1.53068587633978	0.520016163716523	-0.588040274085076	0.245851297472631	-0.870310455849282	-1.23518893785763	0.887741833976143	-0.513369747343541	-0.66237266250694	0.096840927598401	0.928552176332359	-0.522163136081918	-1.24931129677847	1.03104628064027	-0.506116139898786	-0.500870694953545	1.44561922920787	0.0533281151778126	0.757367097755062	0.26147068328354	-0.386471432025272	1.61332325351801	0.859384578600509	-1.58857111485331	0.416374654058151	0.0504490030956534	-0.82947190166259	-1.56924679373812	-0.273425786667484	0.694395790093425
MI0000268_MIMAT0004557	0.0288360888662095	-0.0714913739034722	1.12985779184118	-0.547836101742639	-0.231397240150983	-1.20662634093121	0.55280326402611	-0.501698751991365	-0.21994788620242	1.6042832581026	1.19687412590273	0.857609548940124	0.650527619730668	0.572743617070306	1.70005010449515	0.618409427999659	-2.41443407298951	-2.04107095075126	1.49211654781748	-0.49601896778851	2.05631991989313	0.365653029088547	-0.0424025933944826	-1.50900978742803	-1.25672325011432	-1.29788190158042	1.15616731109265	0.14919394278895	0.418360969895103	0.500253904688568	-0.455835326375701	0.225409695128673	3.26395200324138	-0.0250743123370626	1.23217448411012	0.211274538720319	2.05949221486774	-0.0260184249116846	-0.787001997945158	0.387018710338389	1.90905956668394	-1.41126846194014	-1.82991107433714	0.854138630290389	-0.106708642326903	2.18834254908919	-1.91227388431023	-2.12769960940958	-0.618173434851223	-1.04466084464952	-1.41201945888669	-0.871617311303375	-0.148519067794437	0.309778620774342	-0.798041478942699	0.427188915431767	-1.05863959736835	0.0514616789024887	-1.56508484474595	0.877812965039914	-0.758257751637903	-0.676009661501504	0.739649881048039	-0.677656698892396	-0.287961133327588	-0.354256589970715	0.463038221474477	-2.19899738985041	1.07699531167085	-0.672196016388928	0.515196440770329	-0.0606326457442356	2.56356348743475	-0.367822824457436	-0.168121186475543	0.885201314164112	0.434159930488812	-1.28313482828101	0.132505286367345	0.499488075813541	0.170121553523487	1.5071307039907	-1.3581831168101	0.701818802710309	-0.606080121797584	-1.02985252079371	-1.32267615389863	0.646264453924784	-0.573467477431629	0.652098395611278	-1.02833814123466	0.233159224412663	-0.239310343538476	-0.292072006307392	-1.75321761999559	-0.515731616629124	-0.233267557249047	-0.807240528540727	-0.409581232394451	0.921439090567551	1.06532434031134	0.00595318643788709	0.404138529715888	0.530951609723267	-0.906359509986774	2.14933815431911	0.44236428624842	-1.94593731169787	-0.425846671028343	-0.405884101801482	0.032598741369362
MI0016756_MIMAT0018932	-1.16792567555485	-0.0618576792616922	0.780308515338096	2.03375518969501	-0.884111367504584	1.00755185067482	-0.54233229289318	-0.678399049765992	-0.806098828578138	1.72487538116531	1.997268876919	-0.554380188886545	-0.340347486374055	-1.16792567555485	-0.379682297391121	0.656546943577815	1.67496125700591	1.37591772935094	-1.70676959612183	0.306658714152457	-1.16792567555485	-1.16792567555485	-0.0148579702836377	0.0875411127835232	-0.397820852085139	1.66197638573872	0.0213652738448293	-0.278326922100131	0.0829195823695066	0.122335552809816	-1.16792567555485	-0.19971285673437	-0.638954702657772	-1.16792567555485	-0.238406735813935	2.3430966415059	1.58639142008043	-0.293903733741077	0.269816987958807	0.0680442002519743	-0.419612144185549	-1.16792567555485	-1.16792567555485	1.28265385854297	1.99032473168616	-0.153655899627167	-0.428142829146376	-0.0659190618204144	0.0213790433998498	1.03761087633532	-0.295631884158407	-0.486996475770178	0.211714542953576	0.465457014949708	-0.741573876791882	0.46338594258076	0.564595686700517	0.999343884227238	-1.16792567555485	0.267713519309396	0.579356230317698	-1.16792567555485	-0.236608276601381	-1.16792567555485	0.38780039483409	-1.16792567555485	1.43076449923101	0.186720884956284	1.76533302313673	-1.16792567555485	-0.411998045211079	0.398287186849378	-0.0649126070849208	0.976127198196534	-0.525154587373467	0.150206614623174	1.8011372687529	-0.238866933147384	1.45549965172016	-1.16792567555485	2.34760544306654	0.861263109614035	0.180386432937426	-1.16792567555485	1.0405273533448	-0.974705527849421	-1.16792567555485	-0.518163741366403	0.401810250035557	0.197542529771814	-1.16792567555485	1.02230959496354	-0.253934695171326	1.30683625207156	-1.16792567555485	-0.772763654458083	-1.16792567555485	-1.16792567555485	-0.425474601896867	-0.554734054395368	-0.57903406790727	-1.16792567555485	0.0761551061076757	-1.16792567555485	-1.16792567555485	-0.298946207228535	0.84794486709538	1.29207759940051	1.19182825192521	1.10285218245232	-0.29528815136804
MI0009986_MIMAT0009451	-0.551607386693574	-0.375598087755866	-0.916650752420585	0.593451061132387	-1.00775191539716	0.700988162596779	-0.0502196636976047	-0.44703313557868	-0.749188638002558	1.16173362815487	-2.37836473813704	-0.576952909600115	-0.171106593593776	0.304481743734236	0.111229323251088	0.290334729888212	0.766414515362893	2.13086778115833	1.02938295847933	-0.472137519615771	1.35759312220622	1.88282670818867	0.38493484549662	1.96106610445139	1.00422982242926	2.05158831283916	-0.514762417551716	1.11485271214891	0.526263073027315	0.378884704446835	-0.218318176371515	0.939948138697164	-0.124746798146856	-0.43169882853412	1.21578338141586	-0.773082118230293	0.884831864158722	-0.00024888269324766	-0.0389113797455569	-1.19766009521003	0.863089136286023	0.103142356477536	-0.680200571517019	0.386661011518496	0.830211353868421	1.8595146249855	0.236850890628396	0.450631705075631	-1.12508705875033	1.77400043074275	0.83660165361042	0.740088286082571	-0.785859432803242	0.909897933287129	0.55882571314048	0.511885556637651	0.0633989734123117	-0.51319219769076	-0.844034660972514	-0.0208987105294768	-0.582335297982154	-0.905632806398387	0.720653342789948	0.794710364614641	1.24099253576492	-0.561934051178257	-0.267231734671422	-0.296166381616126	0.507389078416517	-1.68287221750555	-0.252418131236154	-1.20327231019029	1.86066366419662	0.26057642846095	0.62131677416662	0.18981240533183	-0.150747108565532	0.429613019979343	2.07972006059384	0.0233400759285568	-0.770673645173426	0.532349104977765	0.47233633566341	0.404862381080687	0.0185353518374743	1.2801070366922	-0.497673026056353	-0.783915582656108	0.561912341576519	-0.282102836605229	-0.728594224540929	2.18451757906646	0.387334651497594	-0.678302131295643	-1.09726482745438	1.16200950053324	0.821943761839216	0.89804921434408	1.11534622123168	0.133602275261765	0.0608182997858798	-0.861499099068727	-2.37836473813704	-2.37836473813704	1.80307056404896	-0.0107329831731578	0.958590898103842	1.62167751034502	-0.607897237478916	0.608557633945457	0.3194528489872
