ID	LT013011LU	LT017811RM	LT028264RL	LT044225RL	LT045399RL	LT055745RU	LT075094LU	LT077800RU	LT081282RM	LT102131RL	LT106997RU	LT115840LL	LT119682RL	LT120371LL	LT123313RM	LT132314LI	LT141224LL	LT141870LU	LT142159RU	LT148286LL	LT156171LL	LT163513RL	LT166240RM	LT171097RL	LT173597LL	LT180102RL	LT190870RU	LT197821RL	LT221983RM	LT241811LL	LT256221LL	LT265662LU	LT270821RU	LT280560LU	LT280646RU	LT282562RM	LT286300LU	LT290677RU
MI0000342_MIMAT0004571	-0.129008974182532	1.47281538369673	-1.20383795385395	2.14271612105012	-0.131558178791975	-0.0384985546946029	0.0586135410501898	-0.903318917324109	-0.309129476550787	1.09670896298608	0.0915709942098553	0.0828163283014015	-1.25620817462713	-0.701578421564361	-1.13996356339358	-0.405324674174656	-0.651414560878709	1.29549986209775	-0.899277862255712	-1.00404080774543	0.334899683224216	-0.0971834504302601	-1.31408461146568	0.119089791781071	-0.237278154849745	-0.677527442218453	-0.0324880785197877	2.03029921115444	-0.0228849488412782	0.0922804110344482	0.377637288502358	-0.441588129269432	0.495602919330832	-1.01569708025642	0.166930830725626	-1.14996038597517	0.0119858489955365	-0.384763757765841
MI0000342_MIMAT0000318	0.0597440332414165	1.63147300452379	-0.678932394429215	1.88745854684024	-0.777658782340252	-0.323585596673675	0.335318698884435	0.049229878411698	0.210002130153681	0.472491149716455	-0.366869750381187	-1.15212688306132	-1.27648526373587	-0.157813707222132	-0.649226907409053	-0.202880818956954	0.439207831585979	0.163956751181864	-0.0998905584129321	-0.794220123969387	-0.488101860307609	-0.622293419327661	-1.0281475823079	0.473208681691872	-0.303868422027416	-0.41735457275697	-0.410847609273524	1.83720840600525	0.741920615517979	0.548657857425313	0.836816240156467	0.156489578300243	-0.423914943602569	-0.760194960581708	-0.0737707907370614	-0.434703415165299	-0.0690332108420271	-0.225353336714273
MI0000737_MIMAT0001620	-0.0861470990477298	1.76601730712098	-1.56271235359574	2.42990007793858	-1.01223977918904	-0.35389472276384	0.306826163158662	0.366052204210216	0.565597013801054	0.956266128301279	-0.84642600545974	-0.190766550390039	-0.852495741181206	-0.442598760350925	-0.769867341810847	-0.348313035064919	0.0861146199548785	-0.330544951293894	-0.412259130417841	-0.572499951775747	0.590824928538621	0.171078842424267	-1.3517713962847	-0.591821452622781	-0.252122163203137	-1.71904499941626	-0.0903177734630627	1.6251581969274	1.52630604771814	0.176653109845806	0.102810144421066	0.887844342233451	-0.0280645641234021	-0.614861562908204	-1.75611144300981	-0.120121193207458	0.127927677395759	-0.462212678816093
MI0000737_MIMAT0000682	0.441847336464436	1.90358253703037	-1.14410390955986	1.64726047604521	-1.04478958879503	-0.331362095528225	0.213768558223484	-0.112508221073122	0.277873104216528	0.520969951498968	0.0153317242407719	0.426616880265191	-1.5211985485191	-0.282405473377555	-0.835970863996733	-0.362556308363574	0.575789118035981	0.534993422163914	0.0807766081760892	-0.692589195088765	0.661302458334102	0.722219695245718	-0.100791428028411	0.1917922589917	-0.244395955802011	-1.2981599167826	0.0708452853837382	1.30373572061653	1.15758312355398	0.182784960140417	0.73762438160035	0.430707995472623	0.581981660069174	-0.676689959151591	-0.712271318952466	-0.338377937946016	-0.0168476725989622	-0.26323509114344
MI0001641_MIMAT0001536	-0.152078976291701	1.98179693062082	-0.61847266112955	1.8763068774325	-0.355163714404926	0.31402325221633	0.352962190259804	-0.201544128408787	0.0837032487906279	0.814788036277441	-0.173500901087758	-0.495025314864404	-0.840844731626193	0.0258991830416554	-0.464417420773483	-0.449243282382561	1.31919429187105	0.265664106320871	-0.0710902124626122	-0.986307868213106	0.315309135730254	0.00505957149186952	-1.377585759039	0.940572949452301	-0.738127239914628	-1.04604565161132	0.187322431807025	1.84161877888064	0.80963194486152	0.484536471518888	0.600827370663234	-0.053726459907006	-0.284445316104324	-0.572719100598781	-0.240613707694252	-0.545209695445642	0.00601903413829135	0.223307912222017
MI0003556_MIMAT0003214	0.243268256189231	-1.34631863059886	-1.34631863059886	-0.471229138651476	0.401089071433457	-0.470863986055248	1.99873109284201	-0.622101440921484	-0.69257662139323	2.03179169339166	-0.0661918222566131	-0.381952625190201	-1.34631863059886	-1.34631863059886	2.29118029161473	0.722043848925691	0.135230156953871	-1.34631863059886	-1.34631863059886	-0.667049598453402	1.57882716041142	0.00262545757418872	-1.08775253785934	-0.269245579653428	0.283199554288408	1.24659122333811	0.577203349562834	1.65400999249304	-0.349349056826063	-0.284647350663393	-0.735557462585778	-0.233562227199066	-1.34631863059886	-0.250842572862317	1.25444607091776	0.84826423619288	0.307383013690864	-0.33828755126056
MI0000268_MIMAT0000255	-1.44663365598781	1.92973926049161	1.11469607944044	0.947949860658691	0.842402629227933	3.24851574095664	-0.404127828032275	-0.332888244138457	0.438961665571535	1.49105076986828	0.000469127081621564	-1.49254639376083	0.090254725699251	0.930283959612175	0.77297354781142	1.1113428490055	0.410850966079333	-0.372141228538486	-0.882185263599254	0.526514741376408	1.20727589626489	-1.52668606883873	-0.504296864561224	-1.75011255799003	1.0754824990462	-0.605601526076676	-1.6182222983611	-0.760682042747017	1.85124041160317	-0.331225401835909	-0.619777818299164	-0.995554896357665	-1.51570837726595	0.831256077087635	-0.439764414400212	-0.581461532857322	-0.983078587604405	-0.801690340013419
MI0000268_MIMAT0004557	-1.07608697269061	0.587534668858275	-0.322401906886495	2.03091683104962	2.17243046859285	2.48321952476663	-0.00594962846113367	0.35428762739737	-0.373536963895992	1.72524448481675	-0.989541033229195	-1.75115541601625	0.165916619450132	0.318426260356864	1.20576141924383	0.741607968928193	0.0794275712240039	0.0949420986641451	-0.588693829230962	0.319693678939775	0.310660811237967	-1.60426977258005	-0.626096236258588	-0.17320442362046	0.947583440789012	-0.894059141071452	-1.6127511315553	0.0444831848386808	0.521049145584652	-0.104767308413812	0.0476498866411725	-0.315477338809444	-0.961344139832799	0.266753744317944	0.794139145364534	0.0263609244383014	-1.93861871421581	0.549931117680433
MI0016756_MIMAT0018932	0.362052546043242	-1.16792567555485	2.44803206792216	0.987946281246765	1.22251122776664	-1.58539242157892	0.956101833750194	-1.16792567555485	0.217546132644651	2.72936349234298	-1.0073220887127	-1.16792567555485	-1.16792567555485	0.780585186823855	0.549552140918774	0.946428121618449	-1.16792567555485	0.0141038229273864	-1.16792567555485	-1.10789739530007	1.18050266154287	-0.577116676972552	-0.334055938676691	0.0746817978226468	1.59658756927104	0.399813647829544	-0.279821654779256	-0.645967139356489	0.868434644476326	0.0569129419930144	-1.16792567555485	0.627195931851994	-1.16792567555485	-1.16792567555485	0.615241895401661	-0.364489240688432	-0.422916750607774	-0.00497117448079496
MI0009986_MIMAT0009451	-0.790984984664802	-2.37836473813704	1.2007148013747	1.03451713390856	1.0211045863454	0.84785078560508	-1.18997985055758	-0.417466840679734	0.291730389887525	-1.33205287245848	-1.08856760740173	0.470535154475315	1.28787643093838	0.25149924902231	0.481411657247733	1.3818492321383	-1.88547780860326	-0.262398498366108	1.72530697830452	-0.0442550476229616	0.473664991125435	-0.147916219122591	-0.939317866212376	0.30094761476718	0.691424593627093	-0.133979201958532	-0.713391733294085	-0.147062506993947	-0.309576564605429	1.19571318658352	0.999739069894173	-0.692577448297387	-2.37836473813704	-1.05121104767529	1.59697113615146	0.888159108858435	-0.276468855025987	-2.37836473813704
