ID	LT000216LL	LT000379LU	LT001600RL	LT002410RM	LT004173LL	LT006946RM	LT012933RL	LT013743LL	LT017495RL	LT019699RL	LT021461RM	LT021748RL	LT022251RL	LT022562LL	LT024857LU	LT026534RL	LT030662LL	LT036383LL	LT048637LL	LT056024RL	LT056301LL	LT056464LL	LT059721LU	LT063974LL	LT071706RL	LT072789RU	LT076421LL	LT080750LL	LT082461RL	LT087826LL	LT090666LI	LT91552LL	LT092669LU	LT099879RL	LT100821RL	LT102695LL	LT104717LL	LT105618RL	LT106561LL	LT109097LL	LT109321RL	LT112491RM	LT118519RL	LT119300LU	LT121014LL	LT121928RL	LT123131RL	LT126767LL	LT128191LL	LT131887LL	LT134776LL	LT135390LL	LT137431RL	LT142933RU	LT143944LL	LT147610LL	LT154455RU	LT155318RL	LT157253RL	LT157856LU	LT158795LL	LT166493RM	LT167906LL	LT168219RL	LT173946RL	LT180758RM	LT188161LL	LT191618LU	LT191675RL	LT195011RL	LT195192RL	LT197381LI	LT199987LU	LT203446LL	LT205601LL	LT205707LL	LT206871LU	LT207073RU	LT211455LU	LT217339RL	LT221782LL	LT222702LL	LT228772LL	LT228897LL	LT230142RL	LT231101RL	LT231373LU	LT235441RL	LT236045LL	LT243794RL	LT244824RU	LT248906LL	LT0249481LU	LT251693LL	LT253677RL	LT258372RL	LT259072LU	LT264690LU	LT266817LL	LT269381RU	LT269763RL	LT275526RU	LT279828RU	LT280851LL	LT282601LL	LT285671LU	LT286644RL	LT287158LU	LT288719RL	LT295133LL	LT296771LL	LT297451LU	LT299181LU
MI0000342_MIMAT0004571	-0.80967748978163	-0.917144674324316	-0.242436349205264	-1.42536141818364	1.91335137686948	-0.430923968444272	-0.190022992949508	0.514161318124239	0.086277453698441	0.383751967717663	0.811508025453781	1.00733464355669	0.188282603881872	1.83352517124269	-1.58016613223002	-1.11633415718581	-0.80699527014499	0.431694204976477	0.184288432492565	0.0303983835289776	-1.02482808034988	1.20352730477259	-0.110046875716745	-0.243232849415001	0.445572548349287	0.407408483337626	-0.539772524614458	0.869379731015495	0.363595409301398	1.86811696486565	1.12902646064288	-0.171768574621689	-0.246525261350308	-0.122715347656131	1.43988871075775	-1.67086888044106	-2.69002388686073	1.24409693795639	1.0028518726719	0.39538371103059	0.705435065693224	-0.115107732512178	0.319356509611291	1.16607025250565	-0.282444190036326	-1.44569870939619	1.84893407305723	0.354741922406213	0.268472958853901	-0.760922758163812	-0.954993788814168	0.4998380185454	1.48028791047903	0.338724191157875	-0.0797521433610854	-0.929260189704477	-0.728178786445439	0.374340225509532	-0.65302250945193	2.15739545685879	1.88118413225093	0.969456560855554	2.67560565191035	-1.81577459720019	1.75787953161031	1.27144033904199	1.01902813764003	-0.165818940610096	0.569381525599954	-0.527075246598695	-2.00639084826246	-1.48003468757772	-0.510837458720224	0.144207581464321	-0.694199757433531	0.765958838055159	0.00588660726740319	0.384385024584341	0.30901958564433	0.746429049597329	1.56447427752459	-0.131721813988631	0.898126538040732	-0.12679830763332	0.420599506749638	-0.0922131596339068	0.38746470009	0.610451227048624	-0.141115422961916	0.3983387335537	-0.170983577735222	-1.08717582502181	-0.629695354389994	-0.296521801911226	-0.85520610780707	-0.63932893054708	0.771139425127976	-0.625454175769803	1.32983783017875	0.385356589219788	-0.838321961064205	-0.508102389263965	-0.106857142889758	0.23396546633775	1.07033314300332	-0.271711864891011	0.944967715457896	0.27842195473163	-0.172438789829965	-0.315064680410944	0.0270617380712998	-0.157996981500179	-0.0285821241380392
MI0000342_MIMAT0000318	-0.414929548960722	-0.515508459936198	-1.2215325905908	-0.912111228312049	2.46232630901024	0.0912983032967269	-0.664877353264034	0.238978265950447	0.897172615493483	0.0321821783814598	-0.251864215925738	0.436510787798397	-0.15245847270501	1.69927865168375	-1.54739689371542	-1.50378228490178	-1.06487575194188	0.489427084121221	-0.220635296133877	0.165343841968515	-0.683642377880242	2.00921975944529	-0.175536679682423	-0.4234289555274	0.967375556773067	-0.248581756791355	0.0472313319001618	1.66820211903728	-0.336278651304834	1.06111533051927	0.706620266159832	0.449770763306402	0.0986177184462901	0.187931403371371	1.33109241420609	0.234330511016415	-2.21861538063611	-0.56702669251129	1.8045375377278	-0.0139323382827606	0.687093184353708	-0.0677060372823243	0.93069198435591	1.54935384240479	-0.389905486102756	0.232189562263143	1.39748319105591	0.454217732558639	0.442384353050933	-0.45141050348512	-0.536829173062517	0.34979538109702	1.70066220885417	-0.385217726057003	0.444795733489373	-1.1527337915654	0.12969901128734	1.11648390086502	-1.18768905826974	1.01771562253183	1.23516124315193	1.21535718147056	2.41246432604674	-1.88860385190149	1.26889447383079	1.22065503848444	0.872495383942634	-0.073881637113121	-0.303126976436373	-0.00792917755667912	-0.669281196480673	-2.12846033110673	-0.523654583233435	-0.234631391862049	0.341547115099014	0.208866015234399	-0.361835717299124	1.10874702094098	0.737788392552146	1.23850521011657	1.92816230745238	-0.704746852986822	0.832400152055422	-0.900441421716155	-0.157243561898918	0.976520702937206	1.2505946516778	0.250740616944384	-0.632107797312553	0.778551563235364	-1.60843957757991	-0.295507721835315	-0.156292934946561	-0.579191114558442	0.149528101603435	-0.368685861186508	-0.309131812938648	0.153843484194985	0.602672562770967	-0.606003835180068	0.208674420130496	-0.882849914702573	-0.241586734907156	0.102881821090055	0.899018051653452	-0.0683158798413464	1.07797571588422	0.986327760532873	0.0758047559665975	0.912269734013491	0.518334726075265	-0.513985689378584	-0.256569144780299
MI0000737_MIMAT0001620	0.00584016034269428	-0.776416741032673	-0.222906519570112	-1.28936464930623	2.30399267215453	0.161151305643476	-2.13563234413162	0.0858792014288137	0.295672971416327	0.878829175789199	1.02552299308342	0.377948148164883	-1.36954137509735	1.44221819141228	-0.611531601188152	-1.33910219745342	-0.866670323471274	0.355575322521669	-0.40703000136444	0.455223186850253	-0.85980158165461	2.06818314622924	-0.442116557052539	-0.106965068666765	0.333161175247838	0.209197620525333	-0.824192420888556	0.846542043779785	0.897905247959705	-0.286363781379809	1.00592630535806	-0.296634436897059	0.125062745177848	0.529571934356789	1.29956011865763	0.816358762635732	-2.55090217415375	0.615736903646756	1.78849299115132	0.512036874025942	0.622456159670133	0.423736166635292	0.45961353619607	2.11971352384422	-0.239222265830663	-0.339436893134938	1.68877009558108	-0.436027571899508	1.08397889390354	-1.44944798847493	-1.04003074287449	0.550801374734068	1.31584957262086	0.211729266748384	0.483183751722741	-0.815976191390594	-0.0998950211901606	0.358636580372125	0.121588417559331	0.098120675021459	0.289832263478834	0.664065281371658	1.4656785984017	-1.23749525356619	1.63088659549951	0.136020781545383	1.39725428427661	-0.294724101234331	0.728073853657823	0.413281751685929	-0.813826673351121	-0.21633020590215	-1.60893232325076	0.134471159565526	1.00834810214007	0.814453687501354	-0.107648886141753	0.346046350650286	1.24124805756536	-0.0645641292291989	1.8054002620699	0.087264510328273	-0.152315409342428	-0.875359257735866	-0.400602892229944	1.17939863243183	0.433497874770357	0.0600203488960781	-1.46988204506366	0.828086782746076	-0.533138876688347	-1.02317428280944	-0.492839489004964	-0.634261515473747	-0.486881480245101	0.157739938548062	0.585896904911619	0.402495311417197	1.35484047466651	-0.546296601023004	-0.00753709910451059	-1.05157093705094	0.0799196283533876	0.13577005899719	1.58925067874351	-0.593336312129598	1.65522990255816	0.896290292520424	-1.01183569765814	1.13363984129172	-0.427940107183583	-0.781691726562169	0.205100646300654
MI0000737_MIMAT0000682	0.0172620264551879	-0.939686616559739	-1.42613647247363	-0.794150035290234	2.41865875082881	0.0663726465921867	-1.41822720351401	0.189510993962318	0.392102135021903	0.729818238105093	0.316413278682412	0.845958211488539	-0.346680795300716	1.40881291668979	-1.81103493108603	-1.31446437145581	0.0171543848233126	0.12590393495408	-0.59064077789421	0.247474349537558	-1.47086246595529	2.63069369671757	-0.847453440337414	0.212050477378986	-0.237378212857817	0.367204375583513	-0.319829061467892	0.990290937812059	0.777384826280145	-1.17893923145549	1.21557691644686	0.469485102148201	-0.114695064362522	0.361237720854801	0.299569817974699	0.632227614856972	-1.77570184151341	0.251652877814937	1.4026667581205	0.319239778611323	0.149271242196239	0.988251585915694	-0.111608479967804	2.30993448208234	-0.831396115369213	-0.538256484403597	0.470827954372966	-0.716350772530062	1.04102077392836	-0.75193950160403	-0.832381758871292	0.375166768241716	1.41876863631679	0.22873958734314	0.273179791684462	-0.665940701551333	-0.361748361469437	1.04196315428758	-1.61601997781643	-0.995301218526942	-1.05847948814581	0.589410289313793	1.46708808595926	-1.80721599343718	1.75996149653802	0.340548293336201	1.69765891718355	-0.476261174641793	0.349604862241743	0.190679136669152	0.498903572797007	-1.71694568919959	-0.549635490179456	0.454764215694728	0.432704542501817	0.12726874201781	-0.308593843833776	0.599435955526726	1.124842134632	0.524073657669064	1.41744622557322	0.592314291475592	1.25458391940881	-0.918614583967645	0.450508769242782	0.980456205086928	0.722291986492963	-0.0435369253403401	-0.938027604327558	0.239882324496301	-1.49784674371515	-1.32989550297466	-1.01323257345901	-0.068969294661446	-0.373380123508076	-0.765271987035275	0.695305047584537	0.412753890697079	1.06971993162649	-0.62820019036891	0.451779298258131	-0.793141223351641	1.14697002705658	0.397435655523899	1.28531222750159	0.468552659347295	1.2769796756793	1.00729761299235	-0.804240125760829	0.307994991366013	0.0553807218274484	-0.708932476212792	0.0312701608980747
MI0001641_MIMAT0001536	-0.154995376543329	-1.0577724101064	-1.2963534824819	-0.547396647602444	2.39904794615451	0.207959588077786	-0.627037920691763	0.772465086592116	-0.0739587096812724	0.524920009790976	0.798601604446304	0.659878481995345	-0.995067931323835	1.12419434468187	-1.85697804229924	-0.957904686337646	-0.997533737421201	-0.296182088449804	-0.370359272345336	0.587299692294668	-1.1912421839299	2.00345139366761	-0.708986226792494	0.27612875794979	0.553224533188491	0.188754166378347	0.86439519254501	-0.157311282122089	0.055618331934873	-0.857491085725705	0.465490801292203	0.226868358911736	-0.244863772883155	-0.199533293590647	-0.914458665411799	-0.143069532861187	-1.92270446589819	0.11898637020848	1.16907313195303	-0.220088763169504	0.377329454609112	0.385687034960421	0.633967766687252	1.82408064650255	0.0725888778413347	-0.192399022562111	1.23311364826235	-1.57222613203035	0.449815501767156	-0.474130657442503	-0.591844510671919	-0.108655639082572	1.20885405477953	-0.783344370058697	0.0603198850513779	-1.07799896824371	0.471754734343656	0.454680051486461	-2.12700351483767	-1.29609140088908	-1.30156724858771	1.05719375809901	-0.117164648865165	-1.81508656940397	1.4599458156804	1.1404548162527	1.25195139067452	-0.178739098191733	-0.0963064385413658	-0.262702592766373	-0.337163762383016	-1.55495379710929	0.411340449503458	0.66906294103636	0.550204936723231	0.543943224482669	-0.582802601883316	0.812671913231163	0.539436162793284	1.21652326261497	1.94564274604683	0.00632296463629868	1.71947803094334	-1.49283798089865	-0.334922166940186	0.612733622888112	0.999588872095289	0.469111417048447	-0.85644284152569	0.253837495069406	-1.98775997680355	-0.511733863167718	-0.448493216751667	0.0980779713840116	-0.763963439278985	-0.154215263685173	-0.2661189528416	0.0285306953313286	-0.104740727768504	-0.665044793253822	-1.24479065748475	-0.858606765251108	-0.130210221313261	0.643583790594609	0.917609624025393	0.829956516312434	1.58218499288441	0.788788225375994	0.166081926672694	-0.0940365624885152	0.448208216664953	-0.173380151522824	-0.0803521759741832
MI0003556_MIMAT0003214	1.53430234721353	0.935504990384279	0.230707817901558	-0.135309559530875	-1.34631863059886	-0.69003524527219	0.0674861884577267	-0.0270352932479548	-0.288078320792893	0.791868347075395	0.0499609635295604	1.42470309853713	0.0323616742433725	-1.34631863059886	-0.279427332453463	0.457584837025607	-0.15313466872166	0.208788043655159	-1.34631863059886	-1.34631863059886	-0.681924860266479	-1.34631863059886	-0.610227525044137	0.16313840925915	-1.34631863059886	1.29450768678231	0.94561684461174	0.0323844907915635	-0.643816437443176	0.0912710122496213	-1.34631863059886	0.290207274562517	-0.465979940381936	2.14099299731386	-0.110289417967575	-0.507084648319064	0.462066000177706	-0.531901845474128	0.86715919628252	0.181738365948908	0.460375411240557	0.415703276512274	0.216432658278941	0.363716859442661	-0.769137475591063	-1.34631863059886	-0.47652223208926	0.509851191285479	-1.34631863059886	1.67730185476879	-0.404552287227148	-0.501028815503559	-0.0676772882407994	0.334566459611824	-1.34631863059886	0.675731325374456	0.672360086660032	0.758129723031914	0.834901684531288	-0.515949368639577	-0.86867435397129	0.539580617757755	0.659685310687034	2.82152692288197	-1.34631863059886	-0.285258304684463	1.24234759088357	-1.34631863059886	2.85009025514969	0.514818702200283	-0.498896606640492	1.03385714948513	1.42803704804431	0.0016428487194867	-1.34631863059886	0.739555630120263	-0.559503180500824	-0.596001620684572	0.908639912040604	0.0655652620856042	0.0686096748477568	1.52904884761159	1.17964975614519	2.85757281674197	-0.872237378533622	0.14261657700864	-0.509845532244302	-0.233279946469402	1.35603706124735	-1.34631863059886	-1.34631863059886	-0.177945814083181	0.0516459551737863	-0.569952449840191	0.195790576088101	0.891052504342854	-1.34631863059886	0.787960884765073	0.0851063751072827	2.34999257059931	-1.09731182843674	0.321538440966804	2.1633731961256	-0.725621599000075	-0.427997593782225	1.19923746596297	-0.483650521251501	0.0172132191477009	-0.108000654109047	-0.0590964316545863	-0.694907886670489	0.351667903178189	0.466072865516072
MI0000268_MIMAT0000255	1.1295924773889	1.55552047474184	1.80502963110332	-0.0649805077233363	-0.212803746460796	-1.25736608481359	0.841483408857713	-2.18443094522953	0.59749311343058	1.17207845815345	-0.920245076850751	0.680414779221502	0.402873784665413	-0.250322829277922	0.449649738382315	0.199199770370477	-1.01867507193596	0.10406524646456	1.08414426395974	-0.267245003050026	0.618598243025374	0.0288790783080929	0.796127627981756	0.70512499266957	1.18889793795494	0.80106341009427	1.10595486797792	0.948968614544144	0.789733049458914	-0.853670751696567	0.980254367534783	-1.0071008159999	-0.826432319249729	1.29953772061453	-0.130132612164765	1.01164126628309	-0.128668115603871	0.647381132594986	0.722355083501763	0.864217936182884	-0.223928985183	0.504080448186059	0.759449752454073	2.17214938503259	0.0559799749252672	-0.131669239016342	0.899432941213821	-0.581190321746264	-0.29815219116464	0.206331629344171	0.0806128384872358	-0.892836931709364	0.778882655914188	-0.808290665118353	0.105705909105463	0.507960941180575	0.895917044431673	0.956111917388777	0.732383424217435	-0.230938466510731	-2.3528494409856	1.02938192517738	-0.644773312298978	0.353432413079525	0.285231302519333	0.72290441865826	1.67381562814101	-2.53187145612517	1.20878144930522	-0.0442969607448311	1.37169618025064	-1.1134509371075	-0.138608943818728	-1.96483475125363	1.46072586306826	0.228242686844384	-2.06234012297536	-0.0482112082200176	1.26410125751701	0.264433668115879	1.92084650200743	0.656496227679401	-1.58351602518671	2.74000224148444	-0.380751940739577	0.138646092620497	0.92734511038692	-0.630074795658198	0.77787429786824	-1.80348044849831	0.544846927850023	0.956042078004598	-0.111400280920013	-0.705580071390827	-0.451012562599177	-0.122243631566696	-0.160198653750578	0.792832776343009	0.278845194049271	-0.53296811818938	-2.43703024195807	0.986523284911573	0.438576002823696	-0.971252369479605	1.99572958016058	-0.708223805218156	-0.126387846060466	1.13379298591708	-0.220576490149245	-0.558552425682199	1.46715986152477	-0.254511392369593	0.479858589614044
MI0000268_MIMAT0004557	1.14181717169802	1.50839661089932	0.344985274331944	-0.352684438620513	-0.413823624737825	0.00153721057973221	1.02510112045504	-1.65083800823702	1.10078259013142	-0.301244457457437	0.145862677390987	1.12175611289272	-0.111782438098838	-0.743132284512055	0.622724315235743	-0.761789914351803	-1.13562178564471	0.485302294496103	0.577822677119895	-0.166650575654908	0.453718657599637	-1.30148367853661	-0.0952280666390406	1.29319831789468	0.186977502285557	2.08317348108845	1.40480481636172	0.791574980033841	0.492423236729095	0.807083849144674	-0.162109230143044	-0.461813182625768	-1.44583579258687	1.3121843805121	-0.0503314267401345	-0.972208508369335	-0.236892199281932	0.650746719736001	0.0517847911228836	-0.193899751778442	-0.374909509005525	-0.700968930015248	0.584597046404404	0.575364061891488	1.13029647873492	-2.00936257028645	0.172395823224958	0.512152426960304	0.116059915636186	-0.569832363565078	0.373599696728712	-1.18140720158685	1.0724603197592	0.227069379787308	-1.92208591346616	-0.210463890504423	-0.137631157343062	0.939110796069582	0.301045144617469	0.523305690119708	-2.4303687077462	0.488303563733647	-0.155527751080107	1.76748841756275	-1.43478247444644	0.184280729764991	0.661157752882088	-2.21673957249206	0.842013343459937	-0.363863321607094	-0.550150368784711	1.05178116697681	0.0386538313544992	-1.03827352299115	1.18060409656716	0.972628320638929	-1.83236706313549	-0.825432800627664	0.226206205109187	-0.0965520222593758	1.05875957999318	-0.348721464351482	-0.094104514556261	1.09454250624792	-1.19387356420069	-0.20849976162265	1.34126896749258	-1.02316878453027	1.35065285389558	-0.417858156291823	-0.257435045312508	1.02292532482986	-0.269389185246206	-0.253161206187584	0.373683925514238	0.460722543450073	-2.51356922615284	0.45281703493031	0.0797744917967439	0.859912480331982	-1.96219432311906	0.358464344939732	-0.024418009584171	0.0861659508787373	0.453659041682308	-0.0704411096181526	-0.805045715367709	0.760579796807371	1.49599186153289	0.287052555981329	1.30781181582191	0.824357258737894	0.100384011380087
MI0016756_MIMAT0018932	0.277972472623281	0.18180660830579	-0.152606950423836	0.229202328637743	-0.426851237243802	-0.410778666311075	-1.16792567555485	-0.0900622580721608	0.387316268182748	-1.16792567555485	1.05183741377623	-1.16792567555485	0.834961255307447	-0.730310613317244	0.99606687409441	-0.344024514391886	-0.418948829785709	0.115079717966438	-1.16792567555485	-0.366368727867161	-1.16792567555485	-0.247063454099534	-1.16792567555485	-0.200367996953377	-0.61327662911095	1.43177735231983	0.375059542874669	-0.291732014664724	0.884010181460572	1.29990790414953	0.338295930827889	0.327094614378079	0.81300330450407	0.0365446754344019	0.258067794043482	-0.199710550890975	-0.755335237291458	1.16002406664541	-0.11911895810602	-0.187257788408873	-0.75668816476194	-0.551661633601256	-0.162728198461689	-0.0575091662855377	1.39587407201488	-1.16792567555485	0.632197470092979	1.48670859271277	0.116168957372018	0.182450453399687	-1.16792567555485	-0.192724002385778	-0.130894093336461	0.369613768223856	-1.16792567555485	1.16489138325984	-0.227875719165493	-0.713644553555353	-0.00101655765076639	0.891383628706623	1.35455846727796	-0.306177067898489	1.14637927050108	0.85679381667973	-0.305462812808868	-0.507809112909005	-0.180697131104762	-0.535757833622071	0.395848296605746	-0.313457644217049	-0.190264096193043	0.859297981291283	-0.0896215981064987	0.387202833654154	-1.16792567555485	2.04533101204226	0.475017382511004	-1.16792567555485	-1.16792567555485	0.46094942725367	-0.266560023996826	0.0986328143949841	-0.504380536113331	0.178707998923412	-0.141665978670684	3.14942918139446	-0.250730174173465	1.61020678760086	0.695807043055543	0.827009120256597	0.14623449837632	-0.43574654994691	-1.16792567555485	1.59610105659351	-1.16792567555485	1.41330508735143	-1.16792567555485	-1.16792567555485	-1.16792567555485	-1.16792567555485	-0.12787133309738	-1.16792567555485	0.971353019466009	1.13603545462909	-1.16792567555485	-1.16792567555485	-0.638494698143946	-0.302242120147523	-0.631158087107658	-0.354819115038443	-0.416400179737022	-1.16792567555485	0.923010696663729
MI0009986_MIMAT0009451	0.115059415424633	1.37940037069526	-1.01331328993064	0.309191532425254	0.258081803299093	-0.249740300852279	0.162513938521681	-0.18962191872256	-0.205330136749456	1.02728674166399	0.876530229923674	-0.938872610319976	0.846269321627458	-1.01554491740045	-0.190757280003166	-0.439577143226442	-0.940329019515161	-0.390005425917751	-1.62616867779252	-0.313194040020691	0.322951479321963	-1.68746361633596	-1.74121484721113	0.512793597671944	-1.59817305183941	0.480754532705487	-0.394498302284416	0.312789758217762	0.907143791031169	0.776856573360371	-0.436140062794877	0.182867791202197	-1.12818672180623	0.237746943384258	0.819023722014837	1.06908160976877	-2.40413476600459	1.66833003569523	-0.46241011605045	-0.567460346256566	-0.895851268144792	-0.570522377612829	0.264428999092691	-1.54524552220465	-0.454806489792491	-1.49525730940473	-0.532081766689262	0.257826514163662	0.969426139278277	0.694610953852867	0.0373057146662044	0.529126683148388	-1.21304898135773	-0.170706568357884	-2.37836473813704	-0.0349934282105787	-0.631025428084276	0.278473438842728	-0.967340459084598	1.04489404120927	1.69590869051791	-0.950502574733006	0.724726178740731	0.342324185060726	-0.754507648698017	0.0444353775390534	-1.04765676156166	-1.13865392665391	0.276590936947741	0.539853860224254	-1.0593893523051	0.136735171444494	1.32119375467338	-0.149294191141871	-0.384149456735418	0.533383251019772	0.382874548971972	0.819969029732556	-0.0909837508031953	2.55045670121866	-0.294056671325751	0.937406658867587	0.870091833539808	-1.36801737598576	0.12469888818734	1.89671228507011	-1.02351482981586	-0.486297645239575	0.217130195096017	1.0450020712144	0.417551915223362	-0.304897781222337	-1.16830666703444	-0.124803192591351	-1.86244798051337	2.45119941576272	-2.37836473813704	-0.107314413360886	-0.272821442927229	0.0891630384291187	-1.2744255163056	0.747523814595553	-2.37836473813704	0.193338799986876	0.70535386007787	-1.87546661528793	0.0666080731671388	-0.749326223284744	-0.304660554680169	-0.834535927057361	-1.34230904534846	-0.547257559817172	-0.430973182821734
