"LT187987LL",1
"LT166493RM",1
"LT109321RL",1
"LT104717LL",1
"LT185066RL",1
"LT291578RU",2
"LT075094LU",3
"LT051568RU",3
"LT194990RU",3
"LT132314LI",4
"LT030041RU",1
"LT125775RL",4
"LT055745RU",2
"LT148286LL",3
"LT219681RL",3
"LT009615LU",4
"LT132625RU",4
"LT106997RU",4
"LT265199LU",2
"LT282467LL",3
"LT152979LL",1
"LT010491LL",3
"LT235584LU",4
"LT023631RU",3
"LT262496LU",4
"LT126571RU",4
"LT056627RU",1
"LT100984RL",2
"LT168219RL",1
"LT092669LU",1
"LT010012LU",2
"LT113077LL",4
"LT178307RU",3
"LT042988LU",2
"LT003990RU",3
"LT242420LU",4
"LT137431RL",1
"LT231373LU",1
"LT046027RL",3
"LT211728RU",4
"LT157253RL",1
"LT024952RU",3
"LT058156LU",2
"LT145086RU",3
"LT294945LU",4
"LT135390LL",4
"LT045346RU",2
"LT163513RL",3
"LT109097LL",1
"LT155982RU",3
"LT131432RU",3
"LT059975LU",2
"LT156171LL",4
"LT001600RL",1
"LT245084RU",4
"LT275526RU",1
"LT175399RU",1
"LT173946RL",4
"LT156481LL",2
"LT130350RU",2
"LT038591LU",1
"LT093297LU",3
"LT105618RL",2
"LT025997RU",1
"LT046539RL",1
"LT286056RU",2
"LT020426LU",3
"LT195011RL",1
"LT002501RL",4
"LT081077RU",4
"LT000216LL",1
"LT004173LL",1
"LT139649RU",2
"LT081282RM",4
"LT084406RU",3
"LT192758RU",4
"LT287158LU",1
"LT241811LL",3
"LT233620RU",2
"LT140046RU",3
"LT236045LL",1
"LT056301LL",1
"LT280560LU",2
"LT207073RU",1
"LT191020LI",3
"LT030662LL",3
"LT009099RL",3
"LT147610LL",4
"LT089723LL",3
"LT082461RL",1
"LT151920RL",2
"LT115840LL",3
"LT279828RU",1
"LT162479RU",3
"LT244399LU",4
"LT051993RU",3
"LT191675RL",1
"LT266817LL",1
"LT198741LU",3
"LT245983LU",2
"LT269763RL",1
"LT263636RU",2
"LT238531RU",3
"LT155318RL",1
"LT058319LU",3
"LT143944LL",1
"LT185970RL",4
"LT126767LL",2
"LT013011LU",3
"LT113005RU",1
"LT181845RU",3
"LT166240RM",3
"LT099879RL",1
"LT017495RL",2
"LT231101RL",4
"LT178929RL",4
"LT038075LL",3
"LT080750LL",1
"LT221510LU",2
"LT002410RM",4
"LT175949LL",3
"LT190870RU",3
"LT150340LU",4
"LT121928RL",1
"LT060406RL",3
"LT077264RU",1
"LT136415RU",2
"LT026534RL",4
"LT282562RM",3
"LT286300LU",3
"LT284144LU",2
"LT055841LL",1
"LT053283RU",3
"LT142159RU",3
"LT154455RU",1
"LT167891LU",4
"LT043343LU",3
"LT048637LL",1
"LT166565RU",2
"LT127070RL",3
"LT184347RU",2
"LT253677RL",1
"LT036383LL",1
"LT295133LL",1
"LT106561LL",1
"LT256221LL",3
"LT172093RL",3
"LT180102RL",4
"LT196199RU",2
"LT000379LU",1
"LT058691LU",2
"LT130546RU",4
"LT206871LU",4
"LT096430LU",3
"LT144462RU",3
"LT047152LL",1
"LT109231RU",3
"LT173597LL",3
"LT285906LL",3
"LT075462RU",3
"LT016556LU",3
"LT171097RL",3
"LT297451LU",3
"LT120371LL",4
"LT076421LL",4
"LT285671LU",4
"LT076617LL",4
"LT236519LL",4
"LT012861RU",3
"LT196309RL",4
"LT006946RM",3
"LT007392RU",1
"LT005419RU",4
"LT206010LU",3
"LT078347LL",3
"LT213352LU",3
"LT277811RL",1
"LT071706RL",1
"LT141224LL",4
"LT248906LL",1
"LT197511LU",3
"LT242161RL",4
"LT106519RL",4
"LT0249481LU",4
"LT150981RU",3
"LT180758RM",1
"LT076181LI",1
"LT062121LL",1
"LT037710RU",3
"LT246994RU",4
"LT165114RU",1
"LT288719RL",4
"LT280646RU",3
"LT012933RL",4
"LT032411RU",3
"LT087826LL",1
"LT118064RL",2
"LT125521LL",1
"LT062141RL",3
"LT030151RU",3
"LT119682RL",3
"LT273284LL",4
"LT233821RL",1
